,adj_close,close,date,high,low,open,volume
872,10.54,21.68,2003-08-21,21.71,20.95,21.03,9118800
873,10.15,20.88,2003-08-22,22.0,20.64,21.81,8938000
874,10.14,20.86,2003-08-25,20.91,20.49,20.78,4920800
875,10.24,21.05,2003-08-26,21.07,20.35,20.75,5891400
876,10.45,21.48,2003-08-27,21.48,20.66,20.91,8060800
877,10.79,22.19,2003-08-28,22.22,21.33,21.33,11415200
878,10.99,22.61,2003-08-29,22.85,22.05,22.2,9398400
879,11.11,22.85,2003-09-02,22.9,22.4,22.66,8647600
880,11.16,22.95,2003-09-03,23.32,22.76,22.8,9601000
881,11.1,22.83,2003-09-04,23.25,22.77,23.16,7135000
882,10.94,22.5,2003-09-05,23.15,22.41,22.73,8576200
883,11.06,22.74,2003-09-08,22.79,22.47,22.48,5973000
884,10.88,22.37,2003-09-09,22.67,22.12,22.53,6441800
885,10.79,22.18,2003-09-10,22.61,22.11,22.25,8031800
886,10.97,22.56,2003-09-11,22.79,22.1,22.25,7631600
887,11.23,23.1,2003-09-12,23.14,22.31,22.51,6428200
888,10.8,22.21,2003-09-15,22.9,22.12,22.81,8101600
889,10.87,22.36,2003-09-16,22.69,22.2,22.21,9607400
890,10.76,22.12,2003-09-17,22.38,21.85,22.37,10335600
891,11.13,22.88,2003-09-18,22.99,21.95,22.1,9032400
892,10.98,22.58,2003-09-19,23.05,22.43,22.88,7355600
893,10.74,22.08,2003-09-22,22.5,21.92,22.18,6422200
894,10.91,22.43,2003-09-23,22.46,21.88,22.02,4730400
895,10.37,21.32,2003-09-24,22.31,21.08,22.21,10760200
896,9.93,20.43,2003-09-25,21.37,20.25,21.34,20513600
897,10.06,20.69,2003-09-26,21.7,20.15,20.3,12401800
898,10.36,21.3,2003-09-29,21.67,20.65,21.49,13060800
899,10.08,20.72,2003-09-30,21.22,20.44,21.09,10193800
900,10.11,20.79,2003-10-01,21.1,20.19,20.71,8432600
901,10.0,20.57,2003-10-02,20.8,20.28,20.8,7287800
902,10.55,21.69,2003-10-03,21.86,20.88,20.99,10700000
903,10.84,22.29,2003-10-06,22.33,21.58,21.67,9583200
904,11.29,23.22,2003-10-07,23.41,21.91,22.05,14934800
905,11.21,23.06,2003-10-08,23.54,22.73,23.25,15309600
906,11.4,23.45,2003-10-09,23.67,22.79,23.3,12419600
907,11.52,23.68,2003-10-10,23.81,23.37,23.5,6244200
908,11.84,24.35,2003-10-13,24.41,23.72,23.73,9995200
909,11.94,24.55,2003-10-14,24.74,24.19,24.32,9836400
910,12.07,24.82,2003-10-15,25.01,24.58,24.85,21789400
911,11.31,23.25,2003-10-16,23.84,22.41,23.8,34845800
912,11.06,22.75,2003-10-17,23.49,22.43,23.38,12850400
913,11.29,23.22,2003-10-20,23.34,22.38,22.6,9969000
914,11.27,23.18,2003-10-21,23.4,22.75,23.31,6302200
915,11.07,22.76,2003-10-22,23.2,22.68,22.94,5771400
916,11.18,22.99,2003-10-23,23.15,22.59,22.73,5900400
917,10.99,22.6,2003-10-24,22.85,22.23,22.56,7852000
918,10.99,22.6,2003-10-27,22.89,22.49,22.75,5786200
919,11.53,23.72,2003-10-28,23.77,22.4,22.56,8989800
920,11.52,23.69,2003-10-29,23.9,23.34,23.51,9538600
921,11.23,23.09,2003-10-30,24.0,22.87,23.99,9305600
922,11.13,22.89,2003-10-31,23.35,22.78,23.3,7791200
923,11.26,23.15,2003-11-03,23.3,22.78,22.83,10815800
924,11.14,22.91,2003-11-04,23.1,22.59,23.07,8901200
925,11.2,23.03,2003-11-05,23.13,22.47,22.82,11516800
926,11.24,23.12,2003-11-06,23.15,22.65,22.91,14181200
927,10.94,22.5,2003-11-07,23.24,22.45,23.19,7505200
928,10.65,21.9,2003-11-10,22.65,21.84,22.45,8367000
929,10.47,21.54,2003-11-11,22.02,21.48,21.9,7681200
930,10.86,22.33,2003-11-12,22.72,21.48,21.48,10714400
931,10.9,22.42,2003-11-13,22.56,21.92,22.07,7599000
932,10.44,21.46,2003-11-14,22.61,21.28,22.48,8466000
933,10.28,21.13,2003-11-17,21.37,20.95,21.35,8152000
934,9.92,20.41,2003-11-18,21.34,20.35,21.21,9542600
935,9.93,20.42,2003-11-19,20.65,20.26,20.56,12306600
936,9.91,20.38,2003-11-20,21.08,20.1,20.1,8556800
937,9.86,20.28,2003-11-21,20.58,19.85,20.34,8637000
938,10.28,21.15,2003-11-24,21.27,20.45,20.5,13636600
939,10.06,20.68,2003-11-25,21.25,20.61,21.23,9594800
940,10.08,20.72,2003-11-26,21.15,20.25,20.89,8754600
941,10.17,20.91,2003-11-28,21.07,20.52,20.78,2717800
942,10.56,21.71,2003-12-01,21.85,21.0,21.04,12912000
943,10.47,21.54,2003-12-02,21.9,21.41,21.6,7332000
944,10.23,21.03,2003-12-03,21.84,20.96,21.54,6832000
945,10.28,21.15,2003-12-04,21.17,20.77,20.94,6355000
946,10.14,20.85,2003-12-05,21.15,20.73,20.9,6649200
947,10.24,21.05,2003-12-08,21.08,20.41,20.78,5294200
948,9.94,20.45,2003-12-09,21.25,20.4,21.17,4826600
949,9.91,20.38,2003-12-10,20.61,19.96,20.45,9690600
950,10.31,21.21,2003-12-11,21.34,20.21,20.25,6540600
951,10.16,20.89,2003-12-12,21.32,20.7,21.32,6881200
952,9.81,20.17,2003-12-15,21.49,20.07,21.49,13889600
953,9.78,20.12,2003-12-16,20.49,20.01,20.19,13355600
954,9.67,19.88,2003-12-17,20.13,19.79,20.08,9795000
955,9.74,20.04,2003-12-18,20.18,19.9,19.9,11818400
956,9.58,19.7,2003-12-19,20.42,19.62,20.19,16198600
957,9.65,19.85,2003-12-22,19.89,19.25,19.65,13466600
958,9.63,19.81,2003-12-23,19.95,19.6,19.92,11017800
959,9.92,20.41,2003-12-24,20.59,19.65,19.72,6338400
960,10.1,20.78,2003-12-26,20.91,20.34,20.35,3703400
961,10.28,21.15,2003-12-29,21.16,20.86,20.91,8337800
962,10.35,21.28,2003-12-30,21.5,21.15,21.18,7316200
963,10.39,21.37,2003-12-31,21.53,21.18,21.35,6230400
964,10.35,21.28,2004-01-02,21.75,21.18,21.55,5165800
965,10.78,22.17,2004-01-05,22.39,21.42,21.42,14107800
966,10.74,22.09,2004-01-06,22.42,21.71,22.25,18191000
967,10.98,22.59,2004-01-07,22.83,21.93,22.1,20959800
968,11.36,23.36,2004-01-08,23.73,22.65,22.84,16439400
969,11.18,23.0,2004-01-09,24.13,22.79,23.23,15266400
970,11.54,23.73,2004-01-12,24.0,23.1,23.25,17412400
971,11.73,24.12,2004-01-13,24.84,23.86,24.7,24250600
972,11.77,24.2,2004-01-14,24.54,23.78,24.4,22144400
973,11.11,22.85,2004-01-15,23.4,22.5,22.91,36364600
974,11.05,22.72,2004-01-16,23.04,22.61,22.89,13315000
975,11.05,22.73,2004-01-20,22.8,22.25,22.67,11283800
976,10.99,22.61,2004-01-21,22.97,22.43,22.7,8095000
977,10.79,22.18,2004-01-22,22.83,22.18,22.56,7321600
978,10.97,22.56,2004-01-23,22.74,22.25,22.42,8113200
979,11.19,23.01,2004-01-26,23.06,22.43,22.46,9688200
980,11.22,23.07,2004-01-27,23.25,22.8,23.04,10966800
981,10.95,22.52,2004-01-28,23.38,22.41,22.84,9835800
982,11.03,22.68,2004-01-29,22.8,22.19,22.63,7596400
983,10.97,22.56,2004-01-30,22.87,22.42,22.65,6617800
984,10.85,22.32,2004-02-02,22.81,22.08,22.46,10265400
985,10.82,22.26,2004-02-03,22.4,22.0,22.3,6457600
986,10.6,21.79,2004-02-04,22.09,21.7,22.0,10912600
987,10.9,22.42,2004-02-05,22.91,21.81,21.82,12601600
988,11.04,22.71,2004-02-06,22.89,22.4,22.45,6905000
989,11.02,22.67,2004-02-09,22.86,22.5,22.62,6723600
990,11.17,22.98,2004-02-10,23.12,22.44,22.62,9119400
991,11.57,23.8,2004-02-11,23.87,23.05,23.09,12448000
992,11.54,23.73,2004-02-12,23.99,23.6,23.61,6571000
993,11.18,23.0,2004-02-13,24.1,22.83,23.85,11285000
994,11.26,23.16,2004-02-17,23.49,23.1,23.1,6105600
995,11.31,23.26,2004-02-18,23.44,23.05,23.18,5058400
996,10.93,22.47,2004-02-19,23.64,22.41,23.33,11538600
997,10.89,22.4,2004-02-20,22.51,22.21,22.5,9914400
998,10.79,22.19,2004-02-23,22.46,21.89,22.34,6931400
999,10.87,22.36,2004-02-24,22.74,22.0,22.14,9252000
1000,11.09,22.81,2004-02-25,22.9,22.21,22.28,9867000
1001,11.2,23.04,2004-02-26,23.18,22.8,22.88,7086000
1002,11.63,23.92,2004-02-27,24.02,22.95,22.96,16744200
1003,11.68,24.02,2004-03-01,24.3,23.87,24.1,11488600
1004,11.58,23.81,2004-03-02,24.1,23.77,24.0,9167400
1005,11.63,23.92,2004-03-03,24.19,23.6,23.6,8040400
1006,12.23,25.16,2004-03-04,25.22,23.91,23.93,23579400
1007,13.0,26.74,2004-03-05,27.49,24.9,24.95,55021400
1008,12.64,26.0,2004-03-08,26.79,25.8,26.62,18674000
1009,13.18,27.1,2004-03-09,27.23,25.75,25.9,22084400
1010,13.46,27.68,2004-03-10,28.14,26.94,27.04,35963000
1011,13.2,27.15,2004-03-11,28.04,27.09,27.27,21280400
1012,13.4,27.56,2004-03-12,27.78,27.17,27.32,11758000
1013,12.86,26.45,2004-03-15,27.35,26.26,27.03,17204200
1014,12.56,25.82,2004-03-16,26.61,25.39,26.55,21622600
1015,12.74,26.19,2004-03-17,26.38,25.78,25.96,14694000
1016,12.48,25.67,2004-03-18,26.06,25.59,25.94,11467200
1017,12.58,25.86,2004-03-19,26.94,25.54,25.56,14592000
1018,12.58,25.86,2004-03-22,26.17,25.25,25.37,14965400
1019,12.3,25.29,2004-03-23,26.0,25.22,25.88,13768400
1020,12.4,25.5,2004-03-24,25.75,25.27,25.27,15293400
1021,13.07,26.87,2004-03-25,26.91,25.89,26.14,20230200
1022,13.15,27.04,2004-03-26,27.36,26.91,27.0,14996200
1023,13.57,27.91,2004-03-29,27.99,27.2,27.37,12526000
1024,13.58,27.92,2004-03-30,27.95,27.34,27.74,12845600
1025,13.15,27.04,2004-03-31,27.98,26.95,27.92,13956200
1026,13.18,27.11,2004-04-01,27.27,26.62,26.89,11369000
1027,13.37,27.5,2004-04-02,27.93,27.23,27.75,9802800
1028,13.77,28.32,2004-04-05,28.37,27.44,27.48,13774000
1029,13.53,27.83,2004-04-06,28.15,27.43,27.71,9214000
1030,13.28,27.31,2004-04-07,27.7,26.92,27.61,9111400
1031,13.39,27.53,2004-04-08,28.0,27.2,27.88,8604200
1032,13.64,28.04,2004-04-12,28.1,27.49,27.5,8233600
1033,13.1,26.93,2004-04-13,28.03,26.84,27.98,15585600
1034,12.95,26.64,2004-04-14,27.07,26.31,26.74,22847600
1035,14.25,29.3,2004-04-15,29.58,28.16,28.82,62908800
1036,14.19,29.18,2004-04-16,29.31,28.5,29.15,14390400
1037,13.79,28.35,2004-04-19,28.75,27.83,28.12,25441200
1038,13.48,27.73,2004-04-20,28.41,27.56,28.21,12661400
1039,13.48,27.73,2004-04-21,28.12,27.37,27.6,11638400
1040,13.51,27.78,2004-04-22,28.18,27.11,27.56,12306600
1041,13.47,27.7,2004-04-23,28.0,27.05,27.7,11279600
1042,13.19,27.13,2004-04-26,27.64,27.0,27.58,8254600
1043,13.1,26.94,2004-04-27,27.44,26.69,27.24,10138000
1044,12.86,26.45,2004-04-28,27.01,26.34,26.82,8256000
1045,13.02,26.77,2004-04-29,27.0,25.98,26.45,16456800
1046,12.54,25.78,2004-04-30,26.96,25.49,26.71,16660800
1047,12.68,26.07,2004-05-03,26.33,25.74,26.0,10629800
1048,12.71,26.14,2004-05-04,26.55,25.5,25.97,9999400
1049,12.96,26.65,2004-05-05,26.75,25.96,26.2,8503800
1050,12.93,26.58,2004-05-06,26.75,25.9,26.4,9412800
1051,12.97,26.67,2004-05-07,27.57,26.55,26.55,14965600
1052,12.78,26.28,2004-05-10,26.6,25.94,26.27,8927800
1053,13.2,27.14,2004-05-11,27.19,26.4,26.4,10899000
1054,13.28,27.3,2004-05-12,27.34,26.24,26.79,8765000
1055,13.22,27.19,2004-05-13,27.72,26.9,27.1,8209000
1056,13.16,27.06,2004-05-14,27.32,26.45,27.25,9207200
1057,12.95,26.64,2004-05-17,27.06,26.36,26.7,10730200
1058,13.16,27.06,2004-05-18,27.29,26.8,26.97,7359400
1059,12.87,26.47,2004-05-19,27.5,26.42,27.4,13414000
1060,12.99,26.71,2004-05-20,27.0,26.47,26.63,7010600
1061,13.18,27.11,2004-05-21,27.2,26.73,26.9,6424800
1062,13.29,27.34,2004-05-24,27.9,27.11,27.29,8414400
1063,13.82,28.41,2004-05-25,28.51,27.29,27.5,11427800
1064,13.86,28.51,2004-05-26,28.78,28.0,28.33,11506000
1065,13.7,28.17,2004-05-27,28.6,27.82,28.46,8427600
1066,13.64,28.06,2004-05-28,28.27,27.8,28.08,5204200
1067,13.64,28.06,2004-06-01,28.2,27.61,27.79,6504800
1068,14.06,28.92,2004-06-02,29.17,27.8,28.03,11382600
1069,13.81,28.4,2004-06-03,28.99,28.29,28.72,8961800
1070,14.0,28.78,2004-06-04,29.25,28.51,28.56,14254000
1071,14.5,29.81,2004-06-07,29.98,28.81,29.04,10567000
1072,14.76,30.35,2004-06-08,30.44,29.83,29.99,14843600
1073,14.69,30.2,2004-06-09,30.71,30.0,30.09,12471600
1074,14.95,30.74,2004-06-10,30.97,30.2,30.2,9199200
1075,14.65,30.12,2004-06-14,30.68,29.5,30.65,8713800
1076,14.92,30.69,2004-06-15,31.14,30.26,30.54,15879800
1077,15.92,32.74,2004-06-16,33.32,30.53,30.66,32487200
1078,15.95,32.81,2004-06-17,33.13,32.21,32.56,19690000
1079,16.0,32.91,2004-06-18,33.41,32.43,32.66,14509000
1080,15.72,32.33,2004-06-21,33.5,32.12,33.12,13936200
1081,16.05,33.0,2004-06-22,33.09,32.29,32.3,12875400
1082,16.39,33.7,2004-06-23,33.83,32.89,33.0,13959600
1083,16.13,33.18,2004-06-24,33.7,32.98,33.51,9018400
1084,16.39,33.7,2004-06-25,33.7,33.0,33.07,11551000
1085,15.8,32.49,2004-06-28,34.19,32.21,34.18,18610600
1086,15.8,32.5,2004-06-29,32.99,31.41,32.07,21091200
1087,15.82,32.54,2004-06-30,32.97,31.89,32.56,13323000
1088,15.71,32.3,2004-07-01,32.48,31.9,32.1,12212200
1089,15.11,31.08,2004-07-02,31.18,29.73,30.48,32524400
1090,15.05,30.95,2004-07-06,31.42,30.8,31.27,12463600
1091,14.78,30.39,2004-07-07,31.36,30.13,30.85,14214000
1092,14.66,30.14,2004-07-08,30.68,29.95,30.13,8335000
1093,14.6,30.03,2004-07-09,30.5,30.03,30.27,7459400
1094,14.17,29.14,2004-07-12,30.04,28.93,30.02,18272200
1095,14.21,29.22,2004-07-13,29.6,29.02,29.25,11292000
1096,14.38,29.58,2004-07-14,29.97,28.74,28.86,29850000
1097,16.01,32.93,2004-07-15,33.63,32.11,32.66,63133000
1098,15.66,32.2,2004-07-16,32.92,32.12,32.8,17442200
1099,15.55,31.97,2004-07-19,32.22,31.66,32.01,19041800
1100,15.66,32.2,2004-07-20,32.2,31.55,31.95,11562400
1101,15.38,31.62,2004-07-21,32.71,31.34,32.42,10759200
1102,15.41,31.68,2004-07-22,31.73,31.06,31.25,11932800
1103,14.93,30.7,2004-07-23,31.75,30.48,31.53,9770400
1104,15.2,31.26,2004-07-26,31.45,30.78,30.85,14069000
1105,15.77,32.43,2004-07-27,32.75,31.57,31.8,15178800
1106,15.69,32.27,2004-07-28,32.41,31.16,32.31,10180400
1107,15.87,32.64,2004-07-29,32.82,32.13,32.47,7934200
1108,15.73,32.34,2004-07-30,33.0,32.0,32.65,8679400
1109,15.36,31.58,2004-08-02,32.2,31.13,31.18,13039000
1110,15.22,31.29,2004-08-03,31.72,31.15,31.45,7558200
1111,15.46,31.79,2004-08-04,32.12,31.17,31.19,9874600
1112,15.26,31.39,2004-08-05,32.3,31.25,31.81,8732200
1113,14.48,29.78,2004-08-06,31.1,29.7,30.9,17581800
1114,14.73,30.3,2004-08-09,30.45,29.81,29.85,10387400
1115,15.33,31.52,2004-08-10,31.54,30.35,30.39,12537000
1116,15.08,31.01,2004-08-11,31.13,30.26,31.1,11514000
1117,14.77,30.37,2004-08-12,30.85,30.28,30.45,8078600
1118,15.0,30.84,2004-08-13,31.28,30.4,30.6,11716000
1119,14.97,30.78,2004-08-16,31.72,30.64,31.0,15559800
1120,15.01,30.87,2004-08-17,31.13,30.35,30.58,11536400
1121,15.43,31.74,2004-08-18,31.85,30.49,30.51,13023400
1122,14.93,30.71,2004-08-19,31.86,30.36,31.51,13890000
1123,14.98,30.8,2004-08-20,30.99,30.49,30.71,11313600
1124,15.11,31.08,2004-08-23,31.27,30.6,30.86,9095000
1125,15.54,31.95,2004-08-24,31.95,31.19,31.26,13362000
1126,16.07,33.05,2004-08-25,33.15,31.73,31.87,18057800
1127,16.85,34.66,2004-08-26,35.18,32.74,33.04,34137800
1128,16.7,34.35,2004-08-27,34.76,34.0,34.68,13886200
1129,16.59,34.12,2004-08-30,34.72,33.96,34.0,7790800
1130,16.77,34.49,2004-08-31,34.95,34.0,34.07,13448600
1131,17.44,35.86,2004-09-01,35.99,34.19,34.3,18418800
1132,17.34,35.66,2004-09-02,35.81,34.83,35.5,14511600
1133,17.13,35.23,2004-09-03,35.92,35.01,35.01,10481000
1134,17.39,35.76,2004-09-07,36.19,35.23,35.4,10784200
1135,17.68,36.35,2004-09-08,36.57,35.68,35.7,12268800
1136,17.36,35.7,2004-09-09,36.3,35.28,36.1,16476400
1137,17.44,35.87,2004-09-10,36.23,35.46,35.66,11714800
1138,17.31,35.59,2004-09-13,36.07,35.32,35.88,10070600
1139,17.26,35.49,2004-09-14,35.55,34.78,35.24,9100800
1140,17.12,35.2,2004-09-15,35.48,34.8,35.36,8309600
1141,17.68,36.35,2004-09-16,36.76,35.08,35.2,17925600
1142,18.06,37.14,2004-09-17,37.38,36.4,36.55,17939600
1143,18.34,37.71,2004-09-20,37.98,36.87,36.88,8750000
1144,18.48,38.01,2004-09-21,38.87,37.46,37.75,13809000
1145,17.95,36.92,2004-09-22,38.14,36.81,38.1,14346000
1146,18.12,37.27,2004-09-23,37.5,36.93,37.04,14193000
1147,18.13,37.29,2004-09-24,38.0,37.15,37.45,13196000
1148,18.25,37.53,2004-09-27,37.98,36.83,36.95,14197000
1149,18.5,38.04,2004-09-28,38.29,37.45,37.46,12613800
1150,18.81,38.68,2004-09-29,38.86,37.82,37.93,9768200
1151,18.84,38.75,2004-09-30,39.27,38.45,39.0,15179000
1152,18.8,38.67,2004-10-01,39.19,38.58,39.12,16621600
1153,18.86,38.79,2004-10-04,39.18,38.75,39.18,20503000
1154,19.14,39.37,2004-10-05,39.67,38.4,38.56,14505800
1155,19.76,40.64,2004-10-06,40.76,39.47,39.5,15939400
1156,19.27,39.62,2004-10-07,40.93,39.46,40.54,15219600
1157,18.99,39.06,2004-10-08,39.77,38.84,39.56,12829600
1158,18.77,38.59,2004-10-11,39.06,38.2,38.8,11566800
1159,18.62,38.29,2004-10-12,38.58,37.65,38.5,16435400
1160,19.33,39.75,2004-10-13,39.76,38.74,38.87,41536000
1161,21.87,44.98,2004-10-14,45.75,42.55,43.19,98872400
1162,22.13,45.5,2004-10-15,45.61,44.19,44.88,36826000
1163,23.22,47.75,2004-10-18,47.75,44.7,44.7,42884000
1164,23.06,47.42,2004-10-19,48.35,47.31,48.1,28642600
1165,23.08,47.47,2004-10-20,47.6,46.65,47.18,21611000
1166,23.31,47.94,2004-10-21,48.13,47.36,47.48,25875200
1167,23.05,47.41,2004-10-22,47.67,47.02,47.54,17252400
1168,23.12,47.55,2004-10-25,47.84,47.07,47.2,14023000
1169,23.33,47.97,2004-10-26,48.05,46.97,47.45,21227200
1170,24.46,50.3,2004-10-27,50.62,48.17,48.51,42624800
1171,25.38,52.19,2004-10-28,52.22,49.5,49.98,30866600
1172,25.48,52.4,2004-10-29,53.2,51.8,51.84,28936400
1173,25.51,52.45,2004-11-01,53.26,52.04,52.5,21501800
1174,26.02,53.5,2004-11-02,54.08,52.4,52.4,26071000
1175,26.9,55.31,2004-11-03,56.11,53.99,54.37,43006200
1176,26.48,54.45,2004-11-04,55.55,54.37,55.03,33165200
1177,26.61,54.72,2004-11-05,55.0,52.04,54.86,43037400
1178,26.44,54.38,2004-11-08,55.45,53.86,54.27,18818600
1179,26.28,54.05,2004-11-09,54.55,53.38,54.23,16991600
1180,26.62,54.75,2004-11-10,55.39,53.91,53.95,18167000
1181,26.89,55.3,2004-11-11,55.43,54.23,54.95,14546400
1182,26.99,55.5,2004-11-12,55.69,54.84,55.01,14132200
1183,26.86,55.24,2004-11-15,55.46,54.34,55.2,13430200
1184,26.72,54.94,2004-11-16,55.2,54.48,55.16,10539400
1185,26.7,54.9,2004-11-17,55.45,54.22,55.19,14205400
1186,26.93,55.39,2004-11-18,55.45,54.29,54.3,16398200
1187,26.83,55.17,2004-11-19,56.91,54.5,55.49,27331400
1188,29.83,61.35,2004-11-22,64.0,57.9,61.8,91721800
1189,29.79,61.27,2004-11-23,62.45,61.05,62.3,32551800
1190,31.15,64.05,2004-11-24,65.2,61.55,61.69,49671000
1191,31.39,64.55,2004-11-26,65.76,64.34,65.35,19648000
1192,33.28,68.44,2004-11-29,69.57,67.41,68.95,61175600
1193,32.6,67.05,2004-11-30,68.79,67.05,68.79,36732800
1194,32.96,67.79,2004-12-01,67.95,66.27,67.79,28591200
1195,31.71,65.21,2004-12-02,66.9,64.66,66.13,35265800
1196,30.48,62.68,2004-12-03,65.0,61.75,64.53,44244600
1197,31.99,65.78,2004-12-06,66.24,62.95,64.25,44568600
1198,30.58,62.89,2004-12-07,66.73,62.56,65.93,37746400
1199,30.77,63.28,2004-12-08,64.43,62.05,63.08,24710800
1200,31.12,63.99,2004-12-09,64.4,62.07,62.81,26482200
1201,31.68,65.15,2004-12-10,66.05,64.7,65.03,27706200
1202,31.56,64.91,2004-12-13,65.9,64.6,65.62,14108600
1203,31.75,65.29,2004-12-14,65.88,65.02,65.4,14847200
1204,31.73,65.26,2004-12-15,65.46,64.66,65.24,14227200
1205,32.39,66.6,2004-12-16,67.5,66.05,66.15,40218400
1206,31.6,64.99,2004-12-17,67.04,64.9,66.84,27982000
1207,30.5,62.72,2004-12-20,66.0,61.76,65.47,41718800
1208,30.97,63.69,2004-12-21,63.77,61.6,63.56,38014800
1209,31.0,63.75,2004-12-22,64.36,63.4,63.66,20208200
1210,31.13,64.01,2004-12-23,64.25,63.6,63.75,8783200
1211,30.71,63.16,2004-12-27,65.15,62.88,64.8,19981800
1212,31.21,64.18,2004-12-28,64.25,62.05,63.3,21848400
1213,31.34,64.44,2004-12-29,64.98,63.57,63.81,16055800
1214,31.51,64.8,2004-12-30,65.03,64.22,64.81,12333600
1215,31.32,64.4,2004-12-31,65.0,64.03,64.89,9949600
1216,30.78,63.29,2005-01-03,65.11,62.6,64.78,24714000
1217,31.09,63.94,2005-01-04,65.47,62.97,63.79,39171800
1218,31.36,64.5,2005-01-05,65.25,64.05,64.46,24301200
1219,31.39,64.55,2005-01-06,64.91,63.33,64.67,25198400
1220,33.67,69.25,2005-01-07,69.63,64.75,65.0,79551800
1221,33.53,68.96,2005-01-10,70.7,67.88,69.83,61618200
1222,31.39,64.56,2005-01-11,69.15,64.14,68.25,93272400
1223,31.83,65.46,2005-01-12,65.9,63.3,65.45,68560800
1224,33.94,69.8,2005-01-13,74.42,69.73,73.71,113025600
1225,34.14,70.2,2005-01-14,71.72,69.19,70.25,63240800
1226,34.36,70.65,2005-01-18,70.7,67.75,69.85,35945000
1227,33.98,69.88,2005-01-19,71.46,69.75,70.49,26853400
1228,34.26,70.46,2005-01-20,71.27,69.47,69.65,32675800
1229,34.28,70.49,2005-01-21,71.6,70.0,71.31,32547600
1230,34.41,70.76,2005-01-24,71.78,70.55,70.98,30058200
1231,35.04,72.05,2005-01-25,72.84,70.94,71.37,34615400
1232,35.13,72.25,2005-01-26,72.75,71.22,72.66,26410600
1233,35.32,72.64,2005-01-27,72.92,71.55,72.16,17722400
1234,35.97,73.98,2005-01-28,73.98,72.44,72.62,28629000
1235,37.39,76.9,2005-01-31,77.89,74.51,74.58,60039200
1236,37.7,77.53,2005-02-01,77.77,76.58,77.05,24228400
1237,38.72,79.63,2005-02-02,79.91,77.69,77.95,36430800
1238,37.84,77.81,2005-02-03,79.43,77.33,79.1,26130400
1239,38.34,78.84,2005-02-04,78.93,77.53,77.87,20127000
1240,38.39,78.94,2005-02-07,79.35,77.5,78.93,18730600
1241,39.34,80.9,2005-02-08,81.38,78.79,79.07,31786400
1242,38.29,78.74,2005-02-09,81.99,78.1,81.04,42552000
1243,38.1,78.36,2005-02-10,79.28,76.66,78.72,39036400
1244,39.49,81.21,2005-02-11,81.76,78.94,79.86,42894800
1245,41.15,84.63,2005-02-14,84.79,82.05,82.73,45409400
1246,42.99,88.41,2005-02-15,89.08,86.0,86.66,82579200
1247,43.83,90.13,2005-02-16,90.2,87.35,88.15,58544400
1248,42.7,87.81,2005-02-17,90.88,87.45,90.65,54231200
1249,42.21,86.81,2005-02-18,87.86,86.25,87.74,41544800
1250,41.47,85.29,2005-02-22,88.3,85.29,86.3,43546200
1251,42.9,88.23,2005-02-23,88.45,85.55,86.72,48042200
1252,43.24,88.93,2005-02-24,89.31,87.73,88.48,54251000
1253,43.27,88.99,2005-02-25,89.91,88.19,89.62,32696800
1254,43.63,44.86,2005-02-28,45.14,43.96,44.68,23271800
1255,43.28,44.5,2005-03-01,45.11,44.16,44.99,16721000
1256,42.91,44.12,2005-03-02,44.89,44.08,44.25,16362900
1257,40.64,41.79,2005-03-03,44.41,41.22,44.37,50416200
1258,41.63,42.81,2005-03-04,43.01,41.85,42.76,27022100
1259,41.58,42.75,2005-03-07,43.25,42.35,42.8,16094000
1260,39.42,40.53,2005-03-08,42.16,40.1,41.9,36480400
1261,38.27,39.35,2005-03-09,40.28,38.83,39.64,47230900
1262,38.74,39.83,2005-03-10,40.26,39.1,39.53,27753900
1263,39.16,40.27,2005-03-11,40.59,39.8,40.21,22601100
1264,39.21,40.32,2005-03-14,40.79,39.52,40.52,21620900
1265,39.84,40.96,2005-03-15,41.14,40.25,40.64,18164600
1266,40.05,41.18,2005-03-16,42.31,40.78,41.21,24921900
1267,41.09,42.25,2005-03-17,42.88,41.32,41.53,28640000
1268,41.78,42.96,2005-03-18,43.44,42.5,43.33,33576800
1269,42.5,43.7,2005-03-21,43.97,42.86,43.29,19326000
1270,41.65,42.83,2005-03-22,43.96,42.68,43.71,19693400
1271,41.38,42.55,2005-03-23,43.4,42.02,42.45,21779400
1272,41.33,42.5,2005-03-24,43.0,42.5,42.91,12596600
1273,41.36,42.53,2005-03-28,42.96,42.47,42.75,9836100
1274,40.6,41.75,2005-03-29,42.83,41.5,42.56,16477000
1275,41.63,42.8,2005-03-30,42.8,41.82,42.07,14105700
1276,40.53,41.67,2005-03-31,42.52,41.59,42.45,22719100
1277,39.77,40.89,2005-04-01,42.18,40.57,42.09,22903000
1278,39.96,41.09,2005-04-04,41.31,40.16,40.99,20714800
1279,40.74,41.89,2005-04-05,42.24,41.09,41.22,19865700
1280,41.17,42.33,2005-04-06,42.81,42.15,42.4,14815200
1281,42.36,43.56,2005-04-07,43.75,42.25,42.33,18106700
1282,42.54,43.74,2005-04-08,44.45,43.54,43.7,23212500
1283,40.77,41.92,2005-04-11,44.25,41.91,44.15,29345100
1284,41.49,42.66,2005-04-12,43.19,42.01,42.49,35037900
1285,39.91,41.04,2005-04-13,42.99,40.39,42.95,48998100
