Country,Year,fertility,life,population,child_mortality,gdp,region
Denmark,1966,2.615,72.48,4794927.0,20.1,19284.0,Europe & Central Asia
Denmark,1967,2.35,72.96,4829945.0,19.1,19775.0,Europe & Central Asia
Denmark,1968,2.117,73.17,4863983.0,18.1,20482.0,Europe & Central Asia
Denmark,1969,2.0,73.26,4896948.0,17.4,21701.0,Europe & Central Asia
Denmark,1970,1.95,73.38,4928704.0,16.6,21990.0,Europe & Central Asia
Denmark,1971,2.043,73.44,4959083.0,15.8,22464.0,Europe & Central Asia
Denmark,1972,2.03,73.47,4987806.0,14.9,23562.0,Europe & Central Asia
Denmark,1973,1.9169999999999998,73.71,5014503.0,13.9,24318.0,Europe & Central Asia
Denmark,1974,1.896,73.84,5038752.0,13.1,24027.0,Europe & Central Asia
Denmark,1975,1.919,74.11,5060227.0,12.3,23846.0,Europe & Central Asia
Denmark,1976,1.7469999999999999,73.78,5079015.0,11.6,25376.0,Europe & Central Asia
Denmark,1977,1.66,74.69,5095133.0,11.1,25758.0,Europe & Central Asia
Denmark,1978,1.6680000000000001,74.45,5108145.0,10.6,26108.0,Europe & Central Asia
Denmark,1979,1.601,74.27,5117514.0,10.3,27020.0,Europe & Central Asia
Denmark,1980,1.546,74.16,5123026.0,10.0,26921.0,Europe & Central Asia
Denmark,1981,1.4369999999999998,74.29,5124545.0,9.7,26741.0,Europe & Central Asia
Denmark,1982,1.4269999999999998,74.63,5122696.0,9.6,27622.0,Europe & Central Asia
Denmark,1983,1.3769999999999998,74.5,5118998.0,9.6,28392.0,Europe & Central Asia
Denmark,1984,1.4,74.65,5115476.0,9.6,29711.0,Europe & Central Asia
Denmark,1985,1.4469999999999998,74.52,5113701.0,9.7,31032.0,Europe & Central Asia
Denmark,1986,1.48,74.69,5114172.0,9.7,32181.0,Europe & Central Asia
Denmark,1987,1.496,74.8,5116854.0,9.7,32297.0,Europe & Central Asia
Denmark,1988,1.5590000000000002,74.89,5122098.0,9.6,32720.0,Europe & Central Asia
Denmark,1989,1.62,74.92,5130127.0,9.3,32849.0,Europe & Central Asia
Denmark,1990,1.6680000000000001,74.92,5141034.0,8.9,33256.0,Europe & Central Asia
Denmark,1991,1.683,75.29,5155038.0,8.4,33601.0,Europe & Central Asia
Denmark,1992,1.764,75.33,5172040.0,7.9,34152.0,Europe & Central Asia
Denmark,1993,1.749,75.25,5191370.0,7.4,34008.0,Europe & Central Asia
Denmark,1994,1.806,75.51,5212071.0,6.9,35766.0,Europe & Central Asia
Denmark,1995,1.807,75.36,5233364.0,6.5,36670.0,Europe & Central Asia
Denmark,1996,1.7469999999999999,75.74,5255213.0,6.2,37521.0,Europe & Central Asia
Denmark,1997,1.7519999999999998,76.11,5277572.0,6.0,38584.0,Europe & Central Asia
Denmark,1998,1.724,76.51,5299649.0,5.8,39297.0,Europe & Central Asia
Denmark,1999,1.735,76.66,5320488.0,5.7,40321.0,Europe & Central Asia
Denmark,2000,1.771,76.9,5339501.0,5.6,41693.0,Europe & Central Asia
Denmark,2001,1.7469999999999999,77.06,5356055.0,5.5,41886.0,Europe & Central Asia
Denmark,2002,1.723,77.18,5370507.0,5.4,41947.0,Europe & Central Asia
Denmark,2003,1.758,77.78,5384487.0,5.3,41996.0,Europe & Central Asia
Denmark,2004,1.784,77.58,5400280.0,5.1,42993.0,Europe & Central Asia
Denmark,2005,1.8019999999999998,78.32,5419444.0,4.9,43919.0,Europe & Central Asia
Denmark,2006,1.85,78.32,5442644.0,4.7,45437.0,Europe & Central Asia
Denmark,2007,1.8464,78.44,5469130.0,4.5,45609.0,Europe & Central Asia
Denmark,2008,1.8923,78.408,5497312.0,4.3,45017.0,Europe & Central Asia
Denmark,2009,1.8419999999999999,78.809,5524874.0,4.2,42498.0,Europe & Central Asia
Denmark,2010,1.8751,78.969,5550142.0,4.0,42997.0,Europe & Central Asia
Denmark,2011,1.7556,79.11399999999999,5572594.0,3.9,43314.0,Europe & Central Asia
Denmark,2012,1.7332,79.251,5592738.0,3.8,42869.0,Europe & Central Asia
Denmark,2013,1.88,79.388,5611187.0,3.7,42483.0,Europe & Central Asia
Djibouti,1964,6.595,45.727,109222.0,208.78,3700.0,Middle East & North Africa
Djibouti,1965,6.629,46.166000000000004,116706.0,202.3,3693.0,Middle East & North Africa
Djibouti,1966,6.665,46.653999999999996,124688.0,195.89,3708.0,Middle East & North Africa
Djibouti,1967,6.702000000000001,47.203,133253.0,193.62,3701.0,Middle East & North Africa
Djibouti,1968,6.739,47.81399999999999,142320.0,191.37,3676.0,Middle East & North Africa
Djibouti,1969,6.774,48.476000000000006,151782.0,189.15,3668.0,Middle East & North Africa
Djibouti,1970,6.803999999999999,49.16,161622.0,186.95,4357.0,Middle East & North Africa
Djibouti,1971,6.8260000000000005,49.827,171519.0,184.78,4510.0,Middle East & North Africa
Djibouti,1972,6.836,50.442,181622.0,182.64,4529.0,Middle East & North Africa
Djibouti,1973,6.834,50.982,192922.0,180.51,4602.0,Middle East & North Africa
Djibouti,1974,6.817,51.442,206763.0,178.42,4381.0,Middle East & North Africa
Djibouti,1975,6.784,51.832,223963.0,176.35,4350.0,Middle East & North Africa
Djibouti,1976,6.734,52.177,245326.0,174.3,4538.0,Middle East & North Africa
Djibouti,1977,6.671,52.513000000000005,270222.0,169.4,3779.0,Middle East & North Africa
Djibouti,1978,6.598,52.865,296307.0,164.7,3632.0,Middle East & North Africa
Djibouti,1979,6.52,53.24100000000001,320332.0,160.1,3555.0,Middle East & North Africa
Djibouti,1980,6.443,53.638999999999996,340133.0,155.8,3500.0,Middle East & North Africa
Djibouti,1981,6.372999999999999,54.049,354304.0,151.7,3526.0,Middle East & North Africa
Djibouti,1982,6.316,54.451,363940.0,147.4,3531.0,Middle East & North Africa
Djibouti,1983,6.271,54.828,372386.0,143.3,3461.0,Middle East & North Africa
Djibouti,1984,6.239,55.174,384409.0,139.3,3795.0,Middle East & North Africa
Djibouti,1985,6.218,55.488,403221.0,135.3,3704.0,Middle East & North Africa
Djibouti,1986,6.205,55.772,430367.0,131.7,3616.0,Middle East & North Africa
Djibouti,1987,6.193,56.032,464202.0,128.3,3532.0,Middle East & North Africa
Djibouti,1988,6.1739999999999995,56.271,500876.0,125.1,3364.0,Middle East & North Africa
Djibouti,1989,6.142,56.488,534862.0,122.0,3165.0,Middle East & North Africa
Djibouti,1990,6.087000000000001,56.678000000000004,562290.0,119.4,3050.0,Middle East & North Africa
Djibouti,1991,6.0,56.831,581641.0,117.0,2811.0,Middle East & North Africa
Djibouti,1992,5.879,56.943000000000005,594437.0,115.0,2736.0,Middle East & North Africa
Djibouti,1993,5.727,57.016999999999996,603534.0,113.2,2505.0,Middle East & North Africa
Djibouti,1994,5.547999999999999,57.056000000000004,613219.0,111.5,2440.0,Middle East & North Africa
Djibouti,1995,5.352,57.066,626537.0,110.2,2315.0,Middle East & North Africa
Djibouti,1996,5.148,57.05,644434.0,108.5,2181.0,Middle East & North Africa
Djibouti,1997,4.95,57.023,665755.0,106.8,2127.0,Middle East & North Africa
Djibouti,1998,4.768,56.998999999999995,688940.0,104.9,2092.0,Middle East & North Africa
Djibouti,1999,4.607,56.993,711573.0,102.9,2103.0,Middle East & North Africa
Djibouti,2000,4.468999999999999,57.023,731930.0,100.8,2079.0,Middle East & North Africa
Djibouti,2001,4.353,57.101000000000006,749604.0,98.4,2090.0,Middle East & North Africa
Djibouti,2002,4.253,57.233999999999995,765283.0,96.0,2114.0,Middle East & North Africa
Djibouti,2003,4.16,57.425,779640.0,93.5,2150.0,Middle East & North Africa
Djibouti,2004,4.074,57.678000000000004,793738.0,91.0,2202.0,Middle East & North Africa
Djibouti,2005,3.991,57.996,808367.0,88.5,2240.0,Middle East & North Africa
Djibouti,2006,3.911,58.38,823682.0,86.0,2315.0,Middle East & North Africa
Djibouti,2007,3.832,58.816,839453.0,83.5,2399.0,Middle East & North Africa
Djibouti,2008,3.755,59.292,855636.0,81.0,2502.0,Middle East & North Africa
Djibouti,2009,3.679,59.794,872090.0,78.5,2590.0,Middle East & North Africa
Djibouti,2010,3.6039999999999996,60.306999999999995,888716.0,76.1,2665.0,Middle East & North Africa
Djibouti,2011,3.53,60.818999999999996,905564.0,73.9,2767.0,Middle East & North Africa
Djibouti,2012,3.457,61.318999999999996,922708.0,71.7,2807.0,Middle East & North Africa
Djibouti,2013,3.387,61.801,940090.0,69.5,2903.0,Middle East & North Africa
Dominican Rep.,1964,7.187,54.633,3772937.0,,,America
Dominican Rep.,1965,7.053999999999999,55.31,3893484.0,,,America
Dominican Rep.,1966,6.904,55.973,4015213.0,,,America
Dominican Rep.,1967,6.739,56.623000000000005,4137994.0,,,America
Dominican Rep.,1968,6.562,57.256,4261702.0,,,America
Dominican Rep.,1969,6.376,57.872,4386255.0,,,America
Dominican Rep.,1970,6.182,58.465,4511577.0,,,America
Dominican Rep.,1971,5.983,59.03,4637627.0,,,America
Dominican Rep.,1972,5.782,59.565,4764319.0,,,America
Dominican Rep.,1973,5.58,60.068999999999996,4891500.0,,,America
Dominican Rep.,1974,5.382999999999999,60.545,5019002.0,,,America
Dominican Rep.,1975,5.193,60.992,5146742.0,,,America
Dominican Rep.,1976,5.013999999999999,61.412,5274591.0,,,America
Dominican Rep.,1977,4.848,61.81100000000001,5402683.0,,,America
Dominican Rep.,1978,4.6930000000000005,62.198,5531528.0,,,America
Dominican Rep.,1979,4.552,62.581,5661827.0,,,America
Dominican Rep.,1980,4.422,62.97,5794074.0,,,America
Dominican Rep.,1981,4.302,63.373000000000005,5928429.0,,,America
Dominican Rep.,1982,4.19,63.795,6064722.0,,,America
Dominican Rep.,1983,4.082,64.23899999999999,6202698.0,,,America
Dominican Rep.,1984,3.978,64.706,6341950.0,,,America
Dominican Rep.,1985,3.878,65.199,6482152.0,,,America
Dominican Rep.,1986,3.783,65.719,6623094.0,,,America
Dominican Rep.,1987,3.695,66.258,6764750.0,,,America
Dominican Rep.,1988,3.613,66.803,6907171.0,,,America
Dominican Rep.,1989,3.537,67.342,7050480.0,,,America
Dominican Rep.,1990,3.466,67.85600000000001,7194666.0,,,America
Dominican Rep.,1991,3.397,68.325,7339826.0,,,America
Dominican Rep.,1992,3.33,68.738,7485619.0,,,America
Dominican Rep.,1993,3.262,69.092,7631076.0,,,America
Dominican Rep.,1994,3.195,69.385,7774932.0,,,America
Dominican Rep.,1995,3.13,69.625,7916309.0,,,America
Dominican Rep.,1996,3.069,69.825,8054768.0,,,America
Dominican Rep.,1997,3.014,70.00399999999999,8190620.0,,,America
Dominican Rep.,1998,2.966,70.179,8324680.0,,,America
Dominican Rep.,1999,2.926,70.36,8458164.0,,,America
Dominican Rep.,2000,2.892,70.553,8591967.0,,,America
Dominican Rep.,2001,2.863,70.759,8726256.0,,,America
Dominican Rep.,2002,2.8360000000000003,70.971,8860760.0,,,America
Dominican Rep.,2003,2.8089999999999997,71.185,8995398.0,,,America
Dominican Rep.,2004,2.781,71.40100000000001,9129965.0,,,America
Dominican Rep.,2005,2.7510000000000003,71.619,9264267.0,,,America
Dominican Rep.,2006,2.719,71.84,9398285.0,,,America
Dominican Rep.,2007,2.6860000000000004,72.062,9531954.0,,,America
Dominican Rep.,2008,2.6519999999999997,72.286,9664948.0,,,America
Dominican Rep.,2009,2.6180000000000003,72.51,9796852.0,,,America
Dominican Rep.,2010,2.5839999999999996,72.734,9927320.0,,,America
Dominican Rep.,2011,2.551,72.958,10056181.0,,,America
Dominican Rep.,2012,2.517,73.181,10183339.0,,,America
Dominican Rep.,2013,2.484,73.402,10308609.0,,,America
Ecuador,1964,6.5889999999999995,55.403999999999996,4994917.0,159.9,4786.0,America
Ecuador,1965,6.545,55.843,5146294.0,155.6,5108.0,America
Ecuador,1966,6.4879999999999995,56.242,5302370.0,151.8,5102.0,America
Ecuador,1967,6.417999999999999,56.622,5463176.0,148.2,5226.0,America
Ecuador,1968,6.335,57.0,5628565.0,144.9,5364.0,America
Ecuador,1969,6.2379999999999995,57.387,5798368.0,141.4,5501.0,America
Ecuador,1970,6.127999999999999,57.791000000000004,5972464.0,138.0,5723.0,America
Ecuador,1971,6.005,58.213,6150690.0,134.3,5866.0,America
Ecuador,1972,5.874,58.652,6333049.0,130.3,6035.0,America
Ecuador,1973,5.736000000000001,59.107,6519792.0,126.0,6580.0,America
Ecuador,1974,5.593,59.58,6711284.0,121.3,6752.0,America
Ecuador,1975,5.449,60.075,6907740.0,116.6,6891.0,America
Ecuador,1976,5.303999999999999,60.598,7109119.0,111.8,7330.0,America
Ecuador,1977,5.159,61.147,7315156.0,107.2,7560.0,America
Ecuador,1978,5.015,61.72,7525548.0,102.6,7844.0,America
Ecuador,1979,4.875,62.315,7739894.0,98.3,8023.0,America
Ecuador,1980,4.742,62.927,7957811.0,93.9,8145.0,America
Ecuador,1981,4.618,63.553000000000004,8178948.0,89.5,8231.0,America
Ecuador,1982,4.505,64.186,8403034.0,85.0,8083.0,America
Ecuador,1983,4.401,64.82,8629832.0,80.7,7689.0,America
Ecuador,1984,4.306,65.44800000000001,8859125.0,76.6,7777.0,America
Ecuador,1985,4.217,66.063,9090592.0,72.7,7880.0,America
Ecuador,1986,4.131,66.65899999999999,9323745.0,69.1,7887.0,America
Ecuador,1987,4.044,67.235,9557974.0,65.7,7189.0,America
Ecuador,1988,3.955,67.791,9792658.0,62.6,7739.0,America
Ecuador,1989,3.861,68.325,10027109.0,59.7,7540.0,America
Ecuador,1990,3.765,68.839,10260587.0,56.9,7542.0,America
Ecuador,1991,3.6689999999999996,69.336,10493498.0,54.1,7685.0,America
Ecuador,1992,3.576,69.822,10725281.0,51.5,7672.0,America
Ecuador,1993,3.488,70.298,10953182.0,48.8,7652.0,America
Ecuador,1994,3.407,70.766,11173647.0,46.3,7805.0,America
Ecuador,1995,3.335,71.226,11384506.0,43.9,7811.0,America
Ecuador,1996,3.27,71.681,11584074.0,41.6,7781.0,America
Ecuador,1997,3.213,72.127,11774005.0,39.6,7951.0,America
Ecuador,1998,3.161,72.558,11959586.0,37.7,8045.0,America
Ecuador,1999,3.113,72.971,12148188.0,35.9,7511.0,America
Ecuador,2000,3.068,73.35300000000001,12345023.0,34.4,7444.0,America
Ecuador,2001,3.025,73.693,12552036.0,33.1,7593.0,America
Ecuador,2002,2.983,73.985,12767415.0,31.9,7753.0,America
Ecuador,2003,2.94,74.233,12987992.0,30.9,7814.0,America
Ecuador,2004,2.897,74.441,13208869.0,30.0,8300.0,America
Ecuador,2005,2.853,74.622,13426402.0,29.1,8582.0,America
Ecuador,2006,2.81,74.794,13639708.0,28.3,8802.0,America
Ecuador,2007,2.7680000000000002,74.973,13849721.0,27.5,8840.0,America
Ecuador,2008,2.728,75.172,14056740.0,26.8,9244.0,America
Ecuador,2009,2.69,75.396,14261566.0,26.0,9143.0,America
Ecuador,2010,2.655,75.64699999999999,14464739.0,25.2,9311.0,America
Ecuador,2011,2.622,75.917,14666055.0,24.5,9882.0,America
Ecuador,2012,2.59,76.195,14864987.0,23.7,10233.0,America
Ecuador,2013,2.559,76.471,15061398.0,23.0,10541.0,America
Egypt,1964,6.471,50.133,30970067.0,274.8,2443.0,Middle East & North Africa
Egypt,1965,6.405,50.578,31771227.0,266.9,2509.0,Middle East & North Africa
Egypt,1966,6.327000000000001,50.977,32586961.0,260.3,2447.0,Middle East & North Africa
Egypt,1967,6.2379999999999995,51.325,33415926.0,254.8,2377.0,Middle East & North Africa
Egypt,1968,6.141,51.625,34252634.0,250.2,2460.0,Middle East & North Africa
Egypt,1969,6.04,51.898,35089893.0,246.4,2614.0,Middle East & North Africa
Egypt,1970,5.94,52.178999999999995,35923283.0,242.9,3055.0,Middle East & North Africa
Egypt,1971,5.846,52.512,36751162.0,239.4,3090.0,Middle East & North Africa
Egypt,1972,5.763,52.926,37577248.0,235.2,3140.0,Middle East & North Africa
Egypt,1973,5.692,53.44,38409289.0,229.7,3095.0,Middle East & North Africa
Egypt,1974,5.632999999999999,54.052,39258086.0,222.9,3105.0,Middle East & North Africa
Egypt,1975,5.585,54.748999999999995,40132189.0,214.7,3193.0,Middle East & North Africa
Egypt,1976,5.545,55.496,41033408.0,205.7,3552.0,Middle East & North Africa
Egypt,1977,5.507000000000001,56.254,41961731.0,196.2,3745.0,Middle East & North Africa
Egypt,1978,5.465,56.99,42921556.0,186.6,3953.0,Middle East & North Africa
Egypt,1979,5.417999999999999,57.692,43917526.0,177.0,4262.0,Middle East & North Africa
Egypt,1980,5.3660000000000005,58.365,44952497.0,167.6,4580.0,Middle East & North Africa
Egypt,1981,5.31,59.028,46025305.0,158.1,4553.0,Middle East & North Africa
Egypt,1982,5.251,59.705,47133557.0,148.4,4757.0,Middle East & North Africa
Egypt,1983,5.189,60.406000000000006,48276547.0,138.5,5044.0,Middle East & North Africa
Egypt,1984,5.122999999999999,61.123999999999995,49453054.0,128.5,5303.0,Middle East & North Africa
Egypt,1985,5.045,61.838,50659625.0,118.8,5539.0,Middle East & North Africa
Egypt,1986,4.947,62.518,51899728.0,110.1,5658.0,Middle East & North Africa
Egypt,1987,4.827,63.141000000000005,53166492.0,102.5,5774.0,Middle East & North Africa
Egypt,1988,4.684,63.692,54433720.0,96.0,5886.0,Middle East & North Africa
Egypt,1989,4.522,64.173,55667119.0,90.6,5933.0,Middle East & North Africa
Egypt,1990,4.35,64.601,56843275.0,85.9,6020.0,Middle East & North Africa
Egypt,1991,4.178999999999999,65.007,57952386.0,81.7,5974.0,Middle East & North Africa
Egypt,1992,4.018,65.42,59004372.0,77.5,6134.0,Middle East & North Africa
Egypt,1993,3.8760000000000003,65.859,60020423.0,73.3,6212.0,Middle East & North Africa
Egypt,1994,3.7569999999999997,66.32600000000001,61032081.0,68.9,6360.0,Middle East & North Africa
Egypt,1995,3.659,66.806,62063810.0,64.6,6553.0,Middle East & North Africa
Egypt,1996,3.5789999999999997,67.277,63120498.0,60.4,6774.0,Middle East & North Africa
Egypt,1997,3.508,67.708,64199588.0,56.5,7036.0,Middle East & North Africa
Egypt,1998,3.44,68.079,65309201.0,52.8,7207.0,Middle East & North Africa
Egypt,1999,3.372,68.387,66457136.0,49.5,7528.0,Middle East & North Africa
Egypt,2000,3.306,68.632,67648419.0,46.5,7807.0,Middle East & North Africa
Egypt,2001,3.242,68.82600000000001,68888032.0,43.8,7955.0,Middle East & North Africa
Egypt,2002,3.1839999999999997,68.99,70174632.0,41.4,8013.0,Middle East & North Africa
Egypt,2003,3.134,69.14399999999999,71498433.0,39.2,8134.0,Middle East & North Africa
Egypt,2004,3.091,69.29899999999999,72844998.0,37.3,8328.0,Middle East & North Africa
Egypt,2005,3.053,69.464,74203215.0,35.6,8556.0,Middle East & North Africa
Egypt,2006,3.02,69.645,75568453.0,34.1,8990.0,Middle East & North Africa
Egypt,2007,2.987,69.83800000000001,76941572.0,32.7,9467.0,Middle East & North Africa
Egypt,2008,2.9539999999999997,70.042,78323298.0,31.4,9974.0,Middle East & North Africa
Egypt,2009,2.9189999999999996,70.256,79716203.0,30.2,10267.0,Middle East & North Africa
Egypt,2010,2.883,70.47800000000001,81121077.0,29.0,10615.0,Middle East & North Africa
Egypt,2011,2.845,70.705,82536770.0,27.9,10629.0,Middle East & North Africa
Egypt,2012,2.807,70.933,83958369.0,26.8,10683.0,Middle East & North Africa
Egypt,2013,2.77,71.157,85378440.0,25.8,10731.0,Middle East & North Africa
El Salvador,1964,6.699,53.953,3146076.0,172.7,4585.0,America
El Salvador,1965,6.643,54.498999999999995,3244774.0,169.5,4671.0,America
El Salvador,1966,6.571000000000001,54.995,3342957.0,166.4,4819.0,America
El Salvador,1967,6.487,55.442,3440705.0,163.5,4906.0,America
El Salvador,1968,6.396,55.843999999999994,3538389.0,160.7,4882.0,America
El Salvador,1969,6.3,56.198,3636782.0,158.0,4863.0,America
El Salvador,1970,6.202999999999999,56.498000000000005,3736311.0,155.1,4810.0,America
El Salvador,1971,6.106,56.738,3836884.0,152.1,4878.0,America
El Salvador,1972,6.01,56.917,3937757.0,148.9,5033.0,America
El Salvador,1973,5.914,57.037,4037935.0,145.5,5119.0,America
El Salvador,1974,5.817,57.106,4136133.0,141.7,5312.0,America
El Salvador,1975,5.718,57.111000000000004,4231358.0,137.4,5448.0,America
El Salvador,1976,5.615,57.038000000000004,4323383.0,132.7,5498.0,America
El Salvador,1977,5.506,56.9,4412237.0,127.8,5659.0,America
El Salvador,1978,5.388999999999999,56.731,4497535.0,122.4,5867.0,America
El Salvador,1979,5.266,56.57899999999999,4578922.0,116.7,5618.0,America
El Salvador,1980,5.1370000000000005,56.525,4656263.0,110.7,5064.0,America
El Salvador,1981,5.004,56.657,4729467.0,104.5,4692.0,America
El Salvador,1982,4.87,57.025,4798918.0,98.2,4463.0,America
El Salvador,1983,4.738,57.651,4865611.0,92.0,4436.0,America
El Salvador,1984,4.609,58.527,4930893.0,86.0,4459.0,America
El Salvador,1985,4.485,59.625,4995888.0,80.4,4478.0,America
El Salvador,1986,4.367,60.891999999999996,5060307.0,75.2,4434.0,America
El Salvador,1987,4.255,62.233999999999995,5124240.0,70.6,4457.0,America
El Salvador,1988,4.148,63.559,5189565.0,66.5,4449.0,America
El Salvador,1989,4.047,64.804,5258654.0,62.8,4408.0,America
El Salvador,1990,3.951,65.908,5332842.0,59.4,4454.0,America
El Salvador,1991,3.862,66.828,5413269.0,56.3,4545.0,America
El Salvador,1992,3.7769999999999997,67.572,5498489.0,53.2,4811.0,America
El Salvador,1993,3.695,68.158,5584047.0,50.3,5086.0,America
El Salvador,1994,3.614,68.59100000000001,5663820.0,47.4,5318.0,America
El Salvador,1995,3.529,68.893,5733401.0,44.5,5589.0,America
El Salvador,1996,3.432,69.097,5791403.0,41.7,5626.0,America
El Salvador,1997,3.323,69.249,5839103.0,39.1,5817.0,America
El Salvador,1998,3.201,69.389,5878097.0,36.6,5994.0,America
El Salvador,1999,3.07,69.539,5911094.0,34.4,6165.0,America
El Salvador,2000,2.9339999999999997,69.715,5940305.0,32.4,6266.0,America
El Salvador,2001,2.803,69.917,5966027.0,30.6,6345.0,America
El Salvador,2002,2.6830000000000003,70.127,5988233.0,29.0,6469.0,America
El Salvador,2003,2.58,70.335,6008523.0,27.5,6595.0,America
El Salvador,2004,2.496,70.543,6028792.0,26.1,6693.0,America
El Salvador,2005,2.4330000000000003,70.752,6050513.0,24.8,6907.0,America
El Salvador,2006,2.386,70.965,6074487.0,23.6,7148.0,America
El Salvador,2007,2.35,71.184,6100868.0,22.6,7391.0,America
El Salvador,2008,2.319,71.41,6129628.0,21.6,7450.0,America
El Salvador,2009,2.291,71.643,6160423.0,20.8,7180.0,America
El Salvador,2010,2.263,71.88,6192993.0,20.0,7237.0,America
El Salvador,2011,2.2359999999999998,72.12,6227491.0,19.3,7352.0,America
El Salvador,2012,2.209,72.361,6264129.0,18.6,7442.0,America
El Salvador,2013,2.184,72.59899999999999,6302723.0,18.0,7515.0,America
Equatorial Guinea,1964,5.57,37.944,264745.0,274.46,1041.0,Sub-Saharan Africa
Equatorial Guinea,1965,5.595,38.245,269429.0,268.37,1169.0,Sub-Saharan Africa
Equatorial Guinea,1966,5.619,38.546,275472.0,262.28,1203.0,Sub-Saharan Africa
Equatorial Guinea,1967,5.64,38.847,282446.0,256.16,1268.0,Sub-Saharan Africa
Equatorial Guinea,1968,5.6579999999999995,39.149,288703.0,250.41,1296.0,Sub-Saharan Africa
Equatorial Guinea,1969,5.671,39.451,292015.0,244.21,1242.0,Sub-Saharan Africa
Equatorial Guinea,1970,5.678,39.753,290907.0,239.18,1193.0,Sub-Saharan Africa
Equatorial Guinea,1971,5.681,40.053000000000004,284913.0,234.51,1081.0,Sub-Saharan Africa
Equatorial Guinea,1972,5.68,40.352,274893.0,230.18,933.0,Sub-Saharan Africa
Equatorial Guinea,1973,5.6770000000000005,40.65,262377.0,229.33,971.0,Sub-Saharan Africa
Equatorial Guinea,1974,5.675,40.949,249569.0,228.48,1029.0,Sub-Saharan Africa
Equatorial Guinea,1975,5.6739999999999995,41.254,238240.0,227.64,1181.0,Sub-Saharan Africa
Equatorial Guinea,1976,5.676,41.568999999999996,228534.0,226.79,1325.0,Sub-Saharan Africa
Equatorial Guinea,1977,5.682,41.896,220448.0,225.95,1331.0,Sub-Saharan Africa
Equatorial Guinea,1978,5.693,42.236999999999995,215415.0,225.12,1436.0,Sub-Saharan Africa
Equatorial Guinea,1979,5.707999999999999,42.59,215116.0,224.28,1407.0,Sub-Saharan Africa
Equatorial Guinea,1980,5.728,42.953,220582.0,234.78,1349.0,Sub-Saharan Africa
Equatorial Guinea,1981,5.751,43.323,232676.0,228.74,1301.0,Sub-Saharan Africa
Equatorial Guinea,1982,5.776,43.696000000000005,250712.0,221.8,1290.0,Sub-Saharan Africa
Equatorial Guinea,1983,5.8020000000000005,44.065,272217.0,217.5,1248.0,Sub-Saharan Africa
Equatorial Guinea,1984,5.8260000000000005,44.428999999999995,293701.0,213.1,1169.0,Sub-Saharan Africa
Equatorial Guinea,1985,5.848,44.787,312634.0,209.1,1240.0,Sub-Saharan Africa
Equatorial Guinea,1986,5.8660000000000005,45.145,328119.0,205.1,1154.0,Sub-Saharan Africa
Equatorial Guinea,1987,5.881,45.501000000000005,340825.0,201.4,1161.0,Sub-Saharan Africa
Equatorial Guinea,1988,5.891,45.855,351694.0,197.5,1155.0,Sub-Saharan Africa
Equatorial Guinea,1989,5.897,46.2,362325.0,193.6,1108.0,Sub-Saharan Africa
Equatorial Guinea,1990,5.9,46.526,373887.0,189.5,1050.0,Sub-Saharan Africa
Equatorial Guinea,1991,5.901,46.821999999999996,386536.0,185.8,1005.0,Sub-Saharan Africa
Equatorial Guinea,1992,5.902,47.07899999999999,399843.0,182.0,1310.0,Sub-Saharan Africa
Equatorial Guinea,1993,5.902,47.293,413730.0,178.3,1406.0,Sub-Saharan Africa
Equatorial Guinea,1994,5.901,47.464,428005.0,174.6,1586.0,Sub-Saharan Africa
Equatorial Guinea,1995,5.897,47.586000000000006,442527.0,171.2,1803.0,Sub-Saharan Africa
Equatorial Guinea,1996,5.888,47.656000000000006,457321.0,167.6,2907.0,Sub-Saharan Africa
Equatorial Guinea,1997,5.872000000000001,47.68600000000001,472486.0,163.9,7037.0,Sub-Saharan Africa
Equatorial Guinea,1998,5.847,47.693999999999996,488039.0,160.1,8437.0,Sub-Saharan Africa
Equatorial Guinea,1999,5.814,47.698,504001.0,156.1,10273.0,Sub-Saharan Africa
Equatorial Guinea,2000,5.773,47.723,520380.0,152.1,11768.0,Sub-Saharan Africa
Equatorial Guinea,2001,5.727,47.79600000000001,537195.0,147.9,18637.0,Sub-Saharan Africa
Equatorial Guinea,2002,5.678,47.934,554429.0,143.8,21586.0,Sub-Saharan Africa
Equatorial Guinea,2003,5.627000000000001,48.147,571999.0,139.6,23856.0,Sub-Saharan Africa
Equatorial Guinea,2004,5.574,48.442,589794.0,135.4,31942.0,Sub-Saharan Africa
Equatorial Guinea,2005,5.518,48.821999999999996,607739.0,131.2,36200.0,Sub-Saharan Africa
Equatorial Guinea,2006,5.457000000000001,49.28,625777.0,126.9,33468.0,Sub-Saharan Africa
Equatorial Guinea,2007,5.39,49.79600000000001,643936.0,122.7,36788.0,Sub-Saharan Africa
Equatorial Guinea,2008,5.314,50.347,662327.0,118.4,40143.0,Sub-Saharan Africa
Equatorial Guinea,2009,5.231,50.915,681115.0,114.6,35880.0,Sub-Saharan Africa
Equatorial Guinea,2010,5.14,51.483000000000004,700401.0,110.9,34431.0,Sub-Saharan Africa
Equatorial Guinea,2011,5.044,52.034,720213.0,107.3,35150.0,Sub-Saharan Africa
Equatorial Guinea,2012,4.945,52.562,740471.0,103.7,35282.0,Sub-Saharan Africa
Equatorial Guinea,2013,4.845,53.062,761050.0,100.3,32654.0,Sub-Saharan Africa
