"Name","Team","Position","Height","Weight","Age","PosCategory"
"Joel_Peralta","KC","Relief_Pitcher",71,160,30.94,"Pitcher"
"Ryan_Braun","KC","Relief_Pitcher",73,215,26.59,"Pitcher"
"Joakim_Soria","KC","Relief_Pitcher",75,185,22.78,"Pitcher"
"Ken_Ray","KC","Relief_Pitcher",74,200,32.26,"Pitcher"
"David_Riske","KC","Relief_Pitcher",74,190,30.35,"Pitcher"
"Octavio_Dotel","KC","Relief_Pitcher",72,210,33.26,"Pitcher"
"Joe_Nelson","KC","Relief_Pitcher",74,185,32.35,"Pitcher"
"Gerald_Laird","TEX","Catcher",74,220,27.3,"Catcher"
"Miguel_Ojeda","TEX","Catcher",74,190,32.08,"Catcher"
"Guillermo_Quiroz","TEX","Catcher",73,202,25.25,"Catcher"
"Chris_Stewart","TEX","Catcher",76,205,25.03,"Catcher"
"Mark_Teixeira","TEX","First_Baseman",75,220,26.89,"Infielder"
"Ian_Kinsler","TEX","Second_Baseman",72,175,24.69,"Infielder"
"Joaquin_Arias","TEX","Shortstop",73,160,22.44,"Infielder"
"Michael_Young","TEX","Shortstop",73,190,30.36,"Infielder"
"Hank_Blalock","TEX","Third_Baseman",73,200,26.27,"Infielder"
"Marlon_Byrd","TEX","Outfielder",72,229,29.5,"Outfielder"
"Brad_Wilkerson","TEX","Outfielder",72,206,29.75,"Outfielder"
"Sammy_Sosa","TEX","Outfielder",72,220,38.3,"Outfielder"
"Kenny_Lofton","TEX","Outfielder",72,180,39.75,"Outfielder"
"Frank_Catalanotto","TEX","Outfielder",71,195,32.84,"Outfielder"
"Nelson_Cruz","TEX","Outfielder",75,175,26.66,"Outfielder"
"Robinson_Tejeda","TEX","Starting_Pitcher",75,188,24.94,"Pitcher"
"John_Rheinecker","TEX","Starting_Pitcher",74,230,27.76,"Pitcher"
"Edinson_Volquez","TEX","Starting_Pitcher",73,190,23.66,"Pitcher"
"A.J._Murray","TEX","Starting_Pitcher",75,200,24.96,"Pitcher"
"Brandon_McCarthy","TEX","Starting_Pitcher",79,190,23.65,"Pitcher"
"Vicente_Padilla","TEX","Starting_Pitcher",74,219,29.42,"Pitcher"
"Kevin_Millwood","TEX","Starting_Pitcher",76,235,32.18,"Pitcher"
"John_Koronka","TEX","Starting_Pitcher",73,180,26.66,"Pitcher"
"Frank_Francisco","TEX","Relief_Pitcher",74,180,27.47,"Pitcher"
"Francisco_Cruceta","TEX","Relief_Pitcher",74,180,25.66,"Pitcher"
"Akinori_Otsuka","TEX","Relief_Pitcher",72,200,35.13,"Pitcher"
"Eric_Gagne","TEX","Relief_Pitcher",74,234,31.15,"Pitcher"
"Ron_Mahay","TEX","Relief_Pitcher",74,185,35.67,"Pitcher"
"Joaquin_Benoit","TEX","Relief_Pitcher",75,220,29.6,"Pitcher"
"Rick_Bauer","TEX","Relief_Pitcher",78,223,30.14,"Pitcher"
"Josh_Rupe","TEX","Relief_Pitcher",74,200,24.53,"Pitcher"
"Wes_Littleton","TEX","Relief_Pitcher",74,210,24.49,"Pitcher"
"C.J._Wilson","TEX","Relief_Pitcher",74,200,26.28,"Pitcher"
"Scott_Feldman","TEX","Relief_Pitcher",77,210,24.06,"Pitcher"
"Gregg_Zaun","TOR","Catcher",70,190,35.88,"Catcher"
"Jason_Phillips","TOR","Catcher",73,177,30.42,"Catcher"
"Lyle_Overbay","TOR","First_Baseman",74,227,30.09,"Infielder"
"Russ_Adams","TOR","Second_Baseman",73,180,26.5,"Infielder"
"Aaron_Hill","TOR","Second_Baseman",71,195,24.94,"Infielder"
"Jason_Smith","TOR","Second_Baseman",75,199,29.6,"Infielder"
"John_McDonald","TOR","Shortstop",71,175,32.43,"Infielder"
"Royce_Clayton","TOR","Shortstop",72,185,37.16,"Infielder"
"Troy_Glaus","TOR","Third_Baseman",77,240,30.57,"Infielder"
"John_Hattig","TOR","Third_Baseman",74,210,27.01,"Infielder"
"Reed_Johnson","TOR","Outfielder",70,180,30.23,"Outfielder"
"Alex_Rios","TOR","Outfielder",77,194,26.03,"Outfielder"
"Vernon_Wells","TOR","Outfielder",73,225,28.23,"Outfielder"
"Shaun_Marcum","TOR","Starting_Pitcher",72,180,25.21,"Pitcher"
"Casey_Janssen","TOR","Starting_Pitcher",76,205,25.45,"Pitcher"
"Gustavo_Chacin","TOR","Starting_Pitcher",71,193,26.24,"Pitcher"
"A.J._Burnett","TOR","Starting_Pitcher",76,230,30.15,"Pitcher"
"Roy_Halladay","TOR","Starting_Pitcher",78,230,29.8,"Pitcher"
"John_Thomson","TOR","Starting_Pitcher",75,220,33.41,"Pitcher"
"Tomo_Ohka","TOR","Starting_Pitcher",73,200,30.95,"Pitcher"
"B.J._Ryan","TOR","Relief_Pitcher",78,249,31.17,"Pitcher"
"Scott_Downs","TOR","Relief_Pitcher",74,190,30.95,"Pitcher"
"Brian_Tallet","TOR","Relief_Pitcher",79,208,29.44,"Pitcher"
"Matt_Roney","TOR","Relief_Pitcher",75,245,27.14,"Pitcher"
"Tracy_Thorpe","TOR","Relief_Pitcher",76,250,26.21,"Pitcher"
"Jean_Machi","TOR","Relief_Pitcher",72,160,24.08,"Pitcher"
"Brandon_League","TOR","Relief_Pitcher",75,192,23.96,"Pitcher"
"Dustin_McGowan","TOR","Relief_Pitcher",75,220,24.94,"Pitcher"
"Jason_Frasor","TOR","Relief_Pitcher",70,170,29.56,"Pitcher"
"Francisco_Rosario","TOR","Relief_Pitcher",72,197,26.42,"Pitcher"
"Davis_Romero","TOR","Relief_Pitcher",70,155,23.92,"Pitcher"
"Jeremy_Accardo","TOR","Relief_Pitcher",74,190,25.23,"Pitcher"
"Mike_Redmond","MIN","Catcher",71,200,35.82,"Catcher"
"Joe_Mauer","MIN","Catcher",76,220,23.87,"Catcher"
"Chris_Heintz","MIN","Catcher",73,210,32.57,"Catcher"
"Justin_Morneau","MIN","First_Baseman",76,228,25.79,"Infielder"
"Luis_Castillo","MIN","Second_Baseman",71,190,31.47,"Infielder"
"Alexi_Casilla","MIN","Second_Baseman",69,160,22.61,"Infielder"
"Alejandro_Machado","MIN","Second_Baseman",72,184,24.85,"Infielder"
"Jason_Bartlett","MIN","Shortstop",72,180,27.33,"Infielder"
"Luis_Rodriguez","MIN","Third_Baseman",69,180,26.67,"Infielder"
"Jeff_Cirillo","MIN","Third_Baseman",73,200,37.43,"Infielder"
"Nick_Punto","MIN","Third_Baseman",69,176,29.31,"Infielder"
"Jason_Tyner","MIN","Outfielder",73,160,29.85,"Outfielder"
"Michael_Cuddyer","MIN","Outfielder",74,222,27.93,"Outfielder"
"Torii_Hunter","MIN","Outfielder",74,211,31.62,"Outfielder"
"Lew_Ford","MIN","Outfielder",72,195,30.55,"Outfielder"
"Jason_Kubel","MIN","Outfielder",71,200,24.77,"Outfielder"
"Ramon_Ortiz","MIN","Starting_Pitcher",72,175,33.77,"Pitcher"
"Johan_Santana","MIN","Starting_Pitcher",72,206,27.97,"Pitcher"
"Carlos_Silva","MIN","Starting_Pitcher",76,240,27.85,"Pitcher"
"Matt_Garza","MIN","Starting_Pitcher",76,185,23.26,"Pitcher"
"Boof_Bonser","MIN","Starting_Pitcher",76,260,25.38,"Pitcher"
"Francisco_Liriano","MIN","Starting_Pitcher",74,185,23.35,"Pitcher"
"Scott_Baker","MIN","Starting_Pitcher",76,221,25.45,"Pitcher"
"Pat_Neshek","MIN","Relief_Pitcher",75,205,26.49,"Pitcher"
"Glen_Perkins","MIN","Relief_Pitcher",71,200,24,"Pitcher"
"Julio_DePaula","MIN","Relief_Pitcher",72,170,24.16,"Pitcher"
"Juan_Rincon","MIN","Relief_Pitcher",71,201,28.1,"Pitcher"
"Jesse_Crain","MIN","Relief_Pitcher",73,205,25.65,"Pitcher"
"Matt_Guerrier","MIN","Relief_Pitcher",75,185,28.58,"Pitcher"
"Joe_Nathan","MIN","Relief_Pitcher",76,205,32.27,"Pitcher"
"Dennys_Reyes","MIN","Relief_Pitcher",75,245,29.86,"Pitcher"
"Brayan_Pe?a","ATL","Catcher",71,220,25.14,"Catcher"
"Brian_McCann","ATL","Catcher",75,210,23.03,"Catcher"
"Craig_Wilson","ATL","First_Baseman",74,220,30.25,"Infielder"
"Chris_Woodward","ATL","Second_Baseman",72,185,30.67,"Infielder"
"Pete_Orr","ATL","Second_Baseman",73,175,27.73,"Infielder"
"Martin_Prado","ATL","Second_Baseman",73,170,23.34,"Infielder"
"Tony_Pe?a","ATL","Shortstop",73,180,25.94,"Infielder"
"Edgar_Renteria","ATL","Shortstop",73,200,31.56,"Infielder"
"Chipper_Jones","ATL","Third_Baseman",76,210,34.85,"Infielder"
"Willy_Aybar","ATL","Third_Baseman",72,175,23.98,"Infielder"
"Jeff_Francoeur","ATL","Outfielder",76,220,23.14,"Outfielder"
"Matt_Diaz","ATL","Outfielder",73,206,28.99,"Outfielder"
"Kelly_Johnson","ATL","Outfielder",73,180,25.02,"Outfielder"
"Andruw_Jones","ATL","Outfielder",73,210,29.85,"Outfielder"
"Ryan_Langerhans","ATL","Outfielder",75,195,27.03,"Outfielder"
"Scott_Thorman","ATL","Outfielder",75,200,25.15,"Outfielder"
"T.J._Bohn","ATL","Outfielder",77,200,27.12,"Outfielder"
"Tim_Hudson","ATL","Starting_Pitcher",73,164,31.63,"Pitcher"
"Jonathan_Johnson","ATL","Starting_Pitcher",72,180,32.62,"Pitcher"
"John_Smoltz","ATL","Starting_Pitcher",75,220,39.79,"Pitcher"
"Mike_Hampton","ATL","Starting_Pitcher",70,195,34.47,"Pitcher"
"Kyle_Davies","ATL","Starting_Pitcher",74,205,23.47,"Pitcher"
"Chuck_James","ATL","Starting_Pitcher",72,170,25.31,"Pitcher"
"Phil_Stockman","ATL","Relief_Pitcher",80,240,27.1,"Pitcher"
"Macay_McBride","ATL","Relief_Pitcher",71,210,24.35,"Pitcher"
"Joey_Devine","ATL","Relief_Pitcher",71,195,23.45,"Pitcher"
"Peter_Moylan","ATL","Relief_Pitcher",74,200,28.24,"Pitcher"
"Mike_Gonzalez","ATL","Relief_Pitcher",74,205,28.77,"Pitcher"
"Lance_Cormier","ATL","Relief_Pitcher",73,192,26.53,"Pitcher"
"Blaine_Boyer","ATL","Relief_Pitcher",75,190,25.64,"Pitcher"
"Manny_Acosta","ATL","Relief_Pitcher",76,170,25.83,"Pitcher"
"Bob_Wickman","ATL","Relief_Pitcher",73,240,38.06,"Pitcher"
"Tanyon_Sturtze","ATL","Relief_Pitcher",77,200,36.38,"Pitcher"
"Oscar_Villarreal","ATL","Relief_Pitcher",72,205,25.27,"Pitcher"
"Rafael_Soriano","ATL","Relief_Pitcher",73,175,27.2,"Pitcher"
"Chad_Paronto","ATL","Relief_Pitcher",77,250,31.59,"Pitcher"
"Tyler_Yates","ATL","Relief_Pitcher",76,220,29.56,"Pitcher"
"Henry_Blanco","CHC","Catcher",71,224,35.5,"Catcher"
"Michael_Barrett","CHC","Catcher",75,210,30.35,"Catcher"
"Geovany_Soto","CHC","Catcher",73,195,24.11,"Catcher"
"Scott_Moore","CHC","First_Baseman",74,180,23.29,"Infielder"
"Derrek_Lee","CHC","First_Baseman",77,245,31.48,"Infielder"
"Ryan_Theriot","CHC","Second_Baseman",71,175,27.23,"Infielder"
"Ronny_Cedeno","CHC","Shortstop",72,180,24.07,"Infielder"
"Aramis_Ramirez","CHC","Third_Baseman",73,215,28.68,"Infielder"
"Cesar_Izturis","CHC","Third_Baseman",69,175,27.05,"Infielder"
"Alfonso_Soriano","CHC","Outfielder",73,180,31.15,"Outfielder"
"Jacque_Jones","CHC","Outfielder",70,195,31.85,"Outfielder"
"Daryle_Ward","CHC","Outfielder",74,230,31.68,"Outfielder"
"Cliff_Floyd","CHC","Outfielder",76,230,34.23,"Outfielder"
"Mark_DeRosa","CHC","Outfielder",73,205,32.01,"Outfielder"
"Matt_Murton","CHC","Outfielder",73,215,25.41,"Outfielder"
"Buck_Coats","CHC","Outfielder",75,195,24.73,"Outfielder"
"Angel_Pagan","CHC","Outfielder",73,180,25.66,"Outfielder"
"Sean_Marshall","CHC","Starting_Pitcher",79,205,24.5,"Pitcher"
"Carlos_Marmol","CHC","Starting_Pitcher",74,180,24.38,"Pitcher"
"Ryan_O'Malley","CHC","Starting_Pitcher",73,190,26.89,"Pitcher"
"Juan_Mateo","CHC","Starting_Pitcher",74,180,24.2,"Pitcher"
"Rich_Hill","CHC","Starting_Pitcher",77,190,26.97,"Pitcher"
"Angel_Guzman","CHC","Starting_Pitcher",75,190,25.21,"Pitcher"
"Wade_Miller","CHC","Starting_Pitcher",74,220,30.46,"Pitcher"
"Jason_Marquis","CHC","Starting_Pitcher",73,210,28.53,"Pitcher"
"Carlos_Zambrano","CHC","Starting_Pitcher",77,255,25.75,"Pitcher"
"Ted_Lilly","CHC","Starting_Pitcher",73,190,31.15,"Pitcher"
"Mark_Prior","CHC","Starting_Pitcher",77,230,26.48,"Pitcher"
"Neal_Cotts","CHC","Relief_Pitcher",74,200,26.93,"Pitcher"
"Will_Ohman","CHC","Relief_Pitcher",74,205,29.55,"Pitcher"
"Scott_Eyre","CHC","Relief_Pitcher",73,210,34.75,"Pitcher"
"Kerry_Wood","CHC","Relief_Pitcher",77,225,29.71,"Pitcher"
"Ryan_Dempster","CHC","Relief_Pitcher",74,215,29.83,"Pitcher"
"Bob_Howry","CHC","Relief_Pitcher",77,220,33.57,"Pitcher"
"Mike_Wuertz","CHC","Relief_Pitcher",75,205,28.21,"Pitcher"
"Roberto_Novoa","CHC","Relief_Pitcher",77,200,27.54,"Pitcher"
"Chris_Snyder","ARZ","Catcher",75,220,26.05,"Catcher"
"Miguel_Montero","ARZ","Catcher",71,197,23.64,"Catcher"
"Conor_Jackson","ARZ","First_Baseman",74,225,24.82,"Infielder"
"Robby_Hammock","ARZ","First_Baseman",70,187,29.8,"Infielder"
"Tony_Clark","ARZ","First_Baseman",79,245,34.71,"Infielder"
"Orlando_Hudson","ARZ","Second_Baseman",72,185,29.22,"Infielder"
"Stephen_Drew","ARZ","Shortstop",72,185,23.96,"Infielder"
"Alberto_Callaspo","ARZ","Shortstop",70,175,23.87,"Infielder"
"Chad_Tracy","ARZ","Third_Baseman",74,200,26.77,"Infielder"
"Chris_Young","ARZ","Outfielder",74,180,23.49,"Outfielder"
"Scott_Hairston","ARZ","Outfielder",72,188,26.77,"Outfielder"
"Carlos_Quentin","ARZ","Outfielder",73,225,24.51,"Outfielder"
"Jeff_DaVanon","ARZ","Outfielder",72,200,33.23,"Outfielder"
"Eric_Byrnes","ARZ","Outfielder",74,210,31.04,"Outfielder"
"Livan_Hernandez","ARZ","Starting_Pitcher",74,245,32.02,"Pitcher"
"Doug_Davis","ARZ","Starting_Pitcher",76,213,31.44,"Pitcher"
"Randy_Johnson","ARZ","Starting_Pitcher",82,231,43.47,"Pitcher"
"Juan_Cruz","ARZ","Starting_Pitcher",74,165,28.38,"Pitcher"
"Brandon_Webb","ARZ","Starting_Pitcher",74,228,27.81,"Pitcher"
"Enrique_Gonzalez","ARZ","Starting_Pitcher",70,210,24.57,"Pitcher"
"Dana_Eveland","ARZ","Starting_Pitcher",73,250,23.34,"Pitcher"
"Brandon_Medders","ARZ","Relief_Pitcher",73,191,27.09,"Pitcher"
"Tony_Pe?a","ARZ","Relief_Pitcher",74,190,25.14,"Pitcher"
"Doug_Slaten","ARZ","Relief_Pitcher",77,200,27.07,"Pitcher"
"Edgar_Gonzalez","ARZ","Relief_Pitcher",72,215,24.02,"Pitcher"
"Jose_Valverde","ARZ","Relief_Pitcher",76,254,27.6,"Pitcher"
"Jorge_Julio","ARZ","Relief_Pitcher",73,232,27.99,"Pitcher"
"Brandon_Lyon","ARZ","Relief_Pitcher",73,180,27.56,"Pitcher"
"Miguel_Olivo","FLA","Catcher",72,215,28.63,"Catcher"
"Matt_Treanor","FLA","Catcher",74,220,30.99,"Catcher"
"Mike_Jacobs","FLA","First_Baseman",74,180,26.33,"Infielder"
"Dan_Uggla","FLA","Second_Baseman",71,200,26.97,"Infielder"
"Robert_Andino","FLA","Shortstop",72,170,22.85,"Infielder"
"Hanley_Ramirez","FLA","Shortstop",75,195,23.19,"Infielder"
"Miguel_Cabrera","FLA","Third_Baseman",74,210,23.87,"Infielder"
"Aaron_Boone","FLA","Third_Baseman",74,200,33.98,"Infielder"
"Joe_Borchard","FLA","Outfielder",77,220,28.26,"Outfielder"
"Alfredo_Amezaga","FLA","Outfielder",70,165,29.12,"Outfielder"
"Cody_Ross","FLA","Outfielder",71,180,26.18,"Outfielder"
"Josh_Willingham","FLA","Outfielder",73,200,28.03,"Outfielder"
"Jeremy_Hermida","FLA","Outfielder",76,200,23.08,"Outfielder"
"Eric_Reed","FLA","Outfielder",71,170,26.24,"Outfielder"
"Reggi_Abercrombie","FLA","Outfielder",75,224,26.63,"Outfielder"
"Ricky_Nolasco","FLA","Starting_Pitcher",74,220,24.21,"Pitcher"
"Anibal_Sanchez","FLA","Starting_Pitcher",72,180,23.01,"Pitcher"
"Scott_Olsen","FLA","Starting_Pitcher",76,198,23.13,"Pitcher"
"Josh_Johnson","FLA","Starting_Pitcher",79,240,23.08,"Pitcher"
"Dontrelle_Willis","FLA","Starting_Pitcher",76,239,25.13,"Pitcher"
"Logan_Kensing","FLA","Relief_Pitcher",73,185,24.66,"Pitcher"
"Sergio_Mitre","FLA","Relief_Pitcher",76,210,26.03,"Pitcher"
"Kevin_Gregg","FLA","Relief_Pitcher",78,220,28.7,"Pitcher"
"Travis_Bowyer","FLA","Relief_Pitcher",75,200,25.57,"Pitcher"
"Renyel_Pinto","FLA","Relief_Pitcher",76,195,24.65,"Pitcher"
"Randy_Messenger","FLA","Relief_Pitcher",72,220,25.55,"Pitcher"
"Yusmeiro_Petit","FLA","Relief_Pitcher",72,230,22.27,"Pitcher"
"Carlos_Martinez","FLA","Relief_Pitcher",73,170,24.76,"Pitcher"
"Taylor_Tankersley","FLA","Relief_Pitcher",73,220,23.98,"Pitcher"
"Henry_Owens","FLA","Relief_Pitcher",75,230,27.85,"Pitcher"
"Jose_Garcia","FLA","Relief_Pitcher",71,165,22.14,"Pitcher"
"Matt_Lindstrom","FLA","Relief_Pitcher",76,205,27.05,"Pitcher"
"Javier_Valentin","CIN","Catcher",70,192,31.45,"Catcher"
"Chad_Moeller","CIN","Catcher",75,210,32.03,"Catcher"
"David_Ross","CIN","Catcher",74,205,29.95,"Catcher"
"Joey_Votto","CIN","First_Baseman",75,200,23.47,"Infielder"
"Scott_Hatteberg","CIN","First_Baseman",73,210,37.21,"Infielder"
"Brandon_Phillips","CIN","Second_Baseman",71,185,25.67,"Infielder"
"Juan_Castro","CIN","Shortstop",71,195,34.69,"Infielder"
"Alex_Gonzalez","CIN","Shortstop",72,202,30.04,"Infielder"
"Mark_Bellhorn","CIN","Third_Baseman",73,205,32.52,"Infielder"
"Edwin_Encarnacion","CIN","Third_Baseman",73,195,24.15,"Infielder"
"Jeff_Keppinger","CIN","Third_Baseman",72,180,26.86,"Infielder"
"Norris_Hopper","CIN","Outfielder",69,200,27.94,"Outfielder"
"Chris_Denorfia","CIN","Outfielder",73,185,26.63,"Outfielder"
"Adam_Dunn","CIN","Outfielder",78,240,27.31,"Outfielder"
"Bubba_Crosby","CIN","Outfielder",71,185,30.55,"Outfielder"
"Jeff_Conine","CIN","Outfielder",73,220,40.68,"Outfielder"
"Ken_Griffey_Jr.","CIN","Outfielder",75,205,37.27,"Outfielder"
"Josh_Hamilton","CIN","Outfielder",76,205,25.78,"Outfielder"
"Ryan_Freel","CIN","Outfielder",70,180,30.98,"Outfielder"
"Kyle_Lohse","CIN","Starting_Pitcher",74,201,28.41,"Pitcher"
"Bronson_Arroyo","CIN","Starting_Pitcher",77,190,30.01,"Pitcher"
"Eric_Milton","CIN","Starting_Pitcher",75,208,31.57,"Pitcher"
"Aaron_Harang","CIN","Starting_Pitcher",79,240,28.81,"Pitcher"
"Elizardo_Ramirez","CIN","Starting_Pitcher",72,180,24.09,"Pitcher"
"Todd_Coffey","CIN","Relief_Pitcher",77,230,26.47,"Pitcher"
"Brian_Shackelford","CIN","Relief_Pitcher",73,195,30.5,"Pitcher"
"Bill_Bray","CIN","Relief_Pitcher",75,215,23.74,"Pitcher"
"Bobby_Livingston","CIN","Relief_Pitcher",75,190,24.49,"Pitcher"
"Matt_Belisle","CIN","Relief_Pitcher",75,195,26.73,"Pitcher"
"Gary_Majewski","CIN","Relief_Pitcher",73,215,27.01,"Pitcher"
"Mike_Stanton","CIN","Relief_Pitcher",73,215,39.75,"Pitcher"
"Brad_Salmon","CIN","Relief_Pitcher",76,220,27.16,"Pitcher"
"Jared_Burton","CIN","Relief_Pitcher",77,220,25.74,"Pitcher"
"David_Weathers","CIN","Relief_Pitcher",75,230,37.43,"Pitcher"
"Rheal_Cormier","CIN","Relief_Pitcher",70,195,39.85,"Pitcher"
"Yorvit_Torrealba","COL","Catcher",71,190,28.62,"Catcher"
"Chris_Iannetta","COL","Catcher",71,195,23.9,"Catcher"
"Alvin_Colina","COL","Catcher",75,209,25.18,"Catcher"
"Todd_Helton","COL","First_Baseman",74,204,33.53,"Infielder"
"Jamey_Carroll","COL","Second_Baseman",69,170,33.03,"Infielder"
"Kaz_Matsui","COL","Second_Baseman",70,185,31.35,"Infielder"
"Troy_Tulowitzki","COL","Shortstop",75,205,22.39,"Infielder"
"Clint_Barmes","COL","Shortstop",72,175,27.99,"Infielder"
"Garrett_Atkins","COL","Third_Baseman",75,210,27.22,"Infielder"
"Ryan_Spilborghs","COL","Outfielder",73,190,27.49,"Outfielder"
"Cory_Sullivan","COL","Outfielder",72,180,27.53,"Outfielder"
"Jeff_Salazar","COL","Outfielder",72,180,26.26,"Outfielder"
"Willy_Taveras","COL","Outfielder",72,160,25.18,"Outfielder"
"Matt_Holliday","COL","Outfielder",76,235,27.12,"Outfielder"
"Brad_Hawpe","COL","Outfielder",75,200,27.69,"Outfielder"
"Jeff_Baker","COL","Outfielder",74,210,25.69,"Outfielder"
"Byung-Hyun_Kim","COL","Starting_Pitcher",69,180,28.11,"Pitcher"
"Rodrigo_Lopez","COL","Starting_Pitcher",73,190,31.21,"Pitcher"
"Brian_Lawrence","COL","Starting_Pitcher",72,197,30.8,"Pitcher"
"Josh_Fogg","COL","Starting_Pitcher",72,203,30.21,"Pitcher"
"Aaron_Cook","COL","Starting_Pitcher",75,205,28.06,"Pitcher"
"Denny_Bautista","COL","Starting_Pitcher",77,170,26.52,"Pitcher"
"Ubaldo_Jimenez","COL","Starting_Pitcher",76,200,23.1,"Pitcher"
"Jason_Hirsh","COL","Starting_Pitcher",80,250,25.02,"Pitcher"
"Jeff_Francis","COL","Starting_Pitcher",77,200,26.14,"Pitcher"
"Taylor_Buchholz","COL","Starting_Pitcher",76,220,25.38,"Pitcher"
"Ryan_Speier","COL","Relief_Pitcher",79,200,27.6,"Pitcher"
"Ramon_Ramirez","COL","Relief_Pitcher",71,190,25.5,"Pitcher"
"Manny_Corpas","COL","Relief_Pitcher",75,170,24.24,"Pitcher"
"Juan_Morillo","COL","Relief_Pitcher",73,190,23.32,"Pitcher"
"Brian_Fuentes","COL","Relief_Pitcher",76,220,31.56,"Pitcher"
"LaTroy_Hawkins","COL","Relief_Pitcher",77,215,34.19,"Pitcher"
"Tom_Martin","COL","Relief_Pitcher",73,206,36.78,"Pitcher"
"Jeremy_Affeldt","COL","Relief_Pitcher",76,215,27.73,"Pitcher"
"Paul_Lo_Duca","NYM","Catcher",70,185,34.88,"Catcher"
"Ramon_Castro","NYM","Catcher",75,235,31,"Catcher"
"Julio_Franco","NYM","First_Baseman",73,188,48.52,"Infielder"
"Carlos_Delgado","NYM","First_Baseman",75,230,34.68,"Infielder"
"Jose_Valentin","NYM","Second_Baseman",70,195,37.38,"Infielder"
"Anderson_Hernandez","NYM","Second_Baseman",69,168,24.33,"Infielder"
"Damion_Easley","NYM","Shortstop",71,190,37.3,"Infielder"
"Jose_Reyes","NYM","Shortstop",72,160,23.72,"Infielder"
"David_Wright","NYM","Third_Baseman",72,200,24.19,"Infielder"
"Ben_Johnson","NYM","Outfielder",73,200,25.7,"Outfielder"
"Endy_Chavez","NYM","Outfielder",70,189,29.06,"Outfielder"
"David_Newhan","NYM","Outfielder",70,180,33.48,"Outfielder"
"Carlos_Beltran","NYM","Outfielder",73,190,29.85,"Outfielder"
"Shawn_Green","NYM","Outfielder",76,200,34.3,"Outfielder"
"Moises_Alou","NYM","Outfielder",75,220,40.66,"Outfielder"
"Lastings_Milledge","NYM","Outfielder",72,187,21.9,"Outfielder"
"Alay_Soler","NYM","Starting_Pitcher",73,240,27.39,"Pitcher"
"Mike_Pelfrey","NYM","Starting_Pitcher",79,190,23.13,"Pitcher"
"Pedro_Martinez","NYM","Starting_Pitcher",71,180,35.35,"Pitcher"
"Tom_Glavine","NYM","Starting_Pitcher",72,185,40.93,"Pitcher"
"Chan_Ho_Park","NYM","Starting_Pitcher",74,210,33.67,"Pitcher"
"Orlando_Hernandez","NYM","Starting_Pitcher",74,220,37.39,"Pitcher"
"Dave_Williams","NYM","Starting_Pitcher",74,219,27.97,"Pitcher"
"Oliver_Perez","NYM","Starting_Pitcher",72,190,25.54,"Pitcher"
"John_Maine","NYM","Starting_Pitcher",76,193,25.81,"Pitcher"
"Marcos_Carvajal","NYM","Relief_Pitcher",76,175,22.53,"Pitcher"
"Ambiorix_Burgos","NYM","Relief_Pitcher",72,180,22.86,"Pitcher"
"Jason_Vargas","NYM","Relief_Pitcher",72,215,24.07,"Pitcher"
"Jon_Adkins","NYM","Relief_Pitcher",71,210,29.5,"Pitcher"
"Juan_Padilla","NYM","Relief_Pitcher",72,200,30.03,"Pitcher"
"Duaner_Sanchez","NYM","Relief_Pitcher",72,190,27.38,"Pitcher"
"Pedro_Feliciano","NYM","Relief_Pitcher",70,185,30.51,"Pitcher"
"Aaron_Heilman","NYM","Relief_Pitcher",77,220,28.3,"Pitcher"
"Jorge_Sosa","NYM","Relief_Pitcher",74,170,29.84,"Pitcher"
"Scott_Schoeneweis","NYM","Relief_Pitcher",72,195,33.41,"Pitcher"
"Guillermo_Mota","NYM","Relief_Pitcher",76,205,33.6,"Pitcher"
"Billy_Wagner","NYM","Relief_Pitcher",71,195,35.6,"Pitcher"
"Philip_Humber","NYM","Relief_Pitcher",76,210,24.19,"Pitcher"
"Brad_Ausmus","HOU","Catcher",71,190,37.88,"Catcher"
"Humberto_Quintero","HOU","Catcher",73,190,27.56,"Catcher"
"Hector_Gimenez","HOU","Catcher",70,180,24.42,"Catcher"
"Lance_Berkman","HOU","First_Baseman",73,220,31.05,"Infielder"
"Mike_Lamb","HOU","First_Baseman",73,190,31.56,"Infielder"
"Mark_Loretta","HOU","Second_Baseman",72,186,35.55,"Infielder"
"Craig_Biggio","HOU","Second_Baseman",71,185,41.21,"Infielder"
"Brooks_Conrad","HOU","Second_Baseman",71,190,27.12,"Infielder"
"Chris_Burke","HOU","Second_Baseman",71,180,26.97,"Infielder"
"Eric_Bruntlett","HOU","Second_Baseman",72,190,28.92,"Infielder"
"Adam_Everett","HOU","Shortstop",72,170,30.06,"Infielder"
"Morgan_Ensberg","HOU","Third_Baseman",74,210,31.51,"Infielder"
"Carlos_Lee","HOU","Outfielder",74,240,30.69,"Outfielder"
"Jason_Lane","HOU","Outfielder",74,220,30.19,"Outfielder"
"Orlando_Palmeiro","HOU","Outfielder",71,180,38.11,"Outfielder"
"Luke_Scott","HOU","Outfielder",72,210,28.68,"Outfielder"
"Charlton_Jimerson","HOU","Outfielder",75,210,27.44,"Outfielder"
"Fernando_Nieve","HOU","Starting_Pitcher",72,195,24.63,"Pitcher"
"Wandy_Rodriguez","HOU","Starting_Pitcher",71,160,28.11,"Pitcher"
