id, name, rating, position, height, foot, rare, pace, shooting, passing, dribbling, defending, heading, diving, handling, kicking, reflexes, speed, positioning
137686, Anouar Hadouir, 72, M, 173, Right, 1, 73, 70, 68, 77, 45, 47, , , , , ,
137692, Jeroen Verhoeven, 67, GK, 197, Right, 0, , , , , , , 62, 70, 70, 72, 42, 66
137695, Karim Bridji, 64, M, 173, Right, 1, 57, 43, 62, 72, 47, 68, , , , , ,
137699, Martin Stoll, 63, D, 187, Right, 0, 48, 37, 42, 42, 67, 65, , , , , ,
137708, Florian Dick, 68, D, 184, Right, 0, 67, 61, 65, 61, 71, 69, , , , , ,
137725, Necat Aygün, 67, D, 190, Right, 0, 46, 34, 35, 32, 70, 62, , , , , ,
137734, Francesco Benussi, 71, GK, 188, Right, 1, , , , , , , 73, 71, 66, 75, 50, 66
137758, Simone Rizzato, 67, M, 174, Left, 1, 84, 54, 60, 65, 65, 64, , , , , ,
137763, Kossi Agassa, 68, GK, 190, Right, 0, , , , , , , 70, 66, 58, 71, 67, 64
137774, Domenico Maietta, 62, D, 185, Right, 0, 63, 35, 45, 36, 63, 60, , , , , ,
137782, Glen Johnson, 80, D, 182, Right, 1, 87, 66, 76, 79, 75, 75, , , , , ,
137785, Robert Huth, 78, D, 191, Right, 1, 64, 48, 55, 36, 82, 81, , , , , ,
137786, Valerio Di Cesare, 65, D, 187, Left, 0, 60, 39, 39, 37, 69, 74, , , , , ,
137790, Marcos, 76, GK, 193, Right, 0, , , , , , , 83, 77, 65, 64, 34, 91
137809, Vágner Love, 81, A, 173, Right, 1, 89, 75, 58, 83, 54, 76, , , , , ,
137810, Thiago Gentil, 71, M, 180, Left, 0, 58, 68, 68, 73, 51, 65, , , , , ,
137818, Elson, 69, M, 172, Left, 0, 69, 65, 62, 74, 45, 44, , , , , ,
137826, Lúcio, 67, D, 176, Left, 1, 82, 60, 72, 70, 64, 59, , , , , ,
137832, Diego Cavalieri, 74, GK, 191, Left, 1, , , , , , , 75, 75, 72, 74, 50, 75
137854, Marco Storari, 79, GK, 187, Right, 0, , , , , , , 80, 78, 70, 83, 54, 80
137862, Landry Bonnefoi, 65, GK, 184, Right, 0, , , , , , , 65, 62, 60, 66, 42, 71
137873, Alessandro Parisi, 67, D, 184, Left, 1, 59, 63, 65, 61, 69, 62, , , , , ,
137956, Christian Stuff, 66, D, 199, Right, 1, 42, 50, 47, 52, 73, 53, , , , , ,
137960, Yann Jouffre, 74, M, 175, Right, 1, 74, 64, 77, 73, 56, 52, , , , , ,
137962, Marcel Eger, 64, D, 191, Right, 1, 46, 51, 56, 41, 72, 61, , , , , ,
137987, Jordan Lotiès, 74, D, 190, Right, 1, 71, 59, 64, 55, 75, 76, , , , , ,
138024, Gennaro Bracigliano, 72, GK, 183, Right, 1, , , , , , , 75, 73, 71, 75, 43, 76
138046, Thomas Burgstaller, 64, D, 192, Left, 0, 47, 42, 39, 36, 67, 68, , , , , ,
138050, Roman Kienast, 71, A, 191, Right, 1, 70, 68, 54, 68, 57, 76, , , , , ,
138052, Nat Borchers, 71, D, 189, Right, 0, 61, 43, 48, 52, 75, 75, , , , , ,
138066, Ludovic Obraniak, 77, M, 174, Left, 0, 78, 77, 79, 77, 61, 56, , , , , ,
138076, Shavar Thomas, 62, D, 185, Right, 0, 37, 37, 38, 47, 66, 68, , , , , ,
138080, Pape Malikou Diakhaté, 74, D, 184, Right, 1, 62, 48, 55, 50, 77, 80, , , , , ,
138083, Nicky Hunt, 58, D, 185, Right, 0, 63, 42, 54, 56, 64, 69, , , , , ,
138089, Jesper Jørgensen, 67, M, 185, Right, 0, 68, 66, 56, 67, 62, 51, , , , , ,
138094, Taylor Graham, 59, D, 193, Right, 1, 65, 45, 45, 52, 62, 60, , , , , ,
138098, Jack Jewsbury, 66, M, 183, Right, 0, 68, 65, 67, 63, 65, 67, , , , , ,
138110, Bruno Alves, 81, D, 189, Right, 1, 69, 66, 60, 62, 80, 89, , , , , ,
138123, Esteban Cambiasso, 85, M, 177, Left, 1, 75, 72, 80, 76, 79, 78, , , , , ,
138129, György Garics, 70, D, 183, Right, 0, 78, 57, 70, 66, 68, 57, , , , , ,
138139, Krzysztof Bąk, 60, D, 188, Right, 0, 69, 50, 51, 51, 65, 67, , , , , ,
138151, John Welsh, 63, M, 170, Right, 0, 61, 57, 63, 68, 63, 72, , , , , ,
138153, Darren Potter, 63, M, 185, Right, 1, 62, 64, 64, 56, 59, 62, , , , , ,
138154, Jon Otsemobor, 63, D, 178, Right, 1, 85, 36, 58, 62, 60, 67, , , , , ,
138155, Zak Whitbread, 68, D, 188, Left, 0, 47, 35, 47, 48, 71, 70, , , , , ,
138156, Herculez Gomez, 68, A, 178, Right, 0, 74, 67, 62, 66, 58, 73, , , , , ,
138180, Jamal Campbell-Ryce, 67, M, 170, Right, 0, 80, 62, 63, 70, 46, 60, , , , , ,
138181, Michael Turner, 75, D, 193, Right, 0, 53, 37, 44, 40, 77, 78, , , , , ,
138185, Stacy Long, 56, M, 173, Right, 0, 74, 46, 51, 59, 58, 63, , , , , ,
138188, Lloyd Sam, 68, A, 173, Right, 0, 77, 52, 65, 72, 53, 47, , , , , ,
138193, Joey Barton, 80, M, 180, Right, 1, 69, 71, 83, 75, 76, 69, , , , , ,
138239, Russell Anderson, 68, D, 180, Right, 0, 52, 39, 44, 43, 70, 75, , , , , ,
138241, Darren Mackie, 63, A, 175, Right, 1, 81, 59, 46, 65, 49, 65, , , , , ,
138243, Chris Clark, 65, M, 173, Left, 0, 77, 54, 63, 63, 60, 63, , , , , ,
138244, Kevin Rutkiewicz, 60, D, 185, Left, 0, 54, 23, 39, 48, 65, 54, , , , , ,
138246, Ryan Esson, 60, GK, 185, Right, 0, , , , , , , 61, 63, 56, 58, 31, 62
138249, Zander Diamond, 61, D, 189, Right, 0, 55, 41, 39, 44, 68, 72, , , , , ,
138251, Richard Foster, 67, D, 176, Right, 1, 90, 37, 56, 62, 68, 71, , , , , ,
138279, Lloyd Dyer, 65, A, 173, Left, 1, 84, 52, 66, 70, 39, 46, , , , , ,
138280, Tamika Mkandawire, 69, D, 183, Right, 0, 73, 34, 56, 57, 72, 74, , , , , ,
138288, Arron Davies, 61, M, 175, Right, 0, 69, 60, 57, 66, 46, 53, , , , , ,
138289, Chris Baird, 71, D, 179, Right, 1, 67, 55, 66, 59, 70, 77, , , , , ,
138291, Josh Saunders, 68, GK, 193, Right, 0, , , , , , , 69, 68, 71, 70, 53, 68
138294, Roger Levesque, 61, A, 188, Right, 0, 64, 56, 56, 61, 61, 71, , , , , ,
138295, Todd Dunivant, 67, D, 183, Left, 0, 68, 54, 63, 65, 68, 64, , , , , ,
138296, Brian Ching, 68, A, 183, Right, 0, 50, 64, 48, 61, 65, 75, , , , , ,
138297, Arturo Alvarez, 65, M, 175, Left, 0, 79, 65, 57, 76, 50, 52, , , , , ,
138334, Mounir El Hamdaoui, 78, A, 183, Right, 0, 70, 80, 63, 79, 55, 56, , , , , ,
138336, Brett Holman, 71, A, 176, Right, 0, 77, 68, 66, 72, 59, 60, , , , , ,
138351, Gino Coutinho, 67, GK, 180, Right, 0, , , , , , , 70, 63, 65, 72, 55, 64
138353, Patrick McCarthy, 67, D, 185, Right, 0, 65, 32, 35, 36, 70, 77, , , , , ,
138355, Nadjim Abdou, 64, M, 180, Right, 1, 79, 50, 61, 68, 68, 64, , , , , ,
138373, Kees Kwakman, 71, D, 187, Left, 0, 61, 58, 70, 64, 75, 66, , , , , ,
138380, Sebastian Olszar, 57, A, 180, Right, 0, 60, 51, 40, 50, 40, 70, , , , , ,
138381, Christian Thonhofer, 63, D, 177, Right, 0, 73, 47, 60, 63, 65, 62, , , , , ,
138384, Marc Janko, 75, A, 196, Left, 1, 38, 76, 47, 58, 56, 65, , , , , ,
138390, David Fox, 67, M, 175, Right, 0, 65, 60, 74, 57, 55, 43, , , , , ,
138412, James Milner, 81, M, 176, Right, 1, 78, 79, 84, 81, 73, 67, , , , , ,
138413, Matthew Kilgallon, 69, D, 188, Left, 0, 67, 30, 65, 47, 71, 79, , , , , ,
138415, Arnaud Bühler, 62, D, 187, Left, 0, 68, 42, 57, 56, 64, 61, , , , , ,
138423, Andy Whing, 60, D, 183, Right, 0, 62, 48, 55, 59, 64, 67, , , , , ,
138429, Gary McSheffrey, 69, A, 173, Left, 0, 76, 66, 67, 71, 49, 58, , , , , ,
13843, Chris Kirkland, 73, GK, 191, Right, 1, , , , , , , 77, 73, 73, 76, 50, 70
138436, Jonathan Walters, 75, A, 183, Right, 0, 73, 71, 60, 76, 61, 78, , , , , ,
138445, Diego Lugano, 81, D, 188, Right, 1, 53, 47, 46, 30, 83, 85, , , , , ,
138449, Kaká, 85, M, 186, Right, 1, 77, 83, 80, 87, 48, 50, , , , , ,
138450, Ricardinho, 72, M, 176, Left, 1, 42, 71, 80, 73, 58, 48, , , , , ,
138451, Souza, 74, M, 173, Right, 1, 67, 76, 77, 77, 64, 56, , , , , ,
138452, Gabriel, 68, D, 171, Right, 0, 77, 60, 71, 72, 68, 61, , , , , ,
138456, Diego Tardelli, 76, A, 179, Right, 0, 85, 74, 69, 81, 53, 69, , , , , ,
138457, Kléber, 79, A, 173, Right, 0, 66, 78, 66, 79, 65, 68, , , , , ,
138460, Roman Hubník, 72, D, 192, Right, 0, 53, 54, 60, 45, 75, 74, , , , , ,
138462, Gonçalo Brandão, 70, D, 182, Left, 0, 65, 44, 56, 48, 71, 72, , , , , ,
138463, Ruben Amorim, 76, M, 180, Right, 0, 72, 70, 76, 75, 72, 69, , , , , ,
138468, David Rozehnal, 74, D, 191, Right, 1, 46, 44, 65, 41, 77, 77, , , , , ,
138492, João Paulo, 74, D, 182, Right, 1, 55, 59, 56, 60, 75, 77, , , , , ,
138497, Amaya, 69, D, 192, Left, 0, 50, 25, 55, 38, 75, 69, , , , , ,
138529, Vladan Kujovic, 67, GK, 185, Right, 0, , , , , , , 65, 67, 68, 66, 59, 70
138532, Roel Brouwers, 71, D, 192, Right, 0, 56, 44, 48, 47, 74, 74, , , , , ,
138537, Ken Leemans, 63, M, 186, Right, 0, 59, 52, 44, 60, 68, 63, , , , , ,
138539, Ahmed Ammi, 65, D, 179, Right, 0, 70, 40, 60, 67, 65, 63, , , , , ,
138564, David van Zanten, 60, D, 178, Right, 0, 68, 32, 60, 61, 60, 67, , , , , ,
138565, Babacar Guèye, 63, A, 186, Left, 1, 75, 61, 58, 69, 52, 61, , , , , ,
138585, Niels Wellenberg, 64, D, 179, Right, 0, 63, 53, 58, 62, 65, 64, , , , , ,
138588, Demy de Zeeuw, 76, M, 176, Right, 0, 70, 76, 77, 71, 60, 67, , , , , ,
138629, Danny Buijs, 61, M, 182, Right, 0, 71, 52, 61, 59, 66, 66, , , , , ,
138637, Alberto Aguilar, 63, M, 184, Right, 0, 51, 52, 62, 57, 68, 67, , , , , ,
138640, Perico, 64, M, 178, Left, 1, 78, 59, 55, 80, 47, 49, , , , , ,
138641, Paco Esteban, 61, A, 182, Right, 1, 76, 53, 50, 68, 51, 64, , , , , ,
138652, José Luis Acciari, 65, M, 182, Right, 0, 54, 52, 54, 49, 71, 63, , , , , ,
138667, Guirane N'Daw, 68, M, 190, Left, 1, 52, 58, 66, 57, 76, 79, , , , , ,
138670, Jean-Pascal Mignot, 78, D, 183, Left, 0, 58, 46, 74, 49, 76, 75, , , , , ,
138671, Benjani, 71, A, 188, Right, 0, 71, 68, 58, 70, 55, 75, , , , , ,
138673, Hassan Yebda, 75, M, 187, Right, 0, 67, 64, 72, 70, 77, 78, , , , , ,
138679, James McEveley, 65, D, 183, Left, 0, 65, 54, 62, 58, 68, 69, , , , , ,
138680, Leandre Griffit, 62, M, 172, Right, 1, 63, 59, 65, 67, 45, 42, , , , , ,
138682, Yoann Folly, 61, M, 175, Right, 1, 73, 44, 60, 64, 69, 76, , , , , ,
138698, Almen Abdi, 74, M, 182, Right, 1, 70, 66, 74, 73, 64, 58, , , , , ,
138699, Blerim Džemaili, 75, M, 179, Right, 0, 73, 66, 74, 71, 70, 66, , , , , ,
138703, Andrés D'Alessandro, 81, M, 174, Left, 1, 71, 76, 81, 86, 54, 51, , , , , ,
138706, Diego, 74, GK, 188, Left, 1, , , , , , , 73, 76, 68, 74, 43, 77
138710, Stéphen Drouin, 64, D, 186, Right, 0, 55, 44, 48, 45, 66, 70, , , , , ,
138711, Emerse Faé, 73, M, 174, Right, 0, 71, 60, 68, 67, 75, 67, , , , , ,
138719, Chris O'Grady, 63, A, 191, Right, 0, 74, 60, 38, 56, 52, 63, , , , , ,
138722, Billy Jones, 68, D, 180, Right, 0, 67, 55, 64, 63, 70, 69, , , , , ,
138726, Joleon Lescott, 80, D, 188, Left, 1, 67, 51, 69, 59, 82, 84, , , , , ,
138729, Kasper Risgård, 64, M, 183, Right, 1, 73, 56, 68, 66, 50, 57, , , , , ,
138755, Stéphane Dumont, 69, M, 183, Right, 0, 51, 58, 67, 59, 68, 63, , , , , ,
138782, Darren Fletcher, 81, M, 184, Right, 1, 77, 67, 82, 73, 82, 81, , , , , ,
138783, Daniel Nardiello, 63, A, 180, Right, 1, 80, 57, 43, 64, 49, 65, , , , , ,
138784, Kieran Richardson, 77, M, 175, Left, 0, 85, 73, 73, 78, 69, 51, , , , , ,
138786, Ben Williams, 66, GK, 188, Right, 0, , , , , , , 66, 61, 59, 74, 54, 62
138787, Fernando Cavenaghi, 73, A, 181, Right, 1, 70, 73, 59, 68, 51, 69, , , , , ,
13879, Rickie Lambert, 70, A, 188, Right, 1, 64, 74, 44, 55, 54, 77, , , , , ,
138798, Germán Lux, 70, GK, 186, Right, 0, , , , , , , 75, 63, 64, 77, 29, 70
138806, Maxi López, 78, A, 188, Right, 0, 71, 77, 64, 74, 62, 66, , , , , ,
138810, Alejandro Domínguez, 72, A, 175, Right, 1, 69, 74, 70, 79, 51, 48, , , , , ,
138816, Dean Brill, 60, GK, 188, Right, 0, , , , , , , 57, 59, 60, 64, 31, 58
13883, Danny Whitaker, 62, M, 178, Right, 1, 62, 64, 59, 61, 54, 58, , , , , ,
138830, Dean Lewington, 65, D, 180, Left, 0, 67, 39, 57, 50, 71, 62, , , , , ,
138831, Nigel Reo-Coker, 77, M, 175, Right, 1, 77, 59, 65, 75, 80, 66, , , , , ,
138841, Lino, 73, D, 185, Left, 1, 75, 74, 75, 74, 71, 68, , , , , ,
138871, Davide Moscardelli, 73, A, 185, Left, 1, 59, 73, 58, 73, 61, 74, , , , , ,
138885, Pietro Accardi, 69, D, 176, Left, 0, 67, 46, 61, 54, 70, 74, , , , , ,
138892, Matteo Contini, 75, D, 184, Left, 0, 64, 44, 49, 51, 75, 78, , , , , ,
138900, Daniele Di Donato, 62, M, 173, Right, 0, 55, 49, 61, 58, 60, 68, , , , , ,
138901, Michele Ferri, 63, D, 182, Left, 0, 64, 49, 60, 57, 66, 66, , , , , ,
138909, Evans Soligo, 65, M, 176, Right, 0, 64, 52, 68, 61, 62, 63, , , , , ,
13891, Titus Bramble, 74, D, 185, Right, 1, 69, 42, 54, 35, 78, 82, , , , , ,
138911, Christian Terlizzi, 72, D, 194, Right, 1, 52, 44, 50, 50, 77, 74, , , , , ,
138918, Luca Rigoni, 74, M, 185, Right, 1, 60, 57, 67, 64, 76, 73, , , , , ,
138920, Roberto Vitiello, 65, D, 177, Right, 0, 66, 44, 58, 62, 66, 65, , , , , ,
138921, Matteo Abbate, 62, D, 184, Right, 0, 61, 40, 34, 33, 67, 58, , , , , ,
138924, Cristian Bertani, 70, A, 171, Right, 0, 80, 68, 60, 72, 45, 60, , , , , ,
138928, Ayodele Stephen Makinwa, 71, A, 186, Right, 1, 81, 66, 58, 68, 55, 67, , , , , ,
138932, Davide Succi, 70, A, 184, Right, 0, 69, 68, 60, 65, 51, 70, , , , , ,
138933, Bryan Bergougnoux, 71, M, 178, Right, 0, 67, 64, 63, 74, 51, 52, , , , , ,
138945, Julien Viale, 66, A, 180, Right, 0, 69, 64, 54, 59, 45, 69, , , , , ,
138949, Antolín Alcaraz, 73, D, 187, Right, 0, 54, 40, 59, 54, 73, 75, , , , , ,
138956, Giorgio Chiellini, 84, D, 186, Left, 1, 82, 58, 64, 48, 86, 85, , , , , ,
138957, Maurizio Ciaramitaro, 62, M, 180, Right, 1, 65, 56, 67, 60, 60, 57, , , , , ,
138958, Tomas Danilevicius, 67, A, 190, Right, 0, 55, 64, 50, 58, 62, 80, , , , , ,
138971, Nicola Pavarini, 67, GK, 188, Right, 0, , , , , , , 71, 60, 61, 63, 30, 72
138972, Marc Pfertzel, 67, D, 182, Right, 0, 65, 55, 64, 58, 70, 73, , , , , ,
138986, Pável Pardo, 71, M, 174, Right, 1, 66, 63, 73, 61, 69, 58, , , , , ,
138993, Sebastián Abreu, 77, A, 193, Left, 1, 61, 75, 68, 67, 60, 78, , , , , ,
138995, Álvaro Ortíz, 63, D, 178, Right, 1, 53, 66, 61, 59, 65, 68, , , , , ,
139006, Oswaldo Sánchez, 76, GK, 184, Right, 0, , , , , , , 83, 69, 61, 81, 45, 69
139010, Manuel de la Torre, 68, D, 170, Left, 0, 72, 58, 69, 65, 67, 69, , , , , ,
139012, Israel López, 63, M, 166, Right, 1, 55, 63, 69, 62, 65, 67, , , , , ,
139016, Israel Castro, 73, M, 176, Right, 0, 71, 61, 71, 68, 73, 68, , , , , ,
139024, Ismael Íñiguez, 64, A, 168, Right, 0, 74, 61, 60, 66, 49, 63, , , , , ,
139031, Luke Oliver, 58, D, 200, Right, 1, 46, 29, 19, 19, 68, 58, , , , , ,
139037, Sebastián Battaglia, 74, M, 180, Right, 1, 76, 63, 78, 73, 69, 74, , , , , ,
139038, Nicolás Burdisso, 78, D, 182, Right, 0, 70, 47, 59, 52, 78, 82, , , , , ,
139056, Rolando Schiavi, 73, D, 192, Right, 1, 64, 64, 62, 46, 76, 77, , , , , ,
139057, Clemente Rodríguez, 74, D, 167, Left, 1, 81, 56, 74, 70, 69, 67, , , , , ,
139062, Wilfredo Caballero, 75, GK, 186, Right, 0, , , , , , , 75, 76, 68, 78, 52, 74
139064, Leonardo Ponzio, 74, M, 178, Right, 1, 69, 63, 63, 66, 75, 62, , , , , ,
139068, Nani, 85, A, 175, Right, 1, 87, 80, 79, 87, 51, 51, , , , , ,
139070, Manuel José, 69, A, 174, Right, 0, 68, 56, 70, 71, 64, 56, , , , , ,
139073, João Tomás, 72, A, 188, Right, 1, 33, 72, 63, 62, 59, 77, , , , , ,
139076, Kwak Hee Ju, 66, D, 184, Right, 0, 67, 52, 51, 57, 68, 69, , , , , ,
139094, Helton, 82, GK, 189, Right, 1, , , , , , , 82, 80, 75, 83, 45, 81
139124, Paulo Assunção, 75, M, 174, Right, 0, 68, 50, 62, 58, 79, 70, , , , , ,
13914, Paul Robinson, 79, GK, 193, Right, 0, , , , , , , 82, 77, 92, 83, 50, 74
139162, Fabrizio Zambrella, 64, M, 182, Right, 0, 70, 58, 61, 68, 57, 55, , , , , ,
139163, Anthony Favre, 58, GK, 194, Right, 0, , , , , , , 63, 61, 53, 54, 60, 59
139165, Juan de Dios Ibarra, 63, GK, 183, Right, 1, , , , , , , 66, 69, 59, 60, 48, 59
139169, Walter Erviti, 74, M, 170, Left, 1, 71, 66, 74, 76, 63, 61, , , , , ,
139171, Luis Pérez, 69, M, 170, Right, 0, 71, 64, 71, 68, 68, 62, , , , , ,
139200, Brian Howard, 66, M, 173, Left, 0, 59, 68, 67, 66, 50, 54, , , , , ,
139211, Héctor Reynoso, 71, D, 184, Right, 1, 57, 53, 60, 54, 76, 74, , , , , ,
139213, Luis Michel, 74, GK, 178, Right, 1, , , , , , , 75, 70, 71, 76, 49, 75
139218, Rafael Medina, 65, D, 177, Right, 0, 68, 59, 66, 61, 60, 48, , , , , ,
13922, Clinton Morrison, 65, A, 178, Right, 0, 68, 61, 51, 64, 56, 66, , , , , ,
139223, Alberto Medina, 71, A, 172, Right, 1, 88, 64, 67, 74, 47, 61, , , , , ,
139224, Omar Bravo, 71, A, 169, Right, 1, 72, 72, 65, 73, 56, 73, , , , , ,
139225, Isaac Romo, 64, A, 191, Right, 0, 64, 62, 53, 56, 57, 71, , , , , ,
139228, Miguel Sabah, 71, A, 175, Right, 0, 74, 67, 64, 69, 54, 74, , , , , ,
139229, Carlos Salcido, 74, D, 176, Left, 1, 77, 52, 68, 72, 72, 76, , , , , ,
139234, Fabián Vargas, 69, M, 178, Right, 0, 64, 64, 65, 67, 69, 71, , , , , ,
139245, André Amougou, 70, D, 183, Right, 0, 75, 48, 50, 52, 69, 72, , , , , ,
139249, Lucien Aubey, 63, D, 181, Left, 0, 43, 42, 58, 48, 65, 74, , , , , ,
139259, Davide Callà, 62, M, 175, Right, 0, 72, 49, 60, 60, 51, 57, , , , , ,
139274, Boštjan Cesar, 76, D, 191, Left, 1, 56, 38, 52, 29, 82, 77, , , , , ,
139296, David Nugent, 73, A, 181, Right, 1, 82, 69, 52, 78, 47, 65, , , , , ,
1393, Erik Nevland, 73, A, 177, Right, 1, 80, 69, 60, 77, 56, 76, , , , , ,
139300, Terry Dunfield, 61, M, 170, Right, 0, 52, 57, 63, 60, 58, 63, , , , , ,
139301, Tom Kennedy, 61, D, 180, Left, 0, 62, 42, 64, 63, 56, 59, , , , , ,
139311, Markus Böcskör, 55, GK, 184, Right, 0, , , , , , , 54, 58, 54, 55, 53, 51
139313, Christian Fuchs, 76, D, 186, Left, 0, 74, 72, 76, 72, 74, 69, , , , , ,
139316, Ricky Ravenhill, 60, M, 178, Right, 0, 63, 54, 56, 60, 66, 67, , , , , ,
139317, Jonathan Stead, 68, A, 191, Right, 0, 66, 67, 58, 64, 52, 74, , , , , ,
139343, Kevin Foley, 70, D, 183, Right, 0, 65, 46, 68, 57, 70, 62, , , , , ,
139345, Neil Austin, 59, D, 178, Right, 0, 64, 31, 45, 46, 66, 65, , , , , ,
139347, Rory Fallon, 63, A, 188, Right, 0, 55, 61, 52, 49, 55, 68, , , , , ,
139348, Antony Kay, 62, M, 180, Right, 0, 68, 58, 54, 51, 67, 71, , , , , ,
139349, Gary Jones, 63, M, 178, Right, 0, 60, 61, 62, 55, 69, 67, , , , , ,
139350, Robbie Williams, 62, D, 178, Left, 0, 65, 44, 49, 50, 67, 66, , , , , ,
139368, Jason Shackell, 72, D, 193, Left, 1, 67, 36, 52, 48, 74, 77, , , , , ,
139370, No Byung Jun, 66, A, 177, Right, 1, 85, 61, 61, 72, 52, 72, , , , , ,
139385, Anderson Polga, 76, D, 183, Right, 0, 53, 59, 63, 59, 77, 76, , , , , ,
139393, Hong Soon Hak, 62, M, 179, Right, 0, 71, 59, 61, 62, 62, 59, , , , , ,
139407, Park Jong Jin, 56, D, 170, Right, 0, 72, 32, 42, 51, 63, 51, , , , , ,
139415, Kim Jung Woo, 74, A, 183, Right, 1, 77, 75, 74, 71, 71, 76, , , , , ,
139417, Chung Kyung Ho, 61, A, 179, Right, 0, 60, 60, 60, 66, 52, 59, , , , , ,
139428, Park Jae Hong, 62, D, 184, Left, 0, 71, 45, 45, 45, 66, 68, , , , , ,
139440, Kim Sang Sik, 67, M, 184, Right, 0, 71, 54, 64, 65, 70, 75, , , , , ,
139442, Oh Seung Bum, 62, M, 174, Right, 1, 72, 64, 64, 67, 66, 66, , , , , ,
139454, Park Ho Jin, 61, GK, 190, Right, 0, , , , , , , 62, 56, 62, 62, 36, 65
139459, Ian Evatt, 72, D, 191, Right, 1, 63, 38, 44, 36, 76, 76, , , , , ,
139461, Caleb Folan, 70, A, 188, Right, 0, 77, 63, 40, 70, 57, 72, , , , , ,
139464, Alan Connell, 54, A, 180, Right, 0, 61, 50, 44, 47, 41, 57, , , , , ,
139471, Matt Harrold, 60, A, 185, Right, 0, 64, 55, 43, 64, 48, 62, , , , , ,
139474, Pat Baldwin, 60, D, 183, Right, 0, 52, 31, 46, 58, 63, 65, , , , , ,
139475, Greg Halford, 67, D, 194, Right, 1, 58, 63, 71, 61, 65, 69, , , , , ,
139476, Dean Gerken, 66, GK, 183, Right, 0, , , , , , , 69, 60, 65, 71, 56, 62
139479, Gareth Ainsworth, 63, M, 178, Right, 0, 63, 62, 59, 64, 51, 51, , , , , ,
139482, Marcus Bean, 63, M, 180, Right, 1, 75, 59, 61, 67, 64, 60, , , , , ,
139483, Dennis Oli, 56, A, 183, Right, 1, 81, 49, 50, 59, 48, 60, , , , , ,
139489, Francisco Torres, 66, M, 171, Right, 0, 79, 65, 59, 72, 45, 54, , , , , ,
139499, Jin Kyung Sun, 64, M, 178, Left, 1, 77, 63, 65, 56, 67, 61, , , , , ,
139500, Choi Eun Sung, 65, GK, 184, Right, 0, , , , , , , 68, 61, 67, 67, 43, 63
139527, Kevin McKenna, 69, D, 190, Right, 0, 33, 58, 59, 44, 71, 74, , , , , ,
139529, Patrick Kisnorbo, 71, D, 185, Right, 1, 59, 41, 40, 46, 75, 80, , , , , ,
139533, Alan Hutton, 76, D, 185, Right, 0, 79, 48, 71, 73, 76, 72, , , , , ,
139535, Jason Scotland, 68, A, 173, Right, 0, 66, 65, 42, 65, 57, 64, , , , , ,
139539, Graeme Smith, 61, GK, 188, Right, 0, , , , , , , 61, 64, 57, 61, 47, 60
139541, Gary McDonald, 59, M, 185, Right, 0, 66, 48, 55, 61, 68, 64, , , , , ,
139549, Jamie McAllister, 65, D, 178, Left, 0, 54, 52, 63, 62, 68, 62, , , , , ,
139551, Jon-Paul McGovern, 62, M, 173, Right, 0, 52, 48, 63, 67, 51, 59, , , , , ,
139555, James McPake, 63, D, 189, Right, 1, 62, 41, 44, 32, 67, 78, , , , , ,
139561, Cédric Berthelin, 62, GK, 194, Right, 0, , , , , , , 61, 62, 57, 62, 33, 65
139572, Alessandro Cordaro, 64, M, 169, Right, 1, 76, 57, 62, 70, 46, 54, , , , , ,
139597, Javi Guerra, 74, A, 179, Right, 1, 77, 69, 52, 66, 56, 78, , , , , ,
139609, Craig Conway, 71, M, 170, Right, 1, 73, 64, 67, 78, 55, 41, , , , , ,
139614, David Proctor, 60, D, 183, Right, 0, 59, 23, 52, 55, 65, 56, , , , , ,
139621, John Sutton, 70, A, 188, Right, 1, 67, 65, 45, 62, 56, 75, , , , , ,
139643, John Rankin, 64, M, 173, Left, 1, 75, 63, 63, 67, 63, 72, , , , , ,
139668, Federico Marchetti, 79, GK, 190, Left, 0, , , , , , , 80, 78, 64, 84, 37, 76
139669, Giovanni Marchese, 69, D, 182, Left, 0, 73, 52, 66, 62, 69, 64, , , , , ,
139701, Jos Hooiveld, 69, D, 191, Left, 0, 63, 50, 52, 48, 70, 65, , , , , ,
139714, Dmitriy Sychev, 74, A, 176, Right, 1, 81, 73, 73, 75, 55, 71, , , , , ,
139716, Evgeniy Aldonin, 69, M, 179, Right, 0, 65, 60, 72, 64, 66, 62, , , , , ,
139720, Vincent Kompany, 84, D, 192, Right, 1, 73, 60, 72, 71, 85, 77, , , , , ,
139722, Goran Lovre, 67, M, 189, Right, 0, 61, 64, 67, 69, 58, 70, , , , , ,
139727, Frank Boeckx, 65, GK, 183, Right, 0, , , , , , , 65, 64, 73, 67, 59, 64
139728, Tom Van Imschoot, 64, M, 180, Left, 0, 51, 62, 59, 67, 58, 55, , , , , ,
139755, Mohamed Messoudi, 67, M, 178, Right, 0, 68, 60, 63, 71, 50, 59, , , , , ,
139783, Mark Paston, 63, GK, 194, Right, 1, , , , , , , 67, 59, 52, 66, 31, 61
139784, David Clarkson, 64, A, 178, Right, 0, 66, 62, 52, 64, 55, 63, , , , , ,
139788, Emmerik De Vriese, 61, M, 180, Left, 0, 74, 56, 57, 64, 54, 54, , , , , ,
139792, Bolívar, 76, D, 185, Right, 0, 71, 47, 62, 61, 78, 74, , , , , ,
