
   Detailed Statistics  
    Departures 
  
  Airport: Austin-Round Rock, TX - Austin-Bergstrom International (AUS)
  Airline: Southwest Airlines (WN)
  Month(s): July
  Day(s): 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30 and  31
  Year(s): 2015
  NOTE:  A complete listing of airline  and airport  abbreviations is available. Times are reported in local time using a 24 hour clock.
  Airlines began reporting tarmac times for cancelled and diverted flights in October 2008. Tarmac times for cancelled or diverted flights operated prior to Oct. 1, 2008 are not available. Cause of delay data is available on this database beginning with flights operated in October 2008. For cause of delay data from June 2003, when cause of delay data was first reported, see  BTS Causes of Delay  or the  On-Time Performance database  For an explanation of the Cause of Delay reporting, see Understanding the  Reporting of Causes of Flight Delays and Cancellations. 
  All Cause of Delay (in minutes) are referring to the Arrival Delay.
   

  
  Carrier Code,Date (MM/DD/YYYY),Flight Number,Tail Number,Destination Airport ,Scheduled Departure Time,Actual Departure Time,Scheduled Elapsed Time(Minutes),Actual Elapsed Time(Minutes),Departure Delay(Minutes),Wheels-off Time,Taxi-out Time(Minutes),DelayCarrier(Minutes),DelayWeather(Minutes),DelayNational Aviation System(Minutes),DelaySecurity(Minutes),DelayLate Aircraft Arrival(Minutes),
  WN,07/04/2015,1928,N713SW,ELP,10:40,10:40,0090 ,0085,0,10:50,0010,0000,0000,0000,0000,0000,
  WN,07/04/2015,1954,N602SW,OAK,14:45,14:46,0225 ,0211,1,14:57,0011,0000,0000,0000,0000,0000,
  WN,07/04/2015,2025,N7741C,ATL,17:30,17:33,0135 ,0118,3,17:40,0007,0000,0000,0000,0000,0000,
  WN,07/04/2015,2190,N523SW,ELP,14:00,13:54,0090 ,0083,-6,14:02,0008,0000,0000,0000,0000,0000,
  WN,07/04/2015,2270,N524SW,HOU,14:55,14:48,0050 ,0045,-7,14:56,0008,0000,0000,0000,0000,0000,
  WN,07/04/2015,2449,N266WN,LAS,16:25,16:22,0170 ,0156,-3,16:30,0008,0000,0000,0000,0000,0000,
  WN,07/04/2015,2474,N407WN,HOU,12:45,12:56,0050 ,0043,11,13:03,0007,0000,0000,0000,0000,0000,
  WN,07/04/2015,2495,N276WN,SNA,07:30,07:32,0180 ,0165,2,07:40,0008,0000,0000,0000,0000,0000,
  WN,07/04/2015,2936,N656SW,TPA,14:05,14:15,0140 ,0139,10,14:25,0010,0000,0000,0000,0000,0000,
  WN,07/04/2015,3269,N957WN,STL,13:40,13:36,0120 ,0118,-4,13:47,0011,0000,0000,0000,0000,0000,
  WN,07/04/2015,3271,N957WN,PDX,18:40,18:37,0245 ,0233,-3,18:46,0009,0000,0000,0000,0000,0000,
  WN,07/04/2015,3898,N8312C,SAN,11:15,11:13,0170 ,0155,-2,11:23,0010,0000,0000,0000,0000,0000,
  WN,07/04/2015,4183,N644SW,PHX,19:15,19:05,0140 ,0134,-10,19:16,0011,0000,0000,0000,0000,0000,
  WN,07/04/2015,4583,N621SW,LAX,17:40,17:35,0185 ,0177,-5,17:47,0012,0000,0000,0000,0000,0000,
  WN,07/05/2015,0144,N8651A,SAN,20:55,21:10,0170 ,0160,15,21:20,0010,0000,0000,0000,0000,0000,
  WN,07/05/2015,0178,N7703A,ELP,20:30,20:39,0090 ,0084,9,20:48,0009,0000,0000,0000,0000,0000,
  WN,07/05/2015,0238,N751SW,DAL,12:30,12:33,0055 ,0051,3,12:41,0008,0000,0000,0000,0000,0000,
  WN,07/05/2015,0285,N528SW,DAL,09:25,09:24,0055 ,0050,-1,09:32,0008,0000,0000,0000,0000,0000,
  WN,07/05/2015,0311,N489WN,MDW,15:05,15:34,0150 ,0143,29,15:42,0008,0022,0000,0000,0000,0000,
  WN,07/05/2015,0329,N528SW,HOU,16:00,16:08,0050 ,0063,8,16:30,0022,0000,0000,0013,0000,0008,
  WN,07/05/2015,0341,N261WN,OAK,18:00,18:00,0225 ,0213,0,18:14,0014,0000,0000,0000,0000,0000,
  WN,07/05/2015,0356,N636WN,PHX,20:10,20:09,0140 ,0140,-1,20:18,0009,0000,0000,0000,0000,0000,
  WN,07/05/2015,0359,N280WN,EWR,06:45,06:44,0225 ,0214,-1,06:53,0009,0000,0000,0000,0000,0000,
  WN,07/05/2015,0419,N7812G,MDW,18:15,18:39,0155 ,0178,24,18:49,0010,0024,0000,0023,0000,0000,
  WN,07/05/2015,0454,N511SW,HOU,11:30,11:26,0050 ,0047,-4,11:33,0007,0000,0000,0000,0000,0000,
  WN,07/05/2015,0554,N905WN,DEN,20:25,20:23,0135 ,0115,-2,20:30,0007,0000,0000,0000,0000,0000,
  WN,07/05/2015,0556,N8645A,BWI,06:00,05:59,0200 ,0182,-1,06:08,0009,0000,0000,0000,0000,0000,
  WN,07/05/2015,0604,N8621A,DEN,14:50,14:54,0130 ,0118,4,15:03,0009,0000,0000,0000,0000,0000,
  WN,07/05/2015,0658,N428WN,DEN,10:45,10:45,0130 ,0123,0,10:54,0009,0000,0000,0000,0000,0000,
  WN,07/05/2015,0686,N8328A,MCO,17:25,18:18,0155 ,0155,53,18:28,0010,0000,0053,0000,0000,0000,
  WN,07/05/2015,0709,N389SW,FLL,11:10,11:17,0165 ,0154,7,11:24,0007,0000,0000,0000,0000,0000,
  WN,07/05/2015,0801,N620SW,DAL,15:35,15:55,0060 ,0049,20,16:04,0009,0000,0000,0000,0000,0000,
  WN,07/05/2015,0829,N646SW,BWI,17:10,17:11,0205 ,0202,1,17:21,0010,0000,0000,0000,0000,0000,
  WN,07/05/2015,0836,N8617E,BNA,13:30,13:32,0120 ,0119,2,13:40,0008,0000,0000,0000,0000,0000,
  WN,07/05/2015,0857,N632SW,DAL,10:30,10:41,0055 ,0052,11,10:51,0010,0000,0000,0000,0000,0000,
  WN,07/05/2015,0862,N8602F,SJC,18:35,19:04,0215 ,0200,29,19:13,0009,0000,0000,0000,0000,0000,
  WN,07/05/2015,0891,N523SW,LBB,16:20,16:14,0070 ,0071,-6,16:24,0010,0000,0000,0000,0000,0000,
  WN,07/05/2015,0998,N296WN,LAX,08:05,08:04,0185 ,0174,-1,08:13,0009,0000,0000,0000,0000,0000,
  WN,07/05/2015,1030,N8324A,PHX,12:25,13:25,0140 ,0133,60,13:40,0015,0053,0000,0000,0000,0000,
  WN,07/05/2015,1354,N966WN,DAL,17:25,17:23,0055 ,0053,-2,17:32,0009,0000,0000,0000,0000,0000,
  WN,07/05/2015,1403,N8602F,LAS,11:25,11:24,0165 ,0156,-1,11:34,0010,0000,0000,0000,0000,0000,
  WN,07/05/2015,1694,N907WN,PHX,07:00,06:59,0140 ,0143,-1,07:09,0010,0000,0000,0000,0000,0000,
  WN,07/05/2015,1901,N359SW,MCO,10:25,10:22,0155 ,0150,-3,10:30,0008,0000,0000,0000,0000,0000,
  WN,07/05/2015,2263,N281WN,DAL,18:40,18:58,0055 ,0049,18,19:07,0009,0000,0000,0000,0000,0000,
  WN,07/05/2015,2284,N795SW,FLL,16:45,16:50,0165 ,0170,5,16:59,0009,0000,0000,0000,0000,0000,
  WN,07/05/2015,2485,N730SW,ATL,05:45,05:42,0135 ,0134,-3,05:50,0008,0000,0000,0000,0000,0000,
  WN,07/05/2015,2495,N224WN,SNA,07:35,07:34,0180 ,0171,-1,07:43,0009,0000,0000,0000,0000,0000,
  WN,07/05/2015,2876,N921WN,STL,13:25,13:22,0120 ,0120,-3,13:31,0009,0000,0000,0000,0000,0000,
  WN,07/05/2015,3047,N8606C,LAS,20:20,20:17,0165 ,0152,-3,20:25,0008,0000,0000,0000,0000,0000,
  WN,07/05/2015,3054,N921WN,PDX,18:45,18:43,0245 ,0235,-2,18:54,0011,0000,0000,0000,0000,0000,
  WN,07/05/2015,3304,N408WN,ATL,18:10,18:11,0135 ,0148,1,18:26,0015,0000,0000,0000,0000,0000,
  WN,07/05/2015,3569,N933WN,DAL,14:05,14:13,0055 ,0062,8,14:26,0013,0008,0000,0007,0000,0000,
  WN,07/05/2015,3933,N7743B,ELP,10:40,10:38,0090 ,0085,-2,10:48,0010,0000,0000,0000,0000,0000,
  WN,07/05/2015,3937,N704SW,DAL,08:10,08:05,0060 ,0055,-5,08:15,0010,0000,0000,0000,0000,0000,
  WN,07/05/2015,4033,N514SW,MSY,07:50,07:48,0085 ,0075,-2,07:56,0008,0000,0000,0000,0000,0000,
  WN,07/05/2015,4057,N7746C,HOU,18:40,18:40,0050 ,0055,0,18:58,0018,0000,0000,0000,0000,0000,
  WN,07/05/2015,4096,N632SW,BNA,05:30,05:23,0120 ,0122,-7,05:31,0008,0000,0000,0000,0000,0000,
  WN,07/05/2015,4116,N8603F,MDW,07:10,07:09,0165 ,0152,-1,07:20,0011,0000,0000,0000,0000,0000,
  WN,07/05/2015,4137,N724SW,SJC,09:20,09:19,0220 ,0200,-1,09:27,0008,0000,0000,0000,0000,0000,
  WN,07/05/2015,4141,N361SW,HRL,09:20,09:15,0060 ,0055,-5,09:25,0010,0000,0000,0000,0000,0000,
  WN,07/05/2015,4142,N267WN,LAS,06:05,06:04,0165 ,0158,-1,06:16,0012,0000,0000,0000,0000,0000,
  WN,07/05/2015,4180,N376SW,SAN,11:30,12:01,0175 ,0156,31,12:10,0009,0000,0000,0000,0000,0000,
  WN,07/05/2015,4195,N527SW,ELP,14:25,14:23,0090 ,0083,-2,14:32,0009,0000,0000,0000,0000,0000,
  WN,07/05/2015,4365,N257WN,MCO,08:30,08:25,0155 ,0149,-5,08:32,0007,0000,0000,0000,0000,0000,
  WN,07/05/2015,4551,N653SW,DEN,08:30,08:30,0125 ,0122,0,08:39,0009,0000,0000,0000,0000,0000,
  WN,07/05/2015,4630,N389SW,DEN,05:50,05:49,0130 ,0132,-1,05:59,0010,0000,0000,0000,0000,0000,
  WN,07/05/2015,4819,N7751A,PHX,17:25,17:26,0150 ,0132,1,17:36,0010,0000,0000,0000,0000,0000,
  WN,07/05/2015,4913,N621SW,TPA,11:35,11:39,0140 ,0146,4,11:52,0013,0000,0000,0000,0000,0000,
  WN,07/05/2015,4924,N960WN,LAX,16:00,16:02,0185 ,0179,2,16:12,0010,0000,0000,0000,0000,0000,
  WN,07/05/2015,4927,N8651A,DCA,12:40,12:37,0195 ,0187,-3,12:44,0007,0000,0000,0000,0000,0000,
  WN,07/05/2015,5888,N525SW,DAL,20:00,19:59,0055 ,0049,-1,20:08,0009,0000,0000,0000,0000,0000,
  WN,07/06/2015,0103,N8309C,MDW,06:30,06:29,0165 ,0154,-1,06:40,0011,0000,0000,0000,0000,0000,
  WN,07/06/2015,0144,N8651A,SAN,20:55,20:57,0170 ,0162,2,21:08,0011,0000,0000,0000,0000,0000,
  WN,07/06/2015,0178,N646SW,ELP,20:30,20:29,0090 ,0095,-1,20:47,0018,0000,0000,0000,0000,0000,
  WN,07/06/2015,0232,N900WN,ATL,05:45,05:44,0135 ,0145,-1,05:52,0008,0000,0000,0000,0000,0000,
  WN,07/06/2015,0238,N655WN,DAL,12:30,12:43,0055 ,0057,13,12:57,0014,0000,0000,0002,0000,0013,
  WN,07/06/2015,0285,N511SW,DAL,09:25,09:24,0055 ,0052,-1,09:32,0008,0000,0000,0000,0000,0000,
  WN,07/06/2015,0311,N710SW,MDW,15:05,15:32,0150 ,0159,27,15:43,0011,0022,0000,0009,0000,0005,
  WN,07/06/2015,0329,N511SW,HOU,16:00,15:57,0050 ,0043,-3,16:04,0007,0000,0000,0000,0000,0000,
  WN,07/06/2015,0341,N235WN,OAK,18:00,18:03,0225 ,0217,3,18:11,0008,0000,0000,0000,0000,0000,
  WN,07/06/2015,0356,N423WN,PHX,20:10,20:31,0140 ,0146,21,20:52,0021,0000,0000,0006,0000,0021,
  WN,07/06/2015,0359,N778SW,EWR,06:45,06:45,0225 ,0224,0,07:03,0018,0000,0000,0000,0000,0000,
  WN,07/06/2015,0419,N750SA,MDW,18:15,18:13,0155 ,0194,-2,18:26,0013,0000,0000,0037,0000,0000,
  WN,07/06/2015,0454,N528SW,HOU,11:30,11:27,0050 ,0048,-3,11:35,0008,0000,0000,0000,0000,0000,
  WN,07/06/2015,0554,N267WN,DEN,20:25,20:28,0135 ,0143,3,20:43,0015,0000,0000,0000,0000,0000,
  WN,07/06/2015,0556,N8652B,BWI,06:00,06:02,0200 ,0189,2,06:11,0009,0000,0000,0000,0000,0000,
  WN,07/06/2015,0604,N8622A,DEN,14:50,14:50,0130 ,0119,0,14:59,0009,0000,0000,0000,0000,0000,
  WN,07/06/2015,0622,N426WN,MSY,07:20,07:17,0085 ,0071,-3,07:24,0007,0000,0000,0000,0000,0000,
  WN,07/06/2015,0626,N7727A,HOU,05:35,05:33,0045 ,0043,-2,05:42,0009,0000,0000,0000,0000,0000,
  WN,07/06/2015,0657,N730SW,DAL,17:25,17:25,0055 ,0051,0,17:33,0008,0000,0000,0000,0000,0000,
  WN,07/06/2015,0658,N245WN,DEN,10:45,10:43,0130 ,0122,-2,10:51,0008,0000,0000,0000,0000,0000,
  WN,07/06/2015,0664,N7720F,SJC,06:35,06:33,0220 ,0207,-2,06:45,0012,0000,0000,0000,0000,0000,
  WN,07/06/2015,0686,N8624J,MCO,17:25,18:06,0155 ,0150,41,18:18,0012,0000,0000,0000,0000,0036,
  WN,07/06/2015,0709,N649SW,FLL,11:10,11:06,0165 ,0162,-4,11:18,0012,0000,0000,0000,0000,0000,
  WN,07/06/2015,0771,N786SW,HOU,18:40,18:49,0050 ,0050,9,18:58,0009,0000,0000,0000,0000,0000,
  WN,07/06/2015,0801,N388SW,DAL,15:35,15:42,0060 ,0054,7,15:50,0008,0000,0000,0000,0000,0000,
  WN,07/06/2015,0829,N386SW,BWI,17:10,17:19,0205 ,0247,9,17:28,0009,0006,0000,0042,0000,0003,
  WN,07/06/2015,0836,N8633A,BNA,13:30,13:29,0120 ,0119,-1,13:37,0008,0000,0000,0000,0000,0000,
  WN,07/06/2015,0857,N390SW,DAL,10:30,10:33,0055 ,0052,3,10:41,0008,0000,0000,0000,0000,0000,
  WN,07/06/2015,0862,N8315C,SJC,18:35,18:34,0215 ,0216,-1,18:53,0019,0000,0000,0000,0000,0000,
  WN,07/06/2015,0891,N527SW,LBB,16:20,16:15,0070 ,0067,-5,16:24,0009,0000,0000,0000,0000,0000,
  WN,07/06/2015,0893,N946WN,LAS,05:35,05:35,0165 ,0152,0,05:43,0008,0000,0000,0000,0000,0000,
  WN,07/06/2015,1017,N515SW,DAL,06:30,06:30,0060 ,0053,0,06:38,0008,0000,0000,0000,0000,0000,
  WN,07/06/2015,1030,N8610A,PHX,12:25,12:30,0140 ,0137,5,12:44,0014,0000,0000,0000,0000,0000,
  WN,07/06/2015,1249,N928WN,LAX,05:30,05:33,0185 ,0175,3,05:41,0008,0000,0000,0000,0000,0000,
  WN,07/06/2015,1255,N390SW,BNA,05:10,05:09,0120 ,0127,-1,05:19,0010,0000,0000,0000,0000,0000,
  WN,07/06/2015,1403,N8315C,LAS,11:25,11:25,0165 ,0155,0,11:34,0009,0000,0000,0000,0000,0000,
  WN,07/06/2015,1694,N943WN,PHX,07:00,07:00,0140 ,0137,0,07:15,0015,0000,0000,0000,0000,0000,
  WN,07/06/2015,1901,N358SW,MCO,10:25,10:37,0155 ,0150,12,10:44,0007,0000,0000,0000,0000,0000,
  WN,07/06/2015,2263,N782SA,DAL,18:40,18:40,0055 ,0052,0,18:51,0011,0000,0000,0000,0000,0000,
  WN,07/06/2015,2284,N214WN,FLL,16:45,16:49,0165 ,0164,4,17:02,0013,0000,0000,0000,0000,0000,
  WN,07/06/2015,2495,N7719A,SNA,07:35,07:38,0180 ,0170,3,07:48,0010,0000,0000,0000,0000,0000,
  WN,07/06/2015,2876,N949WN,STL,13:25,13:25,0120 ,0125,0,13:35,0010,0000,0000,0000,0000,0000,
  WN,07/06/2015,2950,N968WN,DAL,14:05,14:14,0055 ,0049,9,14:22,0008,0000,0000,0000,0000,0000,
  WN,07/06/2015,3047,N8328A,LAS,20:20,20:21,0165 ,0161,1,20:31,0010,0000,0000,0000,0000,0000,
  WN,07/06/2015,3054,N949WN,PDX,18:45,18:43,0245 ,0236,-2,19:00,0017,0000,0000,0000,0000,0000,
  WN,07/06/2015,3304,N226WN,ATL,18:10,18:12,0135 ,0134,2,18:20,0008,0000,0000,0000,0000,0000,
  WN,07/06/2015,3307,N394SW,HRL,09:15,09:14,0060 ,0063,-1,09:30,0016,0000,0000,0000,0000,0000,
  WN,07/06/2015,3933,N7713A,ELP,10:40,10:44,0090 ,0086,4,10:56,0012,0000,0000,0000,0000,0000,
  WN,07/06/2015,3937,N220WN,DAL,08:10,08:09,0060 ,0051,-1,08:16,0007,0000,0000,0000,0000,0000,
  WN,07/06/2015,4195,N523SW,ELP,14:25,14:20,0090 ,0090,-5,14:33,0013,0000,0000,0000,0000,0000,
  WN,07/06/2015,4551,N7703A,DEN,08:30,08:39,0125 ,0127,9,08:58,0019,0000,0000,0000,0000,0000,
  WN,07/06/2015,4621,N626SW,SAN,11:35,11:35,0175 ,0166,0,11:44,0009,0000,0000,0000,0000,0000,
  WN,07/06/2015,4630,N649SW,DEN,05:50,05:49,0130 ,0135,-1,06:05,0016,0000,0000,0000,0000,0000,
  WN,07/06/2015,4819,N906WN,PHX,17:25,17:29,0150 ,0133,4,17:38,0009,0000,0000,0000,0000,0000,
  WN,07/06/2015,4913,N602SW,TPA,11:35,11:39,0140 ,0143,4,11:46,0007,0000,0000,0000,0000,0000,
  WN,07/06/2015,4924,N255WN,LAX,16:00,16:04,0185 ,0182,4,16:14,0010,0000,0000,0000,0000,0000,
  WN,07/06/2015,4927,N8651A,DCA,12:40,12:40,0195 ,0193,0,12:53,0013,0000,0000,0000,0000,0000,
  WN,07/06/2015,5888,N520SW,DAL,20:00,19:59,0055 ,0057,-1,20:08,0009,0000,0000,0000,0000,0000,
  WN,07/07/2015,0103,N8640D,MDW,06:30,06:30,0165 ,0142,0,06:39,0009,0000,0000,0000,0000,0000,
  WN,07/07/2015,0144,N8651A,SAN,20:55,21:24,0170 ,0174,29,21:33,0009,0010,0000,0004,0000,0019,
  WN,07/07/2015,0178,N616SW,ELP,20:30,21:43,0090 ,0097,73,21:54,0011,0004,0000,0007,0000,0069,
  WN,07/07/2015,0232,N442WN,ATL,05:45,05:45,0135 ,0134,0,05:56,0011,0000,0000,0000,0000,0000,
  WN,07/07/2015,0238,N292WN,DAL,12:30,12:28,0055 ,0048,-2,12:34,0006,0000,0000,0000,0000,0000,
  WN,07/07/2015,0285,N515SW,DAL,09:25,09:24,0055 ,0052,-1,09:36,0012,0000,0000,0000,0000,0000,
  WN,07/07/2015,0311,N7735A,MDW,15:05,15:13,0150 ,0137,8,15:21,0008,0000,0000,0000,0000,0000,
  WN,07/07/2015,0329,N515SW,HOU,16:00,15:58,0050 ,0043,-2,16:05,0007,0000,0000,0000,0000,0000,
  WN,07/07/2015,0341,N966WN,OAK,18:00,20:45,0225 ,0213,165,20:54,0009,0006,0000,0000,0000,0147,
  WN,07/07/2015,0356,N601WN,PHX,20:10,20:10,0140 ,0139,0,20:18,0008,0000,0000,0000,0000,0000,
  WN,07/07/2015,0359,N480WN,EWR,06:45,06:41,0225 ,0215,-4,06:50,0009,0000,0000,0000,0000,0000,
  WN,07/07/2015,0419,N570WN,MDW,18:15,18:24,0155 ,0149,9,18:37,0013,0000,0000,0000,0000,0000,
  WN,07/07/2015,0454,N526SW,HOU,11:30,11:36,0050 ,0047,6,11:46,0010,0000,0000,0000,0000,0000,
  WN,07/07/2015,0554,N230WN,DEN,20:25,20:25,0135 ,0125,0,20:33,0008,0000,0000,0000,0000,0000,
  WN,07/07/2015,0556,N8318F,BWI,06:00,06:00,0200 ,0189,0,06:10,0010,0000,0000,0000,0000,0000,
  WN,07/07/2015,0604,N8647A,DEN,14:50,14:48,0130 ,0116,-2,14:57,0009,0000,0000,0000,0000,0000,
  WN,07/07/2015,0622,N417WN,MSY,07:20,07:17,0085 ,0075,-3,07:24,0007,0000,0000,0000,0000,0000,
  WN,07/07/2015,0626,N961WN,HOU,05:35,05:32,0045 ,0039,-3,05:39,0007,0000,0000,0000,0000,0000,
  WN,07/07/2015,0657,N411WN,DAL,17:25,17:30,0055 ,0051,5,17:39,0009,0000,0000,0000,0000,0000,
  WN,07/07/2015,0658,N294WN,DEN,10:45,10:43,0130 ,0135,-2,10:52,0009,0000,0000,0000,0000,0000,
  WN,07/07/2015,0664,N421LV,SJC,06:35,06:37,0220 ,0203,2,06:44,0007,0000,0000,0000,0000,0000,
  WN,07/07/2015,0686,N8317M,MCO,17:25,17:52,0155 ,0153,27,18:00,0008,0000,0000,0000,0000,0025,
  WN,07/07/2015,0709,N621SW,FLL,11:10,11:30,0165 ,0165,20,11:41,0011,0011,0000,0000,0000,0009,
  WN,07/07/2015,0771,N402WN,HOU,18:40,18:39,0050 ,0046,-1,18:50,0011,0000,0000,0000,0000,0000,
  WN,07/07/2015,0801,N496WN,DAL,15:35,16:26,0060 ,0059,51,16:40,0014,0000,0000,0000,0000,0050,
  WN,07/07/2015,0829,N391SW,BWI,17:10,17:51,0205 ,0211,41,18:02,0011,0000,0000,0006,0000,0041,
  WN,07/07/2015,0836,N8668A,BNA,13:30,13:32,0120 ,0125,2,13:47,0015,0000,0000,0000,0000,0000,
  WN,07/07/2015,0857,N7743B,DAL,10:30,10:27,0055 ,0050,-3,10:35,0008,0000,0000,0000,0000,0000,
  WN,07/07/2015,0862,N8611F,SJC,18:35,18:42,0215 ,0213,7,18:52,0010,0000,0000,0000,0000,0000,
  WN,07/07/2015,0891,N523SW,LBB,16:20,16:15,0070 ,0063,-5,16:24,0009,0000,0000,0000,0000,0000,
  WN,07/07/2015,0893,N270WN,LAS,05:35,05:38,0165 ,0159,3,05:51,0013,0000,0000,0000,0000,0000,
  WN,07/07/2015,1017,N514SW,DAL,06:30,06:27,0060 ,0051,-3,06:36,0009,0000,0000,0000,0000,0000,
  WN,07/07/2015,1030,N8617E,PHX,12:25,12:23,0140 ,0133,-2,12:31,0008,0000,0000,0000,0000,0000,
  WN,07/07/2015,1249,N238WN,LAX,05:30,05:30,0185 ,0183,0,05:43,0013,0000,0000,0000,0000,0000,
  WN,07/07/2015,1255,N7743B,BNA,05:10,05:04,0120 ,0118,-6,05:13,0009,0000,0000,0000,0000,0000,
  WN,07/07/2015,1403,N8611F,LAS,11:25,11:48,0165 ,0156,23,11:57,0009,0000,0000,0000,0000,0000,
  WN,07/07/2015,1694,N253WN,PHX,07:00,07:00,0140 ,0134,0,07:08,0008,0000,0000,0000,0000,0000,
  WN,07/07/2015,1901,N352SW,MCO,10:25,10:32,0155 ,0185,7,10:41,0009,0007,0000,0030,0000,0000,
  WN,07/07/2015,2263,N405WN,DAL,18:40,18:37,0055 ,0054,-3,18:49,0012,0000,0000,0000,0000,0000,
  WN,07/07/2015,2284,N751SW,FLL,16:45,16:48,0165 ,0155,3,16:54,0006,0000,0000,0000,0000,0000,
  WN,07/07/2015,2495,N7719A,SNA,07:35,07:53,0180 ,0174,18,08:02,0009,0000,0000,0000,0000,0000,
  WN,07/07/2015,2876,N949WN,STL,13:25,13:32,0120 ,0118,7,13:45,0013,0000,0000,0000,0000,0000,
  WN,07/07/2015,2950,N435WN,DAL,14:05,14:22,0055 ,0051,17,14:30,0008,0000,0000,0000,0000,0000,
  WN,07/07/2015,3047,N8655D,LAS,20:20,20:20,0165 ,0157,0,20:28,0008,0000,0000,0000,0000,0000,
  WN,07/07/2015,3054,N949WN,PDX,18:45,19:11,0245 ,0223,26,19:19,0008,0000,0000,0000,0000,0000,
  WN,07/07/2015,3304,N210WN,ATL,18:10,18:06,0135 ,0136,-4,18:15,0009,0000,0000,0000,0000,0000,
  WN,07/07/2015,3307,N620SW,HRL,09:15,09:11,0060 ,0057,-4,09:20,0009,0000,0000,0000,0000,0000,
  WN,07/07/2015,3933,N730SW,ELP,10:40,10:37,0090 ,0084,-3,10:50,0013,0000,0000,0000,0000,0000,
  WN,07/07/2015,3937,N570WN,DAL,08:10,00:00,0060 ,0000,0,00:00,0000,0000,0000,0000,0000,0000,
  WN,07/07/2015,4195,N522SW,ELP,14:25,14:26,0090 ,0085,1,14:37,0011,0000,0000,0000,0000,0000,
  WN,07/07/2015,4551,N608SW,DEN,08:30,09:27,0125 ,0145,57,09:39,0012,0013,0000,0020,0000,0044,
  WN,07/07/2015,4621,N354SW,SAN,11:35,11:39,0175 ,0175,4,11:51,0012,0000,0000,0000,0000,0000,
  WN,07/07/2015,4630,N621SW,DEN,05:50,05:50,0130 ,0136,0,06:01,0011,0000,0000,0000,0000,0000,
  WN,07/07/2015,4819,N565WN,PHX,17:25,17:26,0150 ,0147,1,17:35,0009,0000,0000,0000,0000,0000,
  WN,07/07/2015,4913,N444WN,TPA,11:35,11:30,0140 ,0138,-5,11:40,0010,0000,0000,0000,0000,0000,
  WN,07/07/2015,4924,N7815L,LAX,16:00,16:49,0185 ,0190,49,16:59,0010,0049,0000,0005,0000,0000,
  WN,07/07/2015,4927,N8651A,DCA,12:40,13:11,0195 ,0195,31,13:21,0010,0000,0000,0031,0000,0000,
  WN,07/07/2015,5888,N514SW,DAL,20:00,20:45,0055 ,0053,45,20:54,0009,0000,0000,0000,0000,0043,
  WN,07/08/2015,0103,N8649A,MDW,06:30,06:32,0165 ,0134,2,06:41,0009,0000,0000,0000,0000,0000,
  WN,07/08/2015,0144,N8648A,SAN,20:55,21:06,0170 ,0176,11,21:15,0009,0000,0000,0006,0000,0011,
  WN,07/08/2015,0178,N719SW,ELP,20:30,20:28,0090 ,0089,-2,20:40,0012,0000,0000,0000,0000,0000,
  WN,07/08/2015,0232,N628SW,ATL,05:45,05:49,0135 ,0135,4,05:59,0010,0000,0000,0000,0000,0000,
  WN,07/08/2015,0238,N7811F,DAL,12:30,13:34,0055 ,0051,64,13:42,0008,0000,0000,0060,0000,0000,
  WN,07/08/2015,0285,N514SW,DAL,09:25,09:22,0055 ,0054,-3,09:31,0009,0000,0000,0000,0000,0000,
  WN,07/08/2015,0311,N960WN,MDW,15:05,15:18,0150 ,0136,13,15:26,0008,0000,0000,0000,0000,0000,
  WN,07/08/2015,0329,N514SW,HOU,16:00,16:08,0050 ,0042,8,16:15,0007,0000,0000,0000,0000,0000,
  WN,07/08/2015,0341,N297WN,OAK,18:00,18:00,0225 ,0215,0,18:09,0009,0000,0000,0000,0000,0000,
  WN,07/08/2015,0356,N7736A,PHX,20:10,20:46,0140 ,0140,36,20:54,0008,0000,0000,0000,0000,0036,
  WN,07/08/2015,0359,N243WN,EWR,06:45,06:42,0225 ,0211,-3,06:51,0009,0000,0000,0000,0000,0000,
  WN,07/08/2015,0419,N429WN,MDW,18:15,18:39,0155 ,0137,24,18:47,0008,0000,0000,0000,0000,0000,
  WN,07/08/2015,0454,N515SW,HOU,11:30,11:29,0050 ,0047,-1,11:40,0011,0000,0000,0000,0000,0000,
  WN,07/08/2015,0554,N489WN,DEN,20:25,20:23,0135 ,0133,-2,20:37,0014,0000,0000,0000,0000,0000,
  WN,07/08/2015,0556,N8642E,BWI,06:00,05:59,0200 ,0202,-1,06:12,0013,0000,0000,0000,0000,0000,
  WN,07/08/2015,0604,N8618N,DEN,14:50,14:55,0130 ,0146,5,15:08,0013,0000,0000,0021,0000,0000,
  WN,07/08/2015,0622,N957WN,MSY,07:20,07:25,0085 ,0079,5,07:36,0011,0000,0000,0000,0000,0000,
  WN,07/08/2015,0626,N226WN,HOU,05:35,05:44,0045 ,0045,9,05:52,0008,0000,0000,0000,0000,0000,
  WN,07/08/2015,0657,N959WN,DAL,17:25,17:25,0055 ,0053,0,17:37,0012,0000,0000,0000,0000,0000,
  WN,07/08/2015,0658,N7818L,DEN,10:45,10:57,0130 ,0116,12,11:06,0009,0000,0000,0000,0000,0000,
