CountryName,CountryCode,Year,Total Population,Urban population (% of total)
Slovak Republic,SVK,1967,4449367.0,38.63
Slovenia,SVN,1967,1689528.0,34.266
Solomon Islands,SLB,1967,145354.0,7.928
Somalia,SOM,1967,3227245.0,21.02
South Africa,ZAF,1967,20707258.0,47.476000000000006
South Sudan,SSD,1967,3407754.0,8.667
Spain,ESP,1967,32682947.0,63.214
Sri Lanka,LKA,1967,11703000.0,18.364
St. Kitts and Nevis,KNA,1967,47383.0,32.196
St. Lucia,LCA,1967,99526.0,23.153000000000002
St. Vincent and the Grenadines,VCT,1967,87736.0,29.21
Sudan,SDN,1967,9299545.0,14.567
Suriname,SUR,1967,350755.0,46.644
Swaziland,SWZ,1967,411478.0,7.729
Sweden,SWE,1967,7867931.0,78.727
Switzerland,CHE,1967,5991785.0,55.483000000000004
Syrian Arab Republic,SYR,1967,5767478.0,41.332
Tajikistan,TJK,1967,2659452.0,35.96
Tanzania,TZA,1967,12406040.0,6.372999999999999
Thailand,THA,1967,33778500.0,20.444000000000003
Timor-Leste,TMP,1967,567330.0,11.946
Togo,TGO,1967,1855445.0,17.374000000000002
Tonga,TON,1967,79048.0,20.097
Trinidad and Tobago,TTO,1967,925918.0,13.273
Tunisia,TUN,1967,4832923.0,41.036
Turkey,TUR,1967,32448404.0,35.759
Turkmenistan,TKM,1967,2008148.0,47.43
Turks and Caicos Islands,TCA,1967,5589.0,50.077
Tuvalu,TUV,1967,7037.0,20.061
Uganda,UGA,1967,8580632.0,6.013999999999999
Ukraine,UKR,1967,46060456.0,52.348
United Arab Emirates,ARE,1967,171781.0,79.27199999999999
United Kingdom,GBR,1967,54943600.0,77.541
United States,USA,1967,198712000.0,72.612
Uruguay,URY,1967,2750093.0,81.749
Uzbekistan,UZB,1967,10894306.0,35.82
Vanuatu,VUT,1967,78518.0,11.718
"Venezuela, RB",VEN,1967,10528054.0,69.005
Vietnam,VNM,1967,39980000.0,17.153
Virgin Islands (U.S.),VIR,1967,50800.0,65.874
"Yemen, Rep.",YEM,1967,5827223.0,11.890999999999998
Zambia,ZMB,1967,3792864.0,26.261
Zimbabwe,ZWE,1967,4718612.0,15.727
Arab World,ARB,1968,115477026.0,37.3622729772674
Caribbean small states,CSS,1968,4770152.0,33.7006801517017
Central Europe and the Baltics,CEB,1968,97882394.0,49.6386962498077
East Asia & Pacific (all income levels),EAS,1968,1224103681.0,24.6627893022009
East Asia & Pacific (developing only),EAP,1968,1057180652.0,18.721708401508806
Euro area,EMU,1968,283966951.0,66.32905719701169
Europe & Central Asia (all income levels),ECS,1968,725949272.0,59.7842469602322
Europe & Central Asia (developing only),ECA,1968,178158722.0,43.676122993447294
European Union,EUU,1968,436916057.0,64.9421330328425
Fragile and conflict affected situations,FCS,1968,146322580.0,22.2988822408208
Heavily indebted poor countries (HIPC),HPC,1968,197828276.0,15.3698122184262
High income,HIC,1968,997332436.0,67.2688484871375
High income: nonOECD,NOC,1968,209075991.0,63.0038002809039
High income: OECD,OEC,1968,788256445.0,68.3254010728425
Latin America & Caribbean (all income levels),LCN,1968,273654630.0,55.52764842176251
Latin America & Caribbean (developing only),LAC,1968,223177427.0,51.5904685650579
Least developed countries: UN classification,LDC,1968,293663042.0,12.0442976036903
Low & middle income,LMY,1968,2538058639.0,24.0627092015136
Low income,LIC,1968,188945737.0,14.188888238362301
Lower middle income,LMC,1968,1132412768.0,21.9477893985398
Middle East & North Africa (all income levels),MEA,1968,131409183.0,41.136400659549
Middle East & North Africa (developing only),MNA,1968,121110364.0,39.582497329923
Middle income,MIC,1968,2349112902.0,24.8572816825105
North America,NAC,1968,221503000.0,73.13854969007191
OECD members,OED,1968,870346341.0,66.5013300574191
Other small states,OSS,1968,7782451.0,19.0293797081408
Pacific island small states,PSS,1968,1093173.0,25.3801647891047
Small states,SST,1968,13645776.0,24.6667901370358
South Asia,SAS,1968,681405837.0,18.233449113737198
Sub-Saharan Africa (all income levels),SSF,1968,277365472.0,17.3035700142662
Sub-Saharan Africa (developing only),SSA,1968,277025637.0,17.2901321458743
Upper middle income,UMC,1968,1216700134.0,27.562436699153
World,WLD,1968,3535391075.0,36.133525722870004
Afghanistan,AFG,1968,10599790.0,10.786
Albania,ALB,1968,2022272.0,31.445999999999998
Algeria,DZA,1968,13744383.0,39.169000000000004
American Samoa,ASM,1968,25886.0,69.574
Andorra,ADO,1968,21888.0,76.58800000000001
Angola,AGO,1968,6066094.0,13.932
Antigua and Barbuda,ATG,1968,63176.0,34.829
Argentina,ARG,1968,23261273.0,77.90100000000001
Armenia,ARM,1968,2394635.0,58.195
Aruba,ABW,1968,58385.0,50.653999999999996
Australia,AUS,1968,12009000.0,84.573
Austria,AUT,1968,7415403.0,65.15899999999999
Azerbaijan,AZE,1968,4950977.0,50.263000000000005
"Bahamas, The",BHS,1968,158629.0,65.416
Bahrain,BHR,1968,200953.0,83.275
Bangladesh,BGD,1968,61585520.0,7.0089999999999995
Barbados,BRB,1968,237199.0,37.36
Belarus,BLR,1968,8874552.0,41.588
Belgium,BEL,1968,9618756.0,93.569
Belize,BLZ,1968,116061.0,51.549
Benin,BEN,1968,2788551.0,14.902999999999999
Bermuda,BMU,1968,53000.0,100.0
Bhutan,BTN,1968,273868.0,5.487
Bolivia,BOL,1968,4324066.0,39.166
Bosnia and Herzegovina,BIH,1968,3661642.0,25.386999999999997
Botswana,BWA,1968,650730.0,5.912000000000001
Brazil,BRA,1968,91213009.0,53.97
Brunei Darussalam,BRN,1968,118176.0,58.118
Bulgaria,BGR,1968,8369603.0,49.768
Burkina Faso,BFA,1968,5434040.0,5.52
Burundi,BDI,1968,3317315.0,2.611
Cabo Verde,CPV,1968,257478.0,18.954
Cambodia,KHM,1968,6795514.0,13.290999999999999
Cameroon,CMR,1968,6437157.0,18.875
Canada,CAN,1968,20744000.0,74.66199999999999
Cayman Islands,CYM,1968,8632.0,100.0
Central African Republic,CAF,1968,1755260.0,25.815
Chad,TCD,1968,3500778.0,10.196
Channel Islands,CHI,1968,118726.0,36.604
Chile,CHL,1968,9187592.0,73.854
China,CHN,1968,774510000.0,17.656
Colombia,COL,1968,20905061.0,53.306000000000004
Comoros,COM,1968,218794.0,18.685
"Congo, Dem. Rep.",ZAR,1968,18913177.0,24.134
"Congo, Rep.",COG,1968,1259190.0,37.569
Costa Rica,CRI,1968,1746870.0,37.601
Cote d'Ivoire,CIV,1968,4794399.0,26.659000000000002
Croatia,HRV,1968,4364000.0,38.076
Cuba,CUB,1968,8413329.0,59.895
Curacao,CUW,1968,140298.0,77.734
Cyprus,CYP,1968,598491.0,39.726
Czech Republic,CZE,1968,9876346.0,63.456
Denmark,DNK,1968,4864883.0,78.69800000000001
Djibouti,DJI,1968,140461.0,59.54
Dominica,DMA,1968,69042.0,38.381
Dominican Republic,DOM,1968,4250026.0,38.104
Ecuador,ECU,1968,5730908.0,38.215
"Egypt, Arab Rep.",EGY,1968,33252275.0,40.758
El Salvador,SLV,1968,3477702.0,39.205
Equatorial Guinea,GNQ,1968,288701.0,26.773000000000003
Eritrea,ERI,1968,1713846.0,12.263
Estonia,EST,1968,1331214.0,63.577
Ethiopia,ETH,1968,26945459.0,8.26
Faeroe Islands,FRO,1968,37718.0,27.122
Fiji,FJI,1968,498887.0,33.986999999999995
Finland,FIN,1968,4626469.0,62.106
France,FRA,1968,51276054.0,70.238
French Polynesia,PYF,1968,103385.0,52.38
Gabon,GAB,1968,565878.0,28.533
"Gambia, The",GMB,1968,425509.0,17.373
Georgia,GEO,1968,4042300.0,47.025
Germany,DEU,1968,77294314.0,72.14699999999999
Ghana,GHA,1968,8221021.0,27.86
Greece,GRC,1968,8740765.0,62.543
Greenland,GRL,1968,43400.0,70.186
Grenada,GRD,1968,94875.0,31.848000000000003
Guam,GUM,1968,80219.0,58.738
Guatemala,GTM,1968,5131461.0,34.919000000000004
Guinea,GIN,1968,4094528.0,14.716
Guinea-Bissau,GNB,1968,686155.0,14.815
Guyana,GUY,1968,680068.0,29.329
Haiti,HTI,1968,4534233.0,18.866
Honduras,HND,1968,2552200.0,27.596
"Hong Kong SAR, China",HKG,1968,3802700.0,87.22
Hungary,HUN,1968,10255815.0,59.276
Iceland,ISL,1968,201488.0,84.057
India,IND,1968,530274729.0,19.366
Indonesia,IDN,1968,108821565.0,16.549
"Iran, Islamic Rep.",IRN,1968,27032944.0,39.437
Iraq,IRQ,1968,9260685.0,54.02
Ireland,IRL,1968,2915550.0,50.523999999999994
Isle of Man,IMY,1968,54289.0,56.151
Israel,ISR,1968,2803000.0,82.95200000000001
Italy,ITA,1968,53235750.0,63.309
Jamaica,JAM,1968,1823706.0,39.815
Japan,JPN,1968,101061000.0,70.316
Jordan,JOR,1968,1358918.0,55.29600000000001
Kazakhstan,KAZ,1968,12341412.0,48.997
Kenya,KEN,1968,10502250.0,9.525
Kiribati,KIR,1968,49389.0,21.863000000000003
"Korea, Dem. Rep.",PRK,1968,13608611.0,49.012
"Korea, Rep.",KOR,1968,30838302.0,36.846
Kuwait,KWT,1968,639170.0,83.37100000000001
Kyrgyz Republic,KGZ,1968,2818300.0,36.871
Lao PDR,LAO,1968,2554843.0,8.994
Latvia,LVA,1968,2323619.0,59.175
Lebanon,LBN,1968,2210965.0,56.101000000000006
Lesotho,LSO,1968,990869.0,7.8020000000000005
Liberia,LBR,1968,1348448.0,24.406999999999996
Libya,LBY,1968,1941056.0,43.07
Liechtenstein,LIE,1968,20235.0,18.855
Lithuania,LTU,1968,3078850.0,47.507
Luxembourg,LUX,1968,335850.0,73.425
"Macao SAR, China",MAC,1968,237129.0,96.715
"Macedonia, FYR",MKD,1968,1672401.0,44.364
Madagascar,MDG,1968,6232704.0,13.41
Malawi,MWI,1968,4370664.0,5.505
Malaysia,MYS,1968,10375877.0,32.013000000000005
Maldives,MDV,1968,109901.0,11.515999999999998
Mali,MLI,1968,5780834.0,13.619000000000002
Malta,MLT,1968,307900.0,89.682
Marshall Islands,MHL,1968,18965.0,48.229
Mauritania,MRT,1968,1083586.0,12.606
Mauritius,MUS,1968,798413.0,39.994
Mexico,MEX,1968,48893607.0,57.411
"Micronesia, Fed. Sts.",FSM,1968,58404.0,24.295
Moldova,MDA,1968,2960000.0,30.26
Monaco,MCO,1968,23296.0,100.0
Mongolia,MNG,1968,1207108.0,43.717
Montenegro,MNE,1968,516628.0,25.079
Morocco,MAR,1968,15335173.0,33.419000000000004
Mozambique,MOZ,1968,8860823.0,6.471
Myanmar,MMR,1968,25853248.0,22.073
Namibia,NAM,1968,737802.0,21.386999999999997
Nepal,NPL,1968,11524132.0,3.867
Netherlands,NLD,1968,12729721.0,61.3
New Caledonia,NCL,1968,99500.0,49.156000000000006
New Zealand,NZL,1968,2748100.0,80.277
Nicaragua,NIC,1968,2256779.0,45.293
Niger,NER,1968,4258415.0,7.906000000000001
Nigeria,NGA,1968,53640547.0,17.269000000000002
Northern Mariana Islands,MNP,1968,12318.0,64.592
Norway,NOR,1968,3816486.0,62.34
Oman,OMN,1968,679593.0,26.575
Pakistan,PAK,1968,55045897.0,24.289
Palau,PLW,1968,11206.0,59.141999999999996
Panama,PAN,1968,1434660.0,46.385
Papua New Guinea,PNG,1968,2313017.0,7.625
Paraguay,PRY,1968,2350900.0,36.735
Peru,PER,1968,12629333.0,55.207
Philippines,PHL,1968,33797041.0,32.403
Poland,POL,1968,32294655.0,51.326
Portugal,PRT,1968,8836650.0,38.025
Puerto Rico,PRI,1968,2662064.0,55.702
Qatar,QAT,1968,93043.0,87.848
Romania,ROM,1968,19799831.0,39.328
Russian Federation,RUS,1968,128928000.0,60.783
Rwanda,RWA,1968,3527260.0,3.0660000000000003
Samoa,WSM,1968,137503.0,19.844
San Marino,SMR,1968,18587.0,57.663000000000004
Sao Tome and Principe,STP,1968,70040.0,26.264
Saudi Arabia,SAU,1968,5389848.0,44.653999999999996
Senegal,SEN,1968,3975614.0,28.506999999999998
Seychelles,SYC,1968,51134.0,36.641
Sierra Leone,SLE,1968,2435197.0,22.484
Singapore,SGP,1968,2012000.0,100.0
Slovak Republic,SVK,1968,4483915.0,39.435
Slovenia,SVN,1968,1704546.0,35.169000000000004
Solomon Islands,SLB,1968,149926.0,8.292
Somalia,SOM,1968,3311111.0,21.563000000000002
South Africa,ZAF,1968,21153722.0,47.59
South Sudan,SSD,1968,3484335.0,8.656
Spain,ESP,1968,33113134.0,64.168
Sri Lanka,LKA,1968,11992000.0,18.742
St. Kitts and Nevis,KNA,1968,46399.0,32.878
St. Lucia,LCA,1968,101181.0,23.403000000000002
St. Vincent and the Grenadines,VCT,1968,88615.0,29.697
Sudan,SDN,1968,9598196.0,15.197000000000001
Suriname,SUR,1968,359735.0,46.412
Swaziland,SWZ,1968,422266.0,8.344
Sweden,SWE,1968,7912273.0,79.51899999999999
Switzerland,CHE,1968,6067714.0,56.114
Syrian Arab Republic,SYR,1968,5963248.0,42.001000000000005
Tajikistan,TJK,1968,2743461.0,36.368
Tanzania,TZA,1968,12787494.0,6.803999999999999
Thailand,THA,1968,34790945.0,20.555999999999997
Timor-Leste,TMP,1968,577824.0,12.253
Togo,TGO,1968,1945781.0,18.7
Tonga,TON,1968,81096.0,20.127
Trinidad and Tobago,TTO,1968,931466.0,12.761
Tunisia,TUN,1968,4933131.0,41.848
Turkey,TUR,1968,33196289.0,36.577
Turkmenistan,TKM,1968,2066889.0,47.575
Turks and Caicos Islands,TCA,1968,5563.0,50.42
Tuvalu,TUV,1968,7128.0,20.719
Uganda,UGA,1968,8872866.0,6.2829999999999995
Ukraine,UKR,1968,46409007.0,53.196999999999996
United Arab Emirates,ARE,1968,185312.0,79.8
United Kingdom,GBR,1968,55211700.0,77.4
United States,USA,1968,200706000.0,72.97399999999999
Uruguay,URY,1968,2774771.0,81.958
Uzbekistan,UZB,1968,11240523.0,36.086999999999996
Vanuatu,VUT,1968,80669.0,11.918
"Venezuela, RB",VEN,1968,10881995.0,69.973
Vietnam,VNM,1968,40856000.0,17.529
Virgin Islands (U.S.),VIR,1968,54600.0,67.14
"Yemen, Rep.",YEM,1968,5937125.0,12.347000000000001
Zambia,ZMB,1968,3916928.0,27.791
Zimbabwe,ZWE,1968,4874113.0,16.305999999999997
Arab World,ARB,1969,118706804.0,38.0625830775041
Caribbean small states,CSS,1969,4825706.0,33.986281122803604
Central Europe and the Baltics,CEB,1969,98602140.0,50.21565769332189
East Asia & Pacific (all income levels),EAS,1969,1256733708.0,24.7678120691616
East Asia & Pacific (developing only),EAP,1969,1086235891.0,18.7455731422697
Euro area,EMU,1969,285855062.0,66.7431732363795
Europe & Central Asia (all income levels),ECS,1969,732044571.0,60.28412320486011
Europe & Central Asia (developing only),ECA,1969,180865403.0,44.37572092906299
European Union,EUU,1969,439730660.0,65.3114414922512
Fragile and conflict affected situations,FCS,1969,150217067.0,22.8851454476618
Heavily indebted poor countries (HIPC),HPC,1969,203029611.0,15.8135077915901
High income,HIC,1969,1007897797.0,67.81681409248489
High income: nonOECD,NOC,1969,211459827.0,63.84708664453301
High income: OECD,OEC,1969,796437970.0,68.8001770824236
Latin America & Caribbean (all income levels),LCN,1969,280641049.0,56.2857807579723
Latin America & Caribbean (developing only),LAC,1969,229213906.0,52.40629312043139
Least developed countries: UN classification,LDC,1969,301284584.0,12.4253751914369
Low & middle income,LMY,1969,2601862909.0,24.3107501398193
Low income,LIC,1969,193701378.0,14.724341950985
Lower middle income,LMC,1969,1159046256.0,22.2264951452792
Middle East & North Africa (all income levels),MEA,1969,135019358.0,41.8775432531163
Middle East & North Africa (developing only),MNA,1969,124329068.0,40.2502757154425
Middle income,MIC,1969,2408161531.0,25.0822180295721
North America,NAC,1969,223759000.0,73.5112239016084
OECD members,OED,1969,880830298.0,66.9841215201365
Other small states,OSS,1969,7960631.0,19.6964722516343
Pacific island small states,PSS,1969,1119515.0,25.737658231466302
Small states,SST,1969,13905852.0,25.1417779208351
South Asia,SAS,1969,697060567.0,18.4414894883101
Sub-Saharan Africa (all income levels),SSF,1969,284502453.0,17.671025537660302
Sub-Saharan Africa (developing only),SSA,1969,284158074.0,17.6578615697473
Upper middle income,UMC,1969,1249115275.0,27.7293025840846
World,WLD,1969,3609760706.0,36.338681039337295
Afghanistan,AFG,1969,10849510.0,11.152000000000001
Albania,ALB,1969,2081695.0,31.548000000000002
Algeria,DZA,1969,14144437.0,39.334
American Samoa,ASM,1969,26615.0,69.98
Andorra,ADO,1969,23061.0,78.42399999999999
Angola,AGO,1969,6177703.0,14.436
Antigua and Barbuda,ATG,1969,64307.0,34.245
Argentina,ARG,1969,23605992.0,78.39399999999999
Armenia,ARM,1969,2456370.0,59.042
Aruba,ABW,1969,58724.0,50.638999999999996
Australia,AUS,1969,12263000.0,84.92200000000001
Austria,AUT,1969,7441055.0,65.208
Azerbaijan,AZE,1969,5066080.0,49.963
"Bahamas, The",BHS,1969,164250.0,66.093
Bahrain,BHR,1969,206469.0,83.52600000000001
Bangladesh,BGD,1969,63422570.0,7.296
Barbados,BRB,1969,237911.0,37.433
Belarus,BLR,1969,8960304.0,42.76
Belgium,BEL,1969,9646032.0,93.70700000000001
Belize,BLZ,1969,119260.0,51.238
Benin,BEN,1969,2846652.0,15.776
Bermuda,BMU,1969,54000.0,100.0
Bhutan,BTN,1969,282210.0,5.781000000000001
Bolivia,BOL,1969,4413584.0,39.47
Bosnia and Herzegovina,BIH,1969,3702834.0,26.283
Botswana,BWA,1969,671305.0,6.81
Brazil,BRA,1969,93585746.0,54.94
Brunei Darussalam,BRN,1969,123875.0,59.908
Bulgaria,BGR,1969,8434172.0,51.034
Burkina Faso,BFA,1969,5528172.0,5.632000000000001
Burundi,BDI,1969,3392949.0,2.7260000000000004
Cabo Verde,CPV,1969,264885.0,19.255
Cambodia,KHM,1969,6902025.0,14.579
Cameroon,CMR,1969,6600479.0,19.577
Canada,CAN,1969,21028000.0,75.161
Cayman Islands,CYM,1969,8831.0,100.0
Central African Republic,CAF,1969,1792150.0,26.645
Chad,TCD,1969,3569778.0,10.862
Channel Islands,CHI,1969,119971.0,36.346
Chile,CHL,1969,9377005.0,74.547
China,CHN,1969,796025000.0,17.528
Colombia,COL,1969,21490948.0,54.063
Comoros,COM,1969,223629.0,19.035
"Congo, Dem. Rep.",ZAR,1969,19458874.0,24.37
"Congo, Rep.",COG,1969,1296137.0,38.345
Costa Rica,CRI,1969,1798315.0,38.211999999999996
Cote d'Ivoire,CIV,1969,5010962.0,27.404
Croatia,HRV,1969,4387000.0,39.13
Cuba,CUB,1969,8563191.0,60.081
Curacao,CUW,1969,142581.0,78.093
Cyprus,CYP,1969,606117.0,40.242
Czech Republic,CZE,1969,9896580.0,63.93
Denmark,DNK,1969,4891860.0,79.222
Djibouti,DJI,1969,149891.0,60.663999999999994
Dominica,DMA,1969,70212.0,38.448
Dominican Republic,DOM,1969,4376056.0,39.147
Ecuador,ECU,1969,5899842.0,38.744
"Egypt, Arab Rep.",EGY,1969,34038147.0,41.117
El Salvador,SLV,1969,3572667.0,39.303000000000004
Equatorial Guinea,GNQ,1969,292014.0,26.863000000000003
Eritrea,ERI,1969,1758668.0,12.427
Estonia,EST,1969,1345249.0,64.307
Ethiopia,ETH,1969,27653622.0,8.422
Faeroe Islands,FRO,1969,38164.0,27.524
Fiji,FJI,1969,509659.0,34.371
Finland,FIN,1969,4623785.0,62.908
France,FRA,1969,51638260.0,70.648
French Polynesia,PYF,1969,106858.0,53.773
Gabon,GAB,1969,578114.0,30.237
"Gambia, The",GMB,1969,435800.0,18.41
Georgia,GEO,1969,4080300.0,47.522
Germany,DEU,1969,77909682.0,72.211
Ghana,GHA,1969,8397346.0,28.473000000000003
Greece,GRC,1969,8772764.0,63.385
Greenland,GRL,1969,44900.0,71.48100000000001
Grenada,GRD,1969,94682.0,32.04
Guam,GUM,1969,82042.0,59.784
Guatemala,GTM,1969,5274726.0,35.232
Guinea,GIN,1969,4160375.0,15.335999999999999
Guinea-Bissau,GNB,1969,698917.0,14.972000000000001
Guyana,GUY,1969,687658.0,29.369
Haiti,HTI,1969,4622209.0,19.31
Honduras,HND,1969,2620014.0,28.244
"Hong Kong SAR, China",HKG,1969,3863900.0,87.476
Hungary,HUN,1969,10298723.0,59.691
Iceland,ISL,1969,203369.0,84.48299999999999
India,IND,1969,541844848.0,19.562
Indonesia,IDN,1969,111800090.0,16.809
"Iran, Islamic Rep.",IRN,1969,27765239.0,40.321
Iraq,IRQ,1969,9585576.0,55.089
Ireland,IRL,1969,2932650.0,51.123000000000005
Isle of Man,IMY,1969,55554.0,55.99100000000001
Israel,ISR,1969,2877000.0,83.58200000000001
Italy,ITA,1969,53537950.0,63.792
Jamaica,JAM,1969,1844936.0,40.596
Japan,JPN,1969,103172000.0,71.102
Jordan,JOR,1969,1436517.0,55.633
Kazakhstan,KAZ,1969,12550121.0,49.647
Kenya,KEN,1969,10867717.0,9.85
Kiribati,KIR,1969,50303.0,22.871
"Korea, Dem. Rep.",PRK,1969,14009168.0,51.608999999999995
"Korea, Rep.",KOR,1969,31544266.0,38.756
Kuwait,KWT,1969,693876.0,84.58200000000001
Kyrgyz Republic,KGZ,1969,2894800.0,37.214
Lao PDR,LAO,1969,2618246.0,9.304
Latvia,LVA,1969,2343173.0,59.946000000000005
Lebanon,LBN,1969,2250609.0,57.79600000000001
Lesotho,LSO,1969,1011308.0,8.196
Liberia,LBR,1969,1383305.0,25.206999999999997
Libya,LBY,1969,2025282.0,46.352
Liechtenstein,LIE,1969,20765.0,18.654
Lithuania,LTU,1969,3107321.0,48.53
Luxembourg,LUX,1969,337500.0,73.902
"Macao SAR, China",MAC,1969,245310.0,96.87700000000001
"Macedonia, FYR",MKD,1969,1698140.0,45.718
Madagascar,MDG,1969,6400454.0,13.751
Malawi,MWI,1969,4484456.0,5.773
Malaysia,MYS,1969,10640347.0,32.729
Maldives,MDV,1969,112591.0,11.698
Mali,MLI,1969,5861411.0,13.970999999999998
Malta,MLT,1969,304300.0,89.69
Marshall Islands,MHL,1969,19622.0,50.861000000000004
Mauritania,MRT,1969,1115790.0,13.554
Mauritius,MUS,1969,812405.0,41.008
Mexico,MEX,1969,50423127.0,58.229
"Micronesia, Fed. Sts.",FSM,1969,60167.0,24.551
Moldova,MDA,1969,3002000.0,31.189
Monaco,MCO,1969,23348.0,100.0
Mongolia,MNG,1969,1242213.0,44.336000000000006
Montenegro,MNE,1969,521424.0,25.955
Morocco,MAR,1969,15687996.0,33.946
Mozambique,MOZ,1969,9058691.0,6.72
Myanmar,MMR,1969,26504247.0,22.449
Namibia,NAM,1969,758305.0,21.851999999999997
Nepal,NPL,1969,11750914.0,3.911
Netherlands,NLD,1969,12877984.0,61.481
New Caledonia,NCL,1969,104000.0,50.442
New Zealand,NZL,1969,2772800.0,80.695
Nicaragua,NIC,1969,2326136.0,46.16
Niger,NER,1969,4375837.0,8.339
Nigeria,NGA,1969,54859201.0,17.512999999999998
Northern Mariana Islands,MNP,1969,12766.0,67.384
Norway,NOR,1969,3847707.0,63.881
Oman,OMN,1969,700729.0,28.093000000000004
Pakistan,PAK,1969,56545924.0,24.552
Palau,PLW,1969,11335.0,59.428999999999995
Panama,PAN,1969,1476478.0,47.038000000000004
Papua New Guinea,PNG,1969,2371515.0,8.649
Paraguay,PRY,1969,2412565.0,36.9
Peru,PER,1969,12982444.0,56.309
Philippines,PHL,1969,34787588.0,32.672
Poland,POL,1969,32548300.0,51.726000000000006
Portugal,PRT,1969,8757705.0,38.414
Puerto Rico,PRI,1969,2684150.0,57.077
Qatar,QAT,1969,100697.0,88.103
Romania,ROM,1969,20009141.0,39.821999999999996
Russian Federation,RUS,1969,129664000.0,61.638000000000005
Rwanda,RWA,1969,3640591.0,3.1289999999999996
Samoa,WSM,1969,140520.0,20.097
San Marino,SMR,1969,18895.0,58.735
Sao Tome and Principe,STP,1969,72240.0,27.861
Saudi Arabia,SAU,1969,5601649.0,46.655
Senegal,SEN,1969,4093763.0,29.247
Seychelles,SYC,1969,52365.0,37.846
Sierra Leone,SLE,1969,2473165.0,23.218000000000004
Singapore,SGP,1969,2042500.0,100.0
Slovak Republic,SVK,1969,4518607.0,40.243
Slovenia,SVN,1969,1713874.0,36.080999999999996
Solomon Islands,SLB,1969,154876.0,8.67
Somalia,SOM,1969,3385414.0,22.115
South Africa,ZAF,1969,21612522.0,47.70399999999999
South Sudan,SSD,1969,3564079.0,8.645
Spain,ESP,1969,33441054.0,65.108
Sri Lanka,LKA,1969,12252000.0,19.125
St. Kitts and Nevis,KNA,1969,45534.0,33.567
St. Lucia,LCA,1969,102747.0,23.654
St. Vincent and the Grenadines,VCT,1969,89518.0,30.186999999999998
Sudan,SDN,1969,9909152.0,15.847999999999999
Suriname,SUR,1969,366845.0,46.18
Swaziland,SWZ,1969,433709.0,9.001
Sweden,SWE,1969,7968072.0,80.28699999999999
Switzerland,CHE,1969,6136387.0,56.742
Syrian Arab Republic,SYR,1969,6166933.0,42.67100000000001
Tajikistan,TJK,1969,2829641.0,36.777
Tanzania,TZA,1969,13186560.0,7.311
Thailand,THA,1969,35826803.0,20.668000000000003
Timor-Leste,TMP,1969,589519.0,12.565999999999999
Togo,TGO,1969,2034909.0,20.098
Tonga,TON,1969,82879.0,20.157
Trinidad and Tobago,TTO,1969,937846.0,12.267999999999999
Tunisia,TUN,1969,5031211.0,42.662
Turkey,TUR,1969,33969201.0,37.400999999999996
Turkmenistan,TKM,1969,2126749.0,47.721000000000004
Turks and Caicos Islands,TCA,1969,5573.0,50.763000000000005
Tuvalu,TUV,1969,7213.0,21.392
Uganda,UGA,1969,9162773.0,6.562
Ukraine,UKR,1969,46746668.0,54.042
United Arab Emirates,ARE,1969,205570.0,79.8
United Kingdom,GBR,1969,55441750.0,77.259
United States,USA,1969,202677000.0,73.333
Uruguay,URY,1969,2795044.0,82.164
Uzbekistan,UZB,1969,11599763.0,36.354
Vanuatu,VUT,1969,82941.0,12.12
"Venezuela, RB",VEN,1969,11235492.0,70.92
Vietnam,VNM,1969,41773000.0,17.910999999999998
Virgin Islands (U.S.),VIR,1969,58600.0,68.378
"Yemen, Rep.",YEM,1969,6047230.0,12.815
Zambia,ZMB,1969,4047479.0,29.37
Zimbabwe,ZWE,1969,5036321.0,16.88
Arab World,ARB,1970,121981406.0,38.7771917518396
Caribbean small states,CSS,1970,4882583.0,34.2635475085626
Central Europe and the Baltics,CEB,1970,99133296.0,50.780409860457
East Asia & Pacific (all income levels),EAS,1970,1289398198.0,24.840816805208203
East Asia & Pacific (developing only),EAP,1970,1116250866.0,18.7748809027262
Euro area,EMU,1970,287416203.0,67.1473108283008
Europe & Central Asia (all income levels),ECS,1970,737500170.0,60.776023681518296
Europe & Central Asia (developing only),ECA,1970,183464390.0,45.0650596037354
European Union,EUU,1970,442062264.0,65.6768935347261
Fragile and conflict affected situations,FCS,1970,154210353.0,23.4769601046276
Heavily indebted poor countries (HIPC),HPC,1970,208410359.0,16.2424227511359
High income,HIC,1970,1017505527.0,68.3453832770022
High income: nonOECD,NOC,1970,213932884.0,64.6780346873634
High income: OECD,OEC,1970,803572643.0,69.2554854957625
Latin America & Caribbean (all income levels),LCN,1970,287763515.0,57.0386751119347
Latin America & Caribbean (developing only),LAC,1970,235361548.0,53.2171662667684
Least developed countries: UN classification,LDC,1970,308870065.0,12.807039537764899
Low & middle income,LMY,1970,2667317174.0,24.5580849967898
Low income,LIC,1970,198588590.0,15.255084970662198
Lower middle income,LMC,1970,1186201817.0,22.5040298118897
Middle East & North Africa (all income levels),MEA,1970,138716538.0,42.6364866691454
Middle East & North Africa (developing only),MNA,1970,127571595.0,40.924130498650605
Middle income,MIC,1970,2468728584.0,25.306803327992306
North America,NAC,1970,226431000.0,73.8016579001992
OECD members,OED,1970,890374533.0,67.4459336354031
