Date,AAPL,IBM,CSCO,MSFT
2003-12-08,21.049999,91.199997,24.290001,26.24
2003-12-09,20.450001,90.629997,23.23,26.379998999999998
2003-12-10,20.380001,91.730003,23.780001000000002,26.59
2003-12-11,21.21,92.400002,23.93,26.610001
2003-12-12,20.890001,92.709999,24.09,26.65
2003-12-15,20.169999,92.110001,23.98,26.74
2003-12-16,20.12,93.980003,23.77,27.059998999999998
2003-12-17,19.879998999999998,93.400002,23.49,27.040001
2003-12-18,20.04,92.730003,24.17,27.4
2003-12-19,19.7,93.139999,23.790001,27.360001
2003-12-22,19.85,93.389999,23.98,27.18
2003-12-23,19.809998999999998,92.790001,23.940001000000002,27.15
2003-12-24,20.41,92.269997,23.870001000000002,27.040001
2003-12-26,20.78,92.900002,23.75,27.209999
2003-12-29,21.15,93.519997,24.4,27.459999
2003-12-30,21.28,92.629997,24.120001000000002,27.52
2003-12-31,21.37,92.68,24.23,27.370001000000002
2004-01-02,21.28,91.550003,24.25,27.450001
2004-01-05,22.17,93.050003,24.77,28.139999
2004-01-06,22.09,93.059998,25.059998999999998,28.24
2004-01-07,22.59,92.779999,25.559998999999998,28.209999
2004-01-08,23.360001,93.040001,26.34,28.16
2004-01-09,23.000001,91.209999,26.48,27.66
2004-01-12,23.730001,91.550003,27.030001000000002,27.57
2004-01-13,24.12,89.699997,26.889999,27.43
2004-01-14,24.2,90.309998,27.4,27.700001
2004-01-15,22.850001000000002,94.019997,27.16,27.540001
2004-01-16,22.719998999999998,95.32,29.129998999999998,27.809998999999998
2004-01-20,22.73,97.099998,28.860001,28.1
2004-01-21,22.61,97.699997,28.6,28.299999
2004-01-22,22.18,97.510002,28.219998999999998,28.01
2004-01-23,22.560001,97.900002,27.33,28.48
2004-01-26,23.009999,99.849998,28.200001,28.799999
2004-01-27,23.070001,98.800003,27.5,28.25
2004-01-28,22.52,97.379997,26.780001000000002,27.709999
2004-01-29,22.68,98.010002,25.959999,27.91
2004-01-30,22.560001,99.230003,25.709999,27.65
2004-02-02,22.32,99.389999,26.200001,27.4
2004-02-03,22.26,100.0,26.41,27.290001
2004-02-04,21.79,100.190002,24.08,27.01
2004-02-05,22.420001,98.860001,23.82,26.959999
2004-02-06,22.710001000000002,98.940002,24.74,27.08
2004-02-09,22.67,98.949997,24.67,26.9
2004-02-10,22.98,99.610001,24.780001000000002,27.02
2004-02-11,23.800001,99.959999,24.24,27.15
2004-02-12,23.730001,99.300003,24.049999,26.950001
2004-02-13,23.000001,99.709999,24.059998999999998,26.59
2004-02-17,23.159999,99.370003,24.25,26.99
2004-02-18,23.26,98.41999799999999,24.09,26.77
2004-02-19,22.47,97.800003,23.68,26.459999
2004-02-20,22.4,97.309998,23.190001000000002,26.57
2004-02-23,22.190001000000002,95.959999,22.75,26.610001
2004-02-24,22.359999,96.790001,23.049999,26.879998999999998
2004-02-25,22.81,96.540001,23.58,26.700001
2004-02-26,23.04,96.790001,23.35,26.5
2004-02-27,23.92,96.5,23.16,26.530001000000002
2004-03-01,24.020001,97.040001,23.530001000000002,26.700001
2004-03-02,23.809998999999998,96.82,23.030001000000002,26.389999
2004-03-03,23.92,96.839996,22.700001,26.370001000000002
2004-03-04,25.16,96.389999,23.190001000000002,26.370001000000002
2004-03-05,26.74,96.449997,22.889999,26.35
2004-03-08,25.999999,94.589996,22.360001,25.83
2004-03-09,27.099999,94.529999,22.120001000000002,25.719998999999998
2004-03-10,27.679999,93.059998,22.209999,25.370001000000002
2004-03-11,27.150001,91.209999,22.34,25.09
2004-03-12,27.56,93.300003,23.129998999999998,25.379998999999998
2004-03-15,26.45,91.82,22.780001000000002,25.16
2004-03-16,25.82,92.449997,23.120001000000002,25.18
2004-03-17,26.19,93.389999,23.5,25.129998999999998
2004-03-18,25.67,92.849998,23.17,24.889999
2004-03-19,25.859999,91.620003,22.5,24.629998999999998
2004-03-22,25.859999,91.019997,22.35,24.5
2004-03-23,25.29,91.32,22.360001,24.15
2004-03-24,25.5,91.769997,22.67,24.41
2004-03-25,26.869999,92.389999,23.58,25.190001000000002
2004-03-26,27.04,92.769997,23.4,25.030001000000002
2004-03-29,27.91,92.68,23.85,25.309998999999998
2004-03-30,27.92,92.32,23.93,25.200001
2004-03-31,27.04,91.839996,23.57,24.93
2004-04-01,27.11,92.370003,23.74,25.08
2004-04-02,27.5,94.199997,24.43,25.85
2004-04-05,28.320001,94.18,24.809998999999998,25.950001
2004-04-06,27.829999,93.699997,24.65,25.799999
2004-04-07,27.309998999999998,93.08000200000001,24.24,25.59
2004-04-08,27.529999,93.120003,24.15,25.48
2004-04-12,28.040001,93.739998,24.129998999999998,25.610001
2004-04-13,26.930001,93.040001,23.620001000000002,25.450001
2004-04-14,26.640001,93.699997,23.26,25.51
2004-04-15,29.3,93.449997,22.82,25.219998999999998
2004-04-16,29.18,92.279999,22.48,25.16
2004-04-19,28.350001000000002,91.940002,22.860001,25.530001000000002
2004-04-20,27.73,90.650002,22.110001,25.33
2004-04-21,27.73,91.260002,22.370001000000002,25.450001
2004-04-22,27.78,90.739998,23.15,25.950001
2004-04-23,27.7,91.279999,23.32,27.540001
2004-04-26,27.13,90.43,23.139999,27.24
2004-04-27,26.940001000000002,91.110001,22.940001000000002,27.219998999999998
2004-04-28,26.45,90.410004,22.370001000000002,26.559998999999998
2004-04-29,26.77,89.08000200000001,21.91,26.48
2004-04-30,25.779999,88.16999799999999,20.91,26.129998999999998
2004-05-03,26.069999,88.019997,21.120001000000002,26.35
2004-05-04,26.140001,89.0,21.370001000000002,26.33
2004-05-05,26.650001,88.959999,21.26,26.299999
2004-05-06,26.579999,88.360001,21.5,26.120001000000002
2004-05-07,26.67,88.190002,21.690001000000002,25.780001000000002
2004-05-10,26.280001000000002,86.879997,21.620001000000002,25.93
2004-05-11,27.14,87.129997,22.25,25.940001000000002
2004-05-12,27.300001,86.809998,21.959999,25.940001000000002
2004-05-13,27.19,87.190002,21.76,26.1
2004-05-14,27.06,86.410004,21.24,25.860001
2004-05-17,26.640001,85.529999,20.93,25.540001
2004-05-18,27.06,86.059998,21.0,25.83
2004-05-19,26.47,87.050003,21.360001,25.620001000000002
2004-05-20,26.710001000000002,87.41999799999999,21.52,25.73
2004-05-21,27.11,87.129997,21.639999,25.889999
2004-05-24,27.34,87.099998,21.65,25.76
2004-05-25,28.409999,88.699997,22.24,26.1
2004-05-26,28.510002000000004,88.349998,22.35,26.139999
2004-05-27,28.170001,88.589996,22.540001,26.190001000000002
2004-05-28,28.060001,88.589996,22.370001000000002,26.23
2004-06-01,28.060001,88.120003,22.24,26.110001
2004-06-02,28.920001,87.980003,22.41,26.129998999999998
2004-06-03,28.399998999999998,87.349998,22.35,25.889999
2004-06-04,28.780001000000002,87.559998,22.780001000000002,25.950001
2004-06-07,29.810001,88.639999,23.889999,26.43
2004-06-08,30.35,90.040001,23.74,26.6
2004-06-09,30.2,90.089996,23.559998999999998,26.469998999999998
2004-06-10,30.739998999999997,90.459999,23.82,26.77
2004-06-14,30.119998,90.07,23.32,26.9
2004-06-15,30.690001000000002,90.540001,23.639999,27.41
2004-06-16,32.739998,90.379997,23.879998999999998,27.32
2004-06-17,32.81,90.440002,23.360001,27.77
2004-06-18,32.909999,90.059998,23.42,28.35
2004-06-21,32.329999,89.489998,22.870001000000002,28.35
2004-06-22,33.000001,90.019997,23.219998999999998,28.290001
2004-06-23,33.7,90.790001,23.969998999999998,28.299999
2004-06-24,33.179998,89.989998,23.68,28.389999
2004-06-25,33.7,89.550003,23.43,28.57
2004-06-28,32.489999,88.709999,23.299999,28.280001000000002
2004-06-29,32.5,88.290001,23.709999,28.5
2004-06-30,32.54,88.150002,23.700001,28.559998999999998
2004-07-01,32.300002,87.5,23.110001,28.629998999999998
2004-07-02,31.08,87.040001,22.950001,28.57
2004-07-06,30.950001,85.699997,22.370001000000002,28.02
2004-07-07,30.390001,85.349998,22.42,28.1
2004-07-08,30.139999,83.650002,22.17,27.639999
2004-07-09,30.03,83.889999,22.360001,27.860001
2004-07-12,29.139999,84.099998,22.290001,27.889999
2004-07-13,29.220001,85.25,22.139999,27.6
2004-07-14,29.579999,84.129997,22.1,28.129998999999998
2004-07-15,32.929999,84.019997,22.129998999999998,27.870001000000002
2004-07-16,32.199999,84.279999,21.530001000000002,27.48
2004-07-19,31.970001,85.300003,21.360001,27.950001
2004-07-20,32.199999,86.360001,21.879998999999998,28.32
2004-07-21,31.619999,85.300003,21.17,28.860001
2004-07-22,31.680001,86.059998,21.389999,29.0
2004-07-23,30.699997999999997,84.849998,20.93,28.030001000000002
2004-07-26,31.260001000000003,85.089996,20.540001,28.66
2004-07-27,32.430001000000004,85.879997,20.709999,28.440001000000002
2004-07-28,32.270001,85.849998,20.5,28.58
2004-07-29,32.639998999999996,86.769997,20.799999,28.48
2004-07-30,32.339999,87.07,20.92,28.49
2004-08-02,31.579998,86.690002,21.24,28.52
2004-08-03,31.289998999999998,85.709999,20.74,28.07
2004-08-04,31.79,85.970001,21.120001000000002,28.059998999999998
2004-08-05,31.390001,85.190002,20.610001,27.530001000000002
2004-08-06,29.780001000000002,83.480003,19.93,27.139999
2004-08-09,30.299999,83.550003,20.049999,27.18
2004-08-10,31.52,84.989998,20.459999,27.719998999999998
2004-08-11,31.009999,83.690002,18.290001,27.41
2004-08-12,30.370001000000002,82.209999,17.790001,26.879998999999998
2004-08-13,30.840002000000002,83.910004,17.860001,27.02
2004-08-16,30.78,84.019997,18.23,27.09
2004-08-17,30.869999,84.040001,18.68,27.049999
2004-08-18,31.739998999999997,85.129997,18.99,27.459999
2004-08-19,30.709999,84.889999,19.1,27.120001000000002
2004-08-20,30.800001,85.25,18.879998999999998,27.200001
2004-08-23,31.08,84.650002,19.18,27.24
2004-08-24,31.95,84.709999,18.969998999999998,27.24
2004-08-25,33.049999,85.07,19.32,27.549999
2004-08-26,34.659999,84.690002,19.17,27.440001000000002
2004-08-27,34.349998,84.940002,19.469998999999998,27.459999
2004-08-30,34.12,84.400002,19.030001000000002,27.299999
2004-08-31,34.489998,84.690002,18.76,27.299999
2004-09-01,35.86,84.220001,19.09,27.389999
2004-09-02,35.659998,84.57,19.299999,27.620001000000002
2004-09-03,35.229999,84.389999,18.75,27.110001
2004-09-07,35.760001,84.970001,19.049999,27.360001
2004-09-08,36.350001,85.860001,19.309998999999998,27.26
2004-09-09,35.699999,86.440002,19.93,27.280001000000002
2004-09-10,35.87,86.760002,20.459999,27.49
2004-09-13,35.59,86.489998,20.25,27.25
2004-09-14,35.490001,86.720001,20.35,27.440001000000002
2004-09-15,35.200001,86.370003,19.559998999999998,27.190001000000002
2004-09-16,36.350001,86.120003,19.59,27.26
2004-09-17,37.139998999999996,85.739998,19.16,27.51
2004-09-20,37.709998999999996,85.699997,19.299999,27.51
2004-09-21,38.009999,85.720001,19.65,27.26
2004-09-22,36.920001,84.309998,18.959999,27.120001000000002
2004-09-23,37.269999,83.879997,18.9,27.35
2004-09-24,37.289999,84.43,18.4,27.290001
2004-09-27,37.530001,84.160004,18.040001,27.190001000000002
2004-09-28,38.039999,84.480003,18.07,27.27
2004-09-29,38.680001000000004,84.980003,18.309998999999998,27.58
2004-09-30,38.749999,85.739998,18.1,27.65
2004-10-01,38.670001,86.720001,18.93,28.25
2004-10-04,38.79,87.160004,18.959999,28.120001000000002
2004-10-05,39.37,87.32,19.1,28.379998999999998
2004-10-06,40.639998999999996,88.040001,19.530001000000002,28.530001000000002
2004-10-07,39.619999,87.41999799999999,19.129998999999998,28.17
2004-10-08,39.059999,86.709999,18.780001000000002,27.99
2004-10-11,38.589999,86.629997,18.98,28.059998999999998
2004-10-12,38.289999,86.0,19.16,28.030001000000002
2004-10-13,39.749999,84.980003,18.860001,28.030001000000002
2004-10-14,44.980001,84.779999,18.59,27.799999
2004-10-15,45.5,84.849998,18.48,27.99
2004-10-18,47.750001,85.91999799999999,18.65,28.41
2004-10-19,47.420001,89.370003,18.700001,28.18
2004-10-20,47.469998,88.82,18.450001,28.700001
2004-10-21,47.939999,88.099998,18.629998999999998,28.559998999999998
2004-10-22,47.41,87.389999,18.27,27.74
2004-10-25,47.55,88.43,18.059998999999998,27.629998999999998
2004-10-26,47.97,89.0,18.110001,27.9
2004-10-27,50.3,90.0,18.549999,28.15
2004-10-28,52.19,89.5,18.950001,28.01
2004-10-29,52.400001,89.75,19.209999,27.969998999999998
2004-11-01,52.449999,90.110001,19.26,28.08
2004-11-02,53.5,90.470001,19.290001,28.24
2004-11-03,55.310001,91.199997,19.280001000000002,28.469998999999998
2004-11-04,54.450001,92.379997,19.52,29.0
2004-11-05,54.720001,93.279999,19.969998999999998,29.309998999999998
2004-11-08,54.38,93.370003,19.969998999999998,29.280001000000002
2004-11-09,54.049999,93.370003,19.75,29.77
2004-11-10,54.750001,93.610001,18.440001000000002,29.73
2004-11-11,55.300001,94.790001,18.74,29.98
2004-11-12,55.499999,95.32,19.26,29.969998999999998
2004-11-15,55.239999,95.91999799999999,19.549999,27.389999
2004-11-16,54.939999,94.889999,19.379998999999998,27.120001000000002
2004-11-17,54.900002,95.459999,19.540001,27.17
2004-11-18,55.389998999999996,95.099998,19.52,27.07
2004-11-19,55.170001,94.449997,19.01,26.860001
2004-11-22,61.350002,95.110001,19.15,26.65
2004-11-23,61.27,95.279999,19.0,26.530001000000002
2004-11-24,64.04999699999999,95.459999,19.209999,26.639999
2004-11-26,64.550002,94.720001,19.23,26.6
2004-11-29,68.439998,95.5,18.940001000000002,26.77
2004-11-30,67.049999,94.239998,18.75,26.809998999999998
2004-12-01,67.790003,95.879997,19.15,27.25
2004-12-02,65.209997,95.760002,19.200001,27.09
2004-12-03,62.679999,97.08000200000001,19.43,27.23
2004-12-06,65.779997,97.66999799999999,19.82,27.33
2004-12-07,62.889996999999994,96.099998,19.73,27.07
2004-12-08,63.28,96.650002,19.799999,27.360001
2004-12-09,63.990003,97.510002,19.4,27.23
2004-12-10,65.150002,96.66999799999999,19.42,27.08
2004-12-13,64.909997,96.449997,19.27,27.25
2004-12-14,65.289999,97.309998,19.280001000000002,27.23
2004-12-15,65.259998,97.33000200000001,19.4,27.110001
2004-12-16,66.600002,97.449997,19.4,27.16
2004-12-17,64.989999,96.199997,18.99,26.959999
2004-12-20,62.72,96.550003,19.049999,26.950001
2004-12-21,63.690002,97.019997,19.360001,27.07
2004-12-22,63.749997,97.610001,19.32,26.969998999999998
2004-12-23,64.010003,97.720001,19.450001,27.01
2004-12-27,63.159997,97.5,19.299999,26.85
2004-12-28,64.18,98.300003,19.26,26.950001
2004-12-29,64.44,98.18,19.309998999999998,26.9
2004-12-30,64.800001,98.300003,19.42,26.76
2004-12-31,64.399999,98.58000200000001,19.32,26.719998999999998
2005-01-03,63.29,97.75,19.32,26.74
2005-01-04,63.940001,96.699997,18.559998999999998,26.84
2005-01-05,64.500001,96.5,18.57,26.780001000000002
2005-01-06,64.550002,96.199997,18.85,26.75
2005-01-07,69.250003,95.779999,18.719998999999998,26.67
2005-01-10,68.960003,95.68,18.719998999999998,26.799999
2005-01-11,64.560002,95.0,18.639999,26.73
2005-01-12,65.460003,95.209999,18.93,26.780001000000002
2005-01-13,69.800002,94.449997,18.780001000000002,26.27
2005-01-14,70.199998,94.099998,18.879998999999998,26.120001000000002
2005-01-18,70.650002,94.900002,18.74,26.32
2005-01-19,69.879997,93.099998,18.15,25.98
2005-01-20,70.459997,93.0,18.32,25.860001
2005-01-21,70.489998,92.379997,18.01,25.65
2005-01-24,70.759997,91.790001,17.75,25.67
2005-01-25,72.05,92.190002,17.51,26.02
2005-01-26,72.249998,91.949997,17.690001000000002,26.01
2005-01-27,72.64,91.980003,18.18,26.110001
2005-01-28,73.979998,92.889999,17.9,26.18
2005-01-31,76.899998,93.41999799999999,18.040001,26.280001000000002
2005-02-01,77.529999,93.860001,18.129998999999998,26.389999
2005-02-02,79.63,94.300003,18.15,26.459999
2005-02-03,77.809999,93.540001,17.52,26.18
2005-02-04,78.840002,94.510002,17.9,26.32
2005-02-07,78.939998,94.529999,18.16,26.16
2005-02-08,80.900002,94.129997,18.24,26.24
2005-02-09,78.74,92.699997,17.629998999999998,26.07
2005-02-10,78.359998,92.760002,17.58,26.059998999999998
2005-02-11,81.210003,93.300003,17.700001,25.969998999999998
2005-02-14,84.63000100000001,93.57,17.969998999999998,26.01
2005-02-15,88.410001,94.33000200000001,17.92,25.93
2005-02-16,90.13,94.620003,17.709999,25.790001
2005-02-17,87.81,93.75,17.450001,25.65
2005-02-18,86.809998,93.269997,17.299999,25.48
2005-02-22,85.290003,92.32,17.309998999999998,25.23
2005-02-23,88.229997,92.099998,17.280001000000002,25.200001
2005-02-24,88.929999,92.639999,17.18,25.370001000000002
2005-02-25,88.990001,92.800003,17.200001,25.25
2005-02-28,44.859999,92.58000200000001,17.42,25.16
2005-03-01,44.5,93.300003,17.5,25.280001000000002
2005-03-02,44.119997999999995,92.91999799999999,17.74,25.26
2005-03-03,41.789999,92.410004,17.799999,25.17
2005-03-04,42.809999,92.370003,18.040001,25.17
2005-03-07,42.75,91.599998,18.24,25.469998999999998
2005-03-08,40.53,92.129997,18.120001000000002,25.4
2005-03-09,39.349999,92.349998,18.530001000000002,25.309998999999998
2005-03-10,39.83,92.410004,18.709999,25.43
2005-03-11,40.27,91.510002,18.450001,25.09
2005-03-14,40.320002,91.900002,18.540001,25.110001
2005-03-15,40.96,91.379997,18.25,24.91
2005-03-16,41.180001000000004,90.650002,18.07,24.629998999999998
2005-03-17,42.249999,89.860001,18.030001000000002,24.540001
2005-03-18,42.959998999999996,89.279999,17.799999,24.309998999999998
2005-03-21,43.699999,89.510002,17.940001000000002,24.200001
2005-03-22,42.829999,89.5,17.92,23.99
2005-03-23,42.549999,90.519997,17.75,24.18
2005-03-24,42.500001,90.699997,17.879998999999998,24.280001000000002
2005-03-28,42.529999,91.040001,17.889999,24.200001
2005-03-29,41.750001,90.599998,17.75,23.92
2005-03-30,42.800002,90.68,18.030001000000002,24.16
2005-03-31,41.669999,91.379997,17.889999,24.17
2005-04-01,40.890001,90.440002,17.700001,24.120001000000002
2005-04-04,41.089999,90.32,17.67,24.23
2005-04-05,41.890001,89.57,17.82,24.469998999999998
2005-04-06,42.330001,89.0,17.77,24.67
2005-04-07,43.559999,88.440002,18.15,25.1
2005-04-08,43.74,87.599998,17.9,24.940001000000002
2005-04-11,41.920002000000004,86.199997,17.99,24.969998999999998
2005-04-12,42.659998,85.75,18.24,25.32
2005-04-13,41.040001000000004,84.57,18.0,25.040001
2005-04-14,37.260002,83.639999,17.809998999999998,24.84
2005-04-15,35.350001,76.699997,17.200001,24.459999
2005-04-18,35.620001,76.650002,17.02,24.65
2005-04-19,37.090001,75.480003,17.18,24.629998999999998
2005-04-20,35.510002,72.010002,17.190001000000002,24.32
2005-04-21,37.18,74.029999,17.68,25.280001000000002
2005-04-22,35.500001,74.209999,17.43,24.98
2005-04-25,36.979999,74.610001,17.48,24.99
2005-04-26,36.190001,75.43,17.280001000000002,24.76
2005-04-27,35.949998,77.050003,17.25,24.99
2005-04-28,35.539999,75.910004,17.139999,24.450001
2005-04-29,36.060001,76.379997,17.27,25.299999
2005-05-02,36.429999,76.510002,17.26,25.23
2005-05-03,36.210001,76.470001,17.309998999999998,25.360001
2005-05-04,37.149999,77.08000200000001,17.65,25.209999
2005-05-05,36.679998,75.5,18.0,25.23
2005-05-06,37.240001,75.260002,18.02,25.219998999999998
2005-05-09,36.969998,74.980003,18.209999,25.110001
2005-05-10,36.419999,73.300003,18.209999,24.9
2005-05-11,35.610001000000004,73.279999,18.549999,24.91
2005-05-12,34.13,72.620003,18.700001,25.0
2005-05-13,34.770001,73.160004,18.889999,25.299999
2005-05-16,35.549999,74.339996,19.09,25.49
2005-05-17,35.360002,74.290001,19.059998999999998,25.459999
2005-05-18,35.839999,76.360001,19.24,25.700001
2005-05-19,37.550002,77.160004,19.379998999999998,25.92
2005-05-20,37.550002,76.410004,19.469998999999998,25.74
2005-05-23,39.759999,76.510002,19.549999,25.85
2005-05-24,39.700001,75.809998,20.0,25.75
2005-05-25,39.779999,76.0,19.620001000000002,25.709999
2005-05-26,40.740001,77.139999,19.9,25.9
2005-05-27,40.56,77.099998,19.790001,26.07
2005-05-31,39.759999,75.550003,19.4,25.799999
2005-06-01,40.300001,76.839996,19.639999,25.809998999999998
2005-06-02,40.039999,77.349998,19.879998999999998,25.790001
2005-06-03,38.240001,75.790001,19.4,25.43
2005-06-06,37.92,75.0,19.379998999999998,25.370001000000002
2005-06-07,36.539999,75.040001,19.41,25.51
2005-06-08,36.920001,74.800003,19.41,25.4
2005-06-09,37.650001,74.93,19.469998999999998,25.51
2005-06-10,35.809999,74.769997,19.24,25.43
2005-06-13,35.900001,75.050003,19.299999,25.309998999999998
2005-06-14,36.0,74.889999,19.18,25.360001
2005-06-15,37.129999,76.300003,19.32,25.26
2005-06-16,37.980001,77.050003,19.530001000000002,25.040001
2005-06-17,38.309999,76.389999,19.530001000000002,25.040001
2005-06-20,37.61,76.550003,19.6,25.110001
2005-06-21,37.859999,76.410004,19.77,25.15
2005-06-22,38.550001,77.230003,19.799999,25.07
2005-06-23,38.889998999999996,75.410004,19.780001000000002,25.309998999999998
2005-06-24,37.76,74.010002,19.299999,25.040001
2005-06-27,37.100001,73.879997,19.030001000000002,25.049999
2005-06-28,37.309999,75.300003,19.16,25.07
2005-06-29,36.370001,74.730003,19.360001,25.09
2005-06-30,36.810001,74.199997,19.08,24.84
2005-07-01,36.500001,74.66999799999999,18.99,24.709999
2005-07-05,37.980001,74.790001,18.82,24.98
2005-07-06,37.390001,75.809998,18.82,24.700001
2005-07-07,37.63,77.379997,18.84,24.65
2005-07-08,38.250001,79.300003,19.309998999999998,25.09
2005-07-11,38.100001,78.959999,19.540001,25.290001
2005-07-12,38.240001,80.040001,19.780001000000002,25.610001
2005-07-13,38.35,81.449997,19.969998999999998,25.66
2005-07-14,40.750001,82.41999799999999,19.940001000000002,25.969998999999998
2005-07-15,41.55,82.379997,19.889999,25.790001
2005-07-18,41.489998,81.809998,19.65,25.549999
2005-07-19,43.190001,83.699997,20.17,26.16
2005-07-20,43.630001,84.599998,20.120001000000002,26.190001000000002
2005-07-21,43.289999,84.400002,19.559998999999998,26.440001000000002
2005-07-22,43.999999,84.440002,19.32,25.68
2005-07-25,43.810001,84.199997,18.85,25.690001000000002
2005-07-26,43.630001,84.120003,19.059998999999998,25.540001
2005-07-27,43.989999,83.870003,19.18,25.719998999999998
2005-07-28,43.800001,83.800003,19.299999,25.75
2005-07-29,42.650002,83.459999,19.15,25.610001
2005-08-01,42.75,83.43,19.26,25.92
2005-08-02,43.190001,83.309998,19.49,26.809998999999998
2005-08-03,43.220001,84.059998,19.540001,27.25
2005-08-04,42.71,83.120003,19.43,27.32
2005-08-05,42.989999,83.360001,19.299999,27.76
2005-08-08,42.650002,83.360001,19.25,27.129998999999998
2005-08-09,43.820002,83.5,19.610001,27.35
2005-08-10,43.380002000000005,82.019997,18.25,26.950001
2005-08-11,43.999999,82.660004,18.059998999999998,27.27
2005-08-12,46.1,82.190002,17.799999,27.049999
2005-08-15,47.68,82.5,17.709999,27.129998999999998
2005-08-16,46.25,81.300003,17.629998999999998,26.74
2005-08-17,47.150001,81.300003,17.84,26.950001
2005-08-18,46.300002,81.150002,17.66,26.82
2005-08-19,45.830001,82.760002,17.82,26.719998999999998
2005-08-22,45.869997999999995,82.599998,17.690001000000002,26.91
2005-08-23,45.739999,82.029999,17.76,26.870001000000002
2005-08-24,45.77,81.32,17.52,26.809998999999998
2005-08-25,46.059999,81.099998,17.48,27.030001000000002
2005-08-26,45.739999,80.379997,17.4,26.969998999999998
2005-08-29,45.840001,81.339996,17.639999,27.15
2005-08-30,46.570001,80.540001,17.51,27.18
2005-08-31,46.889998,80.620003,17.620001000000002,27.379998999999998
2005-09-01,46.260001,79.540001,17.65,27.200001
2005-09-02,46.22,79.459999,17.719998999999998,27.02
2005-09-06,48.799999,81.019997,18.200001,27.0
2005-09-07,48.679999,80.980003,18.4,26.85
2005-09-08,49.780001,80.800003,18.370001000000002,26.610001
2005-09-09,51.309999,81.440002,18.58,26.58
2005-09-12,51.400002,81.480003,18.48,26.610001
2005-09-13,50.820002,80.75,18.25,26.48
2005-09-14,49.610001000000004,80.480003,17.84,26.309998999999998
2005-09-15,49.87,80.010002,18.030001000000002,26.27
2005-09-16,51.210001,80.33000200000001,18.42,26.07
2005-09-19,52.64,79.43,18.17,26.0
2005-09-20,53.189999,78.699997,17.969998999999998,25.84
2005-09-21,52.110001000000004,77.559998,17.85,25.49
2005-09-22,51.9,78.209999,18.110001,25.34
2005-09-23,53.199999,78.0,18.049999,25.27
2005-09-26,53.840001,77.410004,17.92,25.27
2005-09-27,53.440001,77.989998,17.719998999999998,25.34
2005-09-28,51.080001,79.5,17.92,25.67
2005-09-29,52.34,80.360001,17.860001,25.940001000000002
2005-09-30,53.609999,80.220001,17.92,25.73
2005-10-03,54.440001,80.449997,17.74,25.5
2005-10-04,53.749999,80.110001,17.67,24.98
2005-10-05,52.78,79.82,17.5,24.67
2005-10-06,51.699998,79.699997,17.73,24.73
2005-10-07,51.299999,80.5,17.629998999999998,24.59
2005-10-10,50.370001,81.25,17.49,24.459999
2005-10-11,51.589999,83.190002,17.190001000000002,24.41
2005-10-12,49.249999,82.190002,17.43,24.299999
2005-10-13,53.739998,82.199997,17.299999,24.59
2005-10-14,54.000001,82.349998,17.27,24.67
2005-10-17,53.440001,82.589996,17.17,24.530001000000002
2005-10-18,52.21,83.480003,16.98,24.57
2005-10-19,54.939999,84.16999799999999,17.200001,25.09
2005-10-20,56.140003,83.16999799999999,16.93,24.790001
2005-10-21,55.659999,83.33000200000001,17.030001000000002,24.780001000000002
2005-10-24,56.789998,83.470001,17.16,25.1
2005-10-25,56.100002,83.360001,17.120001000000002,25.030001000000002
2005-10-26,57.029996999999995,82.889999,17.1,25.110001
2005-10-27,55.41,82.309998,17.049999,24.85
2005-10-28,54.469998,81.41999799999999,17.139999,25.530001000000002
2005-10-31,57.590003,81.879997,17.450001,25.700001
2005-11-01,57.500001,81.589996,17.48,25.959999
2005-11-02,59.949996999999996,81.059998,17.629998999999998,26.459999
2005-11-03,61.85,82.870003,17.51,26.440001000000002
2005-11-04,61.149998,83.0,17.870001000000002,26.66
2005-11-07,60.229997,83.610001,17.85,27.01
2005-11-08,59.900002,83.150002,17.860001,27.049999
2005-11-09,60.110001000000004,82.839996,17.75,26.959999
2005-11-10,61.179998,83.989998,17.15,27.09
2005-11-11,61.54,84.550003,17.469998999999998,27.280001000000002
2005-11-14,61.449998,84.360001,17.35,27.370001000000002
2005-11-15,62.279996999999995,85.529999,17.27,27.5
2005-11-16,64.949998,86.540001,17.219998999999998,27.74
2005-11-17,64.52000100000001,86.889999,17.370001000000002,27.969998999999998
2005-11-18,64.560002,87.769997,17.02,28.07
2005-11-21,64.959998,87.290001,17.059998999999998,28.16
2005-11-22,66.52,87.989998,17.280001000000002,27.91
2005-11-23,67.110001,88.800003,17.440001000000002,27.92
2005-11-25,69.339998,88.800003,17.549999,27.76
2005-11-28,69.659999,89.110001,17.48,27.75
2005-11-29,68.100003,89.099998,17.51,27.68
2005-11-30,67.819997,88.900002,17.540001,27.68
2005-12-01,71.600003,89.209999,17.690001000000002,27.889999
2005-12-02,72.63,88.650002,17.639999,28.01
2005-12-05,71.820002,88.43,17.5,27.85
2005-12-06,74.049999,89.139999,17.559998999999998,27.690001000000002
2005-12-07,73.949997,88.720001,17.780001000000002,27.75
2005-12-08,74.08,87.5,17.639999,27.690001000000002
2005-12-09,74.329999,86.970001,17.549999,27.709999
2005-12-12,74.909999,85.959999,17.52,27.450001
2005-12-13,74.98,83.709999,17.5,27.129998999999998
