# Data from Straub L, Villamar-Bouza L, Bruckner S, Chantawannakul P, Gauthier L, Khongphinitbunjong K, Retschnig G, Troxler A, Vidondo-Curras B, Neumann P, Williams GR (2016) Neonicotinoid insecticides can serve as inadvertent insect contraceptives. Proceedings of the Royal Society B 283(1835): 20160506. http://dx.doi.org/10.1098/rspb.2016.0506
# Data from Dryad repository, Straub L, Villamar-Bouza L, Bruckner S, Chantawannakul P, Gauthier L, Khongphinitbunjong K, Retschnig G, Troxler A, Vidondo-Curras B, Neumann P, Williams GR (2016) Data from: Neonicotinoid insecticides can serve as inadvertent insect contraceptives. Dryad Digital Repository. http://dx.doi.org/10.5061/dryad.bs515
# Taken from the Excel file from the "Drone Sperm Data" sheet.
Specimen,Treatment,Environment,TreatmentNCSS,Sample ID,Colony,Cage,Sample,Sperm Volume per 500 ul,Quantity,ViabilityRaw (%),Quality,Age (d),Infertil,AliveSperm,Quantity Millions,Alive Sperm Millions,Dead Sperm Millions
203,Control,Cage,1,C80-2-6,80,24,6,1212500,1212500,84.6659612601236,84.6659612601236,14,0,1026574,1.2125,1.026574,0.185926
204,Control,Cage,1,C80-2-7,80,24,7,1837500,1837500,88.5826202980786,88.5826202980786,14,0,1627705,1.8375,1.627705,0.209795
205,Control,Cage,1,C80-2-8,80,24,8,1600000,1600000,85.176268629771,85.176268629771,14,0,1362820,1.6,1.36282,0.23718
206,Control,Cage,1,C80-2-9,80,24,9,1800000,1800000,93.4463051568315,93.4463051568315,14,0,1682033,1.8,1.682033,0.117967
106,Control,Cage,1,C80-1-3,80,25,3,1262500,1262500,96.4067365144407,96.4067365144407,14,0,1217135,1.2625,1.217135,0.045365
77,Control,Cage,1,C80-3-1,80,25,1,2712500,2712500,97.3741737829884,97.3741737829884,14,0,2641274,2.7125,2.641274,0.071226
78,Control,Cage,1,C80-3-2,80,25,2,2012500,2012500,98.4761904761905,98.4761904761905,14,0,1981833,2.0125,1.981833,0.030667
79,Control,Cage,1,C80-3-3,80,25,3,125000,125000,99.4047619047619,99.4047619047619,14,0,124255,0.125,0.124255,0.000745
80,Control,Cage,1,C80-3-4,80,25,4,175000,175000,99.4047619047619,99.4047619047619,14,0,173958,0.175,0.173958,0.001042
81,Control,Cage,1,C80-3-5,80,25,5,2037500,2037500,99.3095238095238,99.3095238095238,14,0,2023431,2.0375,2.023431,0.014069
82,Control,Cage,1,C80-3-6,80,25,6,3125000,3125000,87.3829853415464,87.3829853415464,14,0,2730718,3.125,2.730718,0.394282
83,Control,Cage,1,C80-3-7,80,25,7,2637500,2637500,77.0825689110135,77.0825689110135,14,0,2033052,2.6375,2.033052,0.604448
84,Control,Cage,1,C80-3-8,80,25,8,20000,20000,0,0,14,0,0,0.02,0,0.02
85,Control,Cage,1,C80-3-9,80,25,9,100000,100000,32.5,32.5,14,0,32500,0.1,0.0325,0.0675
138,Pesticide,Cage,2,P84-1-1,84,26,1,950000,950000,94.75378837,94.75378837,14,0,900160,0.95,0.90016,0.04984
147,Pesticide,Cage,2,P84-1-10,84,26,10,2487500,2487500,66.92073161,66.92073161,14,0,1664653,2.4875,1.664653,0.822847
139,Pesticide,Cage,2,P84-1-2,84,26,2,2225000,2225000,90.53494335,90.53494335,14,0,2014402,2.225,2.014402,0.210598
140,Pesticide,Cage,2,P84-1-3,84,26,3,2150000,2150000,80.79433733,80.79433733,14,0,1737078,2.15,1.737078,0.412922
141,Pesticide,Cage,2,P84-1-4,84,26,4,3912500,3912500,95.95850119,95.95850119,14,0,3754376,3.9125,3.754376,0.158124
142,Pesticide,Cage,2,P84-1-5,84,26,5,1125000,1125000,90.34776335,90.34776335,14,0,1016412,1.125,1.016412,0.108588
143,Pesticide,Cage,2,P84-1-6,84,26,6,862500,862500,77.48158506,77.48158506,14,0,668278,0.8625,0.668278,0.194222
144,Pesticide,Cage,2,P84-1-7,84,26,7,1325000,1325000,71.94325159,71.94325159,14,0,953248,1.325,0.953248,0.371752
145,Pesticide,Cage,2,P84-1-8,84,26,8,1062500,1062500,65.69637256,65.69637256,14,0,698023,1.0625,0.698023,0.364477
146,Pesticide,Cage,2,P84-1-9,84,26,9,1425000,1425000,87.3019119,87.3019119,14,0,1244052,1.425,1.244052,0.180948
118,Pesticide,Cage,2,P84-2-1,84,27,1,3700000,3700000,64.31235797,64.31235797,14,0,2379557,3.7,2.379557,1.320443
119,Pesticide,Cage,2,P84-2-2,84,27,2,587500,587500,91.78991597,91.78991597,14,0,539265,0.5875,0.539265,0.048235
120,Pesticide,Cage,2,P84-2-3,84,27,3,2225000,2225000,71.89373408,71.89373408,14,0,1599635,2.225,1.599635,0.625365
121,Pesticide,Cage,2,P84-2-4,84,27,4,3025000,3025000,63.04550956,63.04550956,14,0,1907126,3.025,1.907126,1.117874
122,Pesticide,Cage,2,P84-2-5,84,27,5,2625000,2625000,81.4469142,81.4469142,14,0,2137981,2.625,2.137981,0.487019
123,Pesticide,Cage,2,P84-2-6,84,27,6,1700000,1700000,82.85464668,82.85464668,14,0,1408528,1.7,1.408528,0.291472
124,Pesticide,Cage,2,P84-2-7,84,27,7,325000,325000,84.95384615,84.95384615,14,0,276099,0.325,0.276099,0.048901
125,Pesticide,Cage,2,P84-2-8,84,27,8,1862500,1862500,87.83734442,87.83734442,14,0,1635970,1.8625,1.63597,0.22653
126,Pesticide,Cage,2,P84-2-9,84,27,9,2662500,2662500,96.06106241,96.06106241,14,0,2557625,2.6625,2.557625,0.104875
148,Pesticide,Cage,2,P84-3-1,84,28,1,1450000,1450000,71.19408369,71.19408369,14,0,1032314,1.45,1.032314,0.417686
149,Pesticide,Cage,2,P84-3-2,84,28,2,0,0,NO SPERM,,14,1,0,0,0,0
150,Pesticide,Cage,2,P84-3-3,84,28,3,2087500,2087500,80.02419964,80.02419964,14,0,1670505,2.0875,1.670505,0.416995
151,Pesticide,Cage,2,P84-3-4,84,28,4,3500000,3500000,88.2474712,88.2474712,14,0,3088661,3.5,3.088661,0.411339
152,Pesticide,Cage,2,P84-3-5,84,28,5,2287500,2287500,0,0,14,0,0,2.2875,0,2.2875
153,Pesticide,Cage,2,P84-3-6,84,28,6,2037500,2037500,89.91779766,89.91779766,14,0,1832075,2.0375,1.832075,0.205425
154,Pesticide,Cage,2,P84-3-7,84,28,7,1362500,1362500,86.33333333,86.33333333,14,0,1176291,1.3625,1.176291,0.186209
155,Pesticide,Cage,2,P84-3-8,84,28,8,912500,912500,83.9286198,83.9286198,14,0,765848,0.9125,0.765848,0.146652
